མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,
,,364,2,《པེ་》《སྣར་》,གསོལ།,,
,,365,3,《པེ་》《སྣར་》,pཆེས།,,
,,366,4,《པེ་》《སྣར་》,mགང་།,,
,102,367,1,《པེ་》《སྣར་》,pཆེས།,,
,,368,2,《པེ་》《སྣར་》,pཅིག,,
,,369,3,《པེ་》,pཡང་དག་པར་སྟོན་ན་དེའི་བསོད་ནམས་ཆེས་མང་དུ་འཕེལ་ལོ། །རབ་འབྱོར་གལ་ཏེ་སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོའི་འཇིག་རྟེན་གྱི་ཁམས་ཀྱི་བར་གྱི་སེམས་ཅན་ཇི་སྙེད་པ་དེ་དག་ཐམས་ཅད་སྔ་ཕྱི་མེད་པ་མིའི་ལུས་ཐོབ་པར་གྱུར་ལ། དེ་དག་རིགས་ཀྱི་བུའམ། རིགས་ཀྱི་བུ་མོ་ལ་ལ་ཞིག་གིས་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་ལ་རབ་ཏུ་བཀོད་པ་དང་། བསམ་གཏན་བཞི་དང་། ཚད་མེད་པ་བཞི་དང་། གཟུགས་མེད་པའི་སྙོམས་པར་འཇུག་པ་བཞི་དང་། མངོན་པར་ཤེས་པ་ལྔ་དང་། རྒྱུན་ཏུ་ཞུགས་པའི་འབྲས་བུ་དང་། ལན་ཅིག་ཕྱིར་འོང་བའི་འབྲས་བུ་དང་། ཕྱིར་མི་འོང་བའི་འབྲས་བུ་དང་། དགྲ་བཅོམ་པ་ཉིད་དང། རང་བྱང་ཆུབ་ལ་རབ་ཏུ་བཀོད་པ་དང་། བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ལ་རབ་ཏུ་བཀོད་དེ།  དགེ་བའི་རྩ་བ་དེ་ཡང་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ཡོངས་སུ་བསྔོས་ན། རབ་འབྱོར་དེ་ཇི་སྙམ་དུ་སེམས། རིགས་ཀྱི་བུའམ་རིགས་ཀྱི་བུ་མོ་དེ་དེའི་རྒྱུས་བསོད་ནམས་མང་དུ་འཕེལ་ལམ། གསོལ་པ། བཅོམ་ལྡན་འདས་མང་ངོ་། །བདེ་བར་གཤེགས་པ་མང་ངོ་། །བཅོམ་ལྡན་འདས་ཀྱི་བཀའ་སྩལ་པ། རབ་འབྱོར་དེ་བས་ཀྱང་རིགས་ཀྱི་བུའམ་རིགས་ཀྱི་བུ་མོ་གང་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འདི་གཞན་ལ་སྟོན་པ་དང་། འཆད་པ་དང་། རྣམ་པར་གཞོག་པ་དང་། རབ་ཏུ་གཞོག་པ་དང་། འགྲེལ་པ་དང་། རྣམ་པར་འབྱེད་པ་དང་། གསལ་བར་བྱེད་པ་དང།,《སྣར་》,pཡང་དག་པར་སྟོན་པ་དེའི་…...གསལ་བར་བྱེད་པ་དང་།,《ཅོ་》,pཡང་དག་པར་སྟོན་ན་དེའི་…...ཁམས་ཀྱི་སེམས་ཅན་གང་ཇི་སྙེད་…...རང་བྱང་ཆུབ་དང་། བླ་ན་མེད་པ་…...གསལ་བར་བྱེད་པ་དང་།
,103,370,1,《པེ་》《སྣར་》,བསྒྲུབ་སྟེ།,,
,,371,2,《པེ་》《སྣར་》,བསད།,,
,,372,3,《པེ་》《སྣར་》,ལྟ།,,
,,373,4,《པེ་》《སྣར་》,འཐོབ།,,
,,374,5,《པེ་》《སྣར་》,mདག,,
,,375,6,《པེ་》《སྣར་》,བསྒྲུབ།,,
,,376,7,《པེ་》《སྣར་》,དང་།,,
,104,377,1,《པེ་》《སྣར་》,གོ།།,,
,,378,2,《པེ་》《སྣར་》,ཁམས་ཀྱི།,,
,,379,3,《པེ་》《སྣར་》,འབྱུང་།,,
,,380,4,《པེ་》《སྣར་》,བར།,,
,,381,5,《སྣར་》,pང་།,,
,,382,6,《པེ་》,འདི་ཉིད།,《སྣར་》,ཉིད།,
,,383,7,《པེ་》《སྣར་》,དེ།,,
,,384,8,《པེ་》《སྣར་》,pམི།,,
