མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ,མཆན།,
,,2410,8,《ཅོ་》,འབྲས་བུ།,
,,2411,9,《པེ་》《སྣར་》,pདང་།,
,732,2412,1,《པེ་》《སྣར་》,mཔ།,
,,2413,2,《པེ་》,mནི།,
,,2414,3,《པེ་》《སྣར་》,གྱུར་པར།,
,,2415,4,《པེ་》《སྣར་》,པ་དང་།,
,,2416,5,《པེ་》《སྣར་》,།། །།,
,,2417,6,《ཅོ་》,པ།,
,733,2418,1,《པེ་》《སྣར་》,པའི།,
,,2419,2,《སྣར་》,ཀྱི།,
,,2420,3,《པེ་》《སྣར་》,འཐོབ།,
,,2421,4,《པེ་》《སྣར་》,དམ།,
,,2422,5,《པེ་》《སྣར་》,རྐྱང་།,
,,2423,6,《པེ་》《སྣར་》,འགྲུབ།,
,,2424,7,《པེ་》《སྣར་》,འགྲུབ།,
,,2425,8,《པེ་》《སྣར་》,འཕྱི།,
,734,2426,1,《པེ་》《སྣར་》,ཀ,
,,2427,2,《པེ་》《སྣར་》,pསྔར།,
,,2428,3,《པེ་》《སྣར་》,mབྱེ་བ།,
,,2429,4,《པེ་》《སྣར་》,བརྒྱ།,
,,2430,5,《པེ་》《སྣར་》,སྟོང་།,
,,2431,6,《པེ་》《སྣར་》,སོའི།,
,,2432,7,《པེ་》《སྣར་》,བརྟུལ།,
,,2433,8,《པེ་》《སྣར་》,བརྒྱན།,
,,2434,9,《པེ་》《སྣར་》,བརྟགས་སོ།,
,,2435,10,《པེ་》《སྣར་》,བརྒྱན།,
,,2436,11,《པེ་》《སྣར་》,mརྒྱན།,
,,2437,12,《པེ་》《སྣར་》,pདང་།,
,,2438,13,《པེ་》《སྣར་》,རྒྱན་པ།,
,,2439,14,《པེ་》《སྣར་》,རི་བོ།,
,735,2440,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2441,2,《པེ་》《སྣར་》,བསྒོ།,
,,2442,3,《པེ་》《སྣར་》,ལྟ།,
,,2443,4,《པེ་》,ཁྱེད།,
,,2444,5,《པེ་》《སྣར་》,pགྱི་མཚན།,
,,2445,6,《པེ་》《སྣར་》,འཕྲུལ།,
,,2446,7,《པེ་》《སྣར་》,བགྲངས།,
,,2447,8,《པེ་》《སྣར་》,ནས།,
,,2448,9,《པེ་》《སྣར་》,བརྒྱན།,
,,2449,10,《པེ་》《སྣར་》,བསྟན།,
,,2450,11,《པེ་》《སྣར་》,འཛུམ་པར་ལྟ།,
,736,2451,1,《པེ་》《སྣར་》,ཅེས།,
,,2452,2,《སྣར་》,དཔེས་ལོས་གླེང་སྟེ།,
,,2453,3,《པེ་》《སྣར་》,pཏན།,
,,2454,4,《པེ་》《སྣར་》,སྒོ།,
,,2455,5,《པེ་》《སྣར་》,བལྟོས་ཞིང་།,
,,2456,6,《པེ་》,དཔའོ།,《སྣར་》,དཔའ་བ།
,,2457,7,《པེ་》《སྣར་》,པའི་བར།,
,,2458,8,《ཅོ་》,པར།,
,737,2459,1,《པེ་》,ཡིས།,
,,2460,2,《པེ་》《སྣར་》,འདི།,
,,2461,3,《པེ་》《སྣར་》,mརྣམས།,
,,2462,4,《པེ་》《སྣར་》,བརྩེ།,
,,2463,5,《པེ་》,སྲོགས།,
,,2464,6,《པེ་》《སྣར་》,ཆེ་མང་དུ།,
,,2465,7,《སྣར་》,པ་གྱུར།,
,,2466,8,《པེ་》《སྣར་》,རིག,
,,2467,9,《པེ་》《སྣར་》,ནས།,
,,2468,10,《པེ་》《སྣར་》,སྟོན།,
,,2469,11,《པེ་》《སྣར་》,གཉིས།,
,,2470,12,《སྣར་》,བར།,
,,2471,13,《པེ་》《སྣར་》,ཀ,
,738,2472,1,《པེ་》《སྣར་》,ཀ,
,,2473,2,《པེ་》《སྣར་》,དཔའ།,
,,2474,3,《པེ་》《སྣར་》,པས་དེ།,
,,2475,4,《པེ་》,འཆལ་པར་བཀང་།《སྣར་》,ཆལ་བར་དཀང་།
,,2476,5,《སྣར་》,ལྟ།,
,,2477,6,《པེ་》,མན།,
,,2478,7,《པེ་》《སྣར་》,ཀ,
,,2479,8,《པེ་》《སྣར་》,མ་ནི།,
,,2480,9,《པེ་》,ཞིག,
,739,2481,1,《པེ་》《སྣར་》,མངོན།,
,,2482,2,《སྣར་》,བརྟེན།,
,,2483,3,《པེ་》《སྣར་》,གྱིས།,
,,2484,4,《པེ་》《སྣར་》,གསིལ་མས།,
,,2485,5,《སྣར་》,བསྙན།,
,,2486,6,《པེ་》《སྣར་》,པོས།,
,740,2487,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2488,2,《པེ་》《སྣར་》,སྐྱོངས་པའོ།,
,,2489,3,《པེ་》《སྣར་》,པ།,
,,2490,4,《སྣར་》,ཀྱིས།,
,,2491,5,《པེ་》《སྣར་》,སྐྱེད།,
,,2492,6,《པེ་》《སྣར་》,བརྟགས།,
,,2493,7,《པེ་》,གྱིས།,
,,2494,8,《ཅོ་》,སྤངས་པའི།,
,,2495,9,《པེ་》,mཀྱང་།,
,741,2496,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2497,2,《པེ་》《སྣར་》,དཀའ།,
,,2498,3,《པེ་》,བཟོད།,
,,2499,4,《པེ་》《སྣར་》,ཆུང་ངུའི།,
,,2500,5,《པེ་》《སྣར་》,སྐྱེད།,
,,2501,6,《པེ་》《སྣར་》,ནས།,
,,2502,7,《པེ་》,དཔའི།,
,,2503,8,《པེ་》《སྣར་》,དེས།,
,,2504,9,《པེ་》,ལས་དྲིས།,《སྣར་》,ལས་བྲིས།
,,2505,10,《པེ་》《སྣར་》,ཏུ།,
,742,2506,1,《པེ་》《སྣར་》,པར།,
,,2507,2,《སྣར་》,ཇི།,
,,2508,3,《པེ་》《སྣར་》,བརྟགས།,
,,2509,4,《ཅོ་》,བྲིས།,
,,2510,5,《པེ་》《སྣར་》,ཀྱིས།,
,,2511,6,《པེ་》《སྣར་》,ཀྱིས།,
,,2512,7,《པེ་》《སྣར་》,pན།,
,,2513,8,《པེ་》《སྣར་》,རྙེད།,
,,2514,9,《པེ་》《སྣར་》,འདས།,
,743,2515,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2516,2,《པེ་》《སྣར་》《ཅོ་》,བསྟན།,
,,2517,3,《པེ་》,pཔ།,
,,2518,4,《པེ་》《སྣར་》,བཟོད།,
,,2519,5,《པེ་》《སྣར་》,pཡང་།,
,,2520,6,《པེ་》《སྣར་》,གྱུར་ཏོ།,
,744,2521,1,《པེ་》《སྣར་》,ཀྱི།,
,,2522,2,《པེ་》,ཤམས།,
,,2523,3,《པེ་》《སྣར་》,ཕབ།,
,,2524,4,《པེ་》《སྣར་》,གསིལ།,
,,2525,5,《པེ་》《སྣར་》,སྟོན།,
,,2526,6,《པེ་》《སྣར་》,སྣང་།,
,,2527,7,《པེ་》《སྣར་》,pདང་།,
,,2528,8,《པེ་》《སྣར་》,ག,
,745,2529,1,《པེ་》《སྣར་》,ཀྱི།,
,,2530,2,《པེ་》,ཞུགས།,
,,2531,3,《པེ་》,དུ་ཞུགས།,《སྣར་》,ཏུ་ཞུགས།
,,2532,4,《པེ་》《སྣར་》,ཞུགས།,
,,2533,5,《པེ་》,དང་།,
,,2534,6,《པེ་》《སྣར་》,གྱིས།,
,,2535,7,《པེ་》《སྣར་》,སྐྱེད།,
,,2536,8,《པེ་》《སྣར་》,mཔ།,
,,2537,9,《པེ་》《སྣར་》,བསྟན།,
,,2538,10,《པེ་》,ཡོ་བ་ཞེས་པ།,《སྣར་》,ཡོ་བ།
,,2539,11,《པེ་》《སྣར་》,པས།,
,746,2540,1,《པེ་》《སྣར་》,སྟེན།,
,,2541,2,《པེ་》《སྣར་》,ནག་ཅེས།,
,,2542,3,《པེ་》《སྣར་》,དེ།,
,,2543,4,《པེ་》《སྣར་》,རྒྱས།,
,,2544,5,《པེ་》《སྣར་》,རིགས།,
,,2545,6,《པེ་》,ཀྱི་དེང་།,《སྣར་》,
,,2546,7,《པེ་》《སྣར་》,བསྟན།,
,,2547,8,《སྣར་》,རྒྱ་ཡི།,
,,2548,9,《པེ་》《སྣར་》,པ།,
,747,2549,1,《པེ་》,མངོན།,
,,2550,2,《པེ་》,ཀྱི།,
,,2551,3,《པེ་》《སྣར་》,ཁོར།,
,,2552,4,《པེ་》《སྣར་》,བྲག་གི་ཕུག,
,,2553,5,《པེ་》,pནི།,
,,2554,6,《པེ་》《སྣར་》,བས།,
,,2555,7,《པེ་》《སྣར་》,པའོ།,
,,2556,8,《པེ་》《སྣར་》,ན།,
,748,2557,1,《པེ་》,བགོང་།,《སྣར་》,བགོད།
,,2558,2,《པེ་》《སྣར་》,གྱུར།,
,,2559,3,《པེ་》《སྣར་》,ཅེས།,
,,2560,4,《པེ་》《སྣར་》,mཔ།,
,,2561,5,《པེ་》《སྣར་》,སྣང་།,
,,2562,6,《པེ་》《སྣར་》,བཞེས།,
,,2563,7,《པེ་》《སྣར་》,རྒྱལ་བ།,
,,2564,8,《སྣར་》,བཀོད།,
,749,2565,1,《པེ་》《སྣར་》,mདེ།,
,,2566,2,《པེ་》,སྣང་བ་བསྟན།,《སྣར་》,སྣང་བར་སྟན།
,,2567,3,《པེ་》,པས་སྡིག,《སྣར་》,པ་སྡིག
,,2568,4,《པེ་》《སྣར་》,mཔ།,
,,2569,5,《པེ་》,ཀྱིས་ཟིལ་མནོན།,《སྣར་》,ཀྱིས་ཟིལ་གནོན།
,750,2570,1,《སྣར་》,།། །།,
,,2571,2,《པེ་》,ལོ།,
,,2572,3,《སྣར་》,ཀྱིས།,
,,2573,4,《པེ་》《སྣར་》,ལྟར་ཏེ།,
,,2574,5,《པེ་》《སྣར་》,སྒྲུབ།,
,,2575,6,《སྣར་》,རྟེན།,
,,2576,7,《པེ་》《སྣར་》,mབ།,
,,2577,8,《པེ་》,གྱི།,
,,2578,9,《པེ་》《སྣར་》,mསོགས།,
,751,2579,1,《སྣར་》,ཚལ།,
,,2580,2,《སྣར་》,pདང་།,
,,2581,3,《པེ་》《སྣར་》,བ།,
,,2582,4,《པེ་》《སྣར་》,ཀྱི།,
,,2583,5,《པེ་》《སྣར་》,འཐོབ།,
,,2584,6,《པེ་》《སྣར་》,ཏེ།,
,,2585,7,《སྣར་》,ཞེས།,
,752,2586,1,《པེ་》《སྣར་》,བགྲངས་པ།,
,,2587,2,《པེ་》《སྣར་》,ཀྱིས།,
,,2588,3,《པེ་》《སྣར་》,འཚོ་ཞིང་།,
,,2589,4,《པེ་》《སྣར་》,སྤྱོད།,
,,2590,5,《པེ་》《སྣར་》,mདང་།,
,,2591,6,《པེ་》,གཙང་བས།,《སྣར་》,གཅོད་པས།
,,2592,7,《པེ་》《སྣར་》,ན།,
,,2593,8,《པེ་》《སྣར་》,mནི།,
,,2594,9,《སྣར་》,བསྐོལ།,
,,2595,10,《པེ་》,པ་བསྟན་ཏོ།,《སྣར་》,པ་བསྟན་ཏེ།
,,2596,11,《པེ་》《སྣར་》,པོ།,
,753,2597,1,《པེ་》,བས་སྟོན་ཏོ།,《སྣར་》,བས་སྟོན་ཏེ།
,,2598,2,《པེ་》《སྣར་》,pཀྱི།,
,,2599,3,《པེ་》《སྣར་》,པའི་དོན།,
,,2600,4,《པེ་》《སྣར་》,ཀྱི།,
,,2601,5,《པེ་》,གཟེང་བསྟོད།,《སྣར་》,གཟེང་སྟོད།
,,2602,6,《སྣར་》,གཞུགས།,
,,2603,7,《པེ་》《སྣར་》,mབརྒྱ།,
,,2604,8,《པེ་》《སྣར་》,བཅུ་དྲུག,
,,2605,9,《པེ་》《སྣར་》,སྟོན།,
,,2606,10,《པེ་》,སྤུང་།,
,754,2607,1,《པེ་》《སྣར་》,pནི།,
,,2608,2,《པེ་》《སྣར་》,pདེ་དང་།,
,,2609,3,《པེ་》《སྣར་》,ཤེས།,
,,2610,4,《པེ་》《སྣར་》,སྟེ།,
,,2611,5,《པེ་》《སྣར་》,mང་།,
,,2612,6,《པེ་》《སྣར་》,ལ།,
,,2613,7,《པེ་》,འགྲུབ།,
,,2614,8,《པེ་》《སྣར་》,mནི།,
,,2615,9,《པེ་》《སྣར་》,གྱི།,
,,2616,10,《པེ་》《སྣར་》,བསྒྲུབ་པ་མ།,
,,2617,11,《པེ་》,དཔའི།,
,,2618,12,《སྣར་》,གཞེས།,
,,2619,13,《པེ་》《སྣར་》,འགྲུབ།,
,755,2620,1,《པེ་》《སྣར་》,བསྐྱབས།,
,,2621,2,《པེ་》《སྣར་》,mཔའི་ཞེས།,
,,2622,3,《སྣར་》,རིགས།,
,,2623,4,《པེ་》《སྣར་》,mབ།,
,,2624,5,《པེ་》《སྣར་》,འགྲུབ།,
,,2625,6,《པེ་》《སྣར་》,ཀྱིས།,
,,2626,7,《པེ་》《སྣར་》,། །,
,,2627,8,《པེ་》《སྣར་》,རི།,
,,2628,9,《པེ་》《སྣར་》,།། །།,
,,2629,10,《པེ་》《སྣར་》,mསྟེ་ཐ་མ།,
,,2630,11,《པེ་》《སྣར་》,mནི།,
,,2631,12,《པེ་》《སྣར་》,འདས་པའི།,
,756,2632,1,《པེ་》《སྣར་》,ཅི་སྨོས་ཞེས།,
,,2633,2,《པེ་》《སྣར་》,འདི།,
,,2634,3,《པེ་》《སྣར་》,བཟློག,
,,2635,4,《པེ་》《སྣར་》,mདུ།,
,,2636,5,《པེ་》,པོར།,《སྣར་》,པུར།
,,2637,6,《པེ་》《སྣར་》,འདས་པ།,
,,2638,7,《པེ་》《སྣར་》,འདི་དྲན་པའི།,
,,2639,8,《པེ་》《སྣར་》,mསྟོན།,
,,2640,9,《པེ་》《སྣར་》,བཟློག,
,,2641,10,《པེ་》《སྣར་》,བཟློག,
,,2642,11,《པེ་》,མཛད།,
,,2643,12,《པེ་》《སྣར་》,སྟེ།,
,,2644,13,《པེ་》,mནི།,
,757,2645,1,《པེ་》《སྣར་》,ལ།,
,,2646,2,《པེ་》《སྣར་》,འདོན།,
,,2647,3,《པེ་》《སྣར་》,ནས།,
,,2648,4,《སྣར་》,པ།,
,,2649,5,《པེ་》《སྣར་》,སྡུས།,
,,2650,6,《པེ་》《སྣར་》,བསམ།,
,758,2651,1,《པེ་》,pབ།,
,,2652,2,《པེ་》《སྣར་》,mདུ།,
,,2653,3,《སྣར་》,འགོད།,
,,2654,4,《པེ་》《སྣར་》,མ།,
,,2655,5,《པེ་》《སྣར་》,mཔ།,
,,2656,6,《པེ་》《སྣར་》,mཏེ་བསྟི་བའི་གནས།,
,,2657,7,《པེ་》《སྣར་》,པའི།,
,,2658,8,《པེ་》《སྣར་》,དང་།,
,,2659,9,《པེ་》《སྣར་》,བརྒལ།,
,,2660,10,《སྣར་》,དཔའ།,
,759,2661,1,《པེ་》《སྣར་》,གིས།,
,,2662,2,《པེ་》《སྣར་》,པ།,
,,2663,3,《པེ་》《སྣར་》,བལྟོས་ཤིང་།,
,,2664,4,《པེ་》《སྣར་》,པ།,
,,2665,5,《པེ་》《སྣར་》,དག,
,,2666,6,《པེ་》《སྣར་》,དཔའོ།,
,,2667,7,《པེ་》《སྣར་》,བསབ།,
,760,2668,1,《པེ་》《སྣར་》,རྣམས་འདིས།,
,,2669,2,《པེ་》《སྣར་》,pདག,
,,2670,3,《པེ་》《སྣར་》,འཇིག་པར་གྱུར།,
,,2671,4,《པེ་》《སྣར་》,mཡི།,
,,2672,5,《པེ་》《སྣར་》,mཔ།,
,,2673,6,《སྣར་》,ལས།,
,,2674,7,《སྣར་》,ཟན།,
,,2675,8,《པེ་》《སྣར་》,ན།,
,,2676,9,《པེ་》《སྣར་》,རྟོག,
,,2677,10,《པེ་》《སྣར་》,ལྡོག,
,,2678,11,《སྣར་》,དང་།,
,,2679,12,《པེ་》,ཚལ་གྱི།,
,761,2680,1,《པེ་》《སྣར་》,བ།,
,,2681,2,《པེ་》《སྣར་》,གཞེན།,
,,2682,3,《པེ་》《སྣར་》,བསོས་པའི།,
,,2683,4,《པེ་》《སྣར་》,སྐྱེད།,
,,2684,5,《པེ་》《སྣར་》,པོ།,
,,2685,6,《སྣར་》,ད།,
,,2686,7,《པེ་》《སྣར་》,འོར།,
,,2687,8,《པེ་》,བཏགས།,
,762,2688,1,《སྣར་》,སྟོན།,
,,2689,2,《ཅོ་》,བསྟན།,
,,2690,3,《སྣར་》,ལྟག,
,,2691,4,《པེ་》《སྣར་》,བསྡུ་བའི།,
,,2692,5,《སྣར་》,པོས།,
,,2693,6,《སྣར་》,སྟན།,
,,2694,7,《སྣར་》,ལས་ཉམ།,
,,2695,8,《པེ་》《སྣར་》,ཆེའི།,
,,2696,9,《པེ་》《སྣར་》,pཕྱིར།,
,,2697,10,《པེ་》《སྣར་》,དྲིས་པ།,
,,2698,11,《པེ་》《སྣར་》,mསྟོང་།,
,,2699,12,《སྣར་》,ཏིའི།,
,,2700,13,《སྣར་》,mདུ།,
,,2701,14,《པེ་》《སྣར་》,པོ།,
,,2702,15,《པེ་》,དཀའ།,
,763,2703,1,《པེ་》《སྣར་》,འབུལ།,
,,2704,2,《པེ་》《སྣར་》,རྣམས།,
,,2705,3,《པེ་》《སྣར་》,གཟེང་།,
,,2706,4,《པེ་》《སྣར་》,pཞེས།,
,,2707,5,《པེ་》《ཅོ་》,དུ།,
,,2708,6,《པེ་》《སྣར་》,mཅན།,
,,2709,7,《པེ་》,སྟོན་ཏོ།,《སྣར་》,སྟོན་ཏེ།
,,2710,8,《པེ་》《སྣར་》,mཔ།,
,,2711,9,《པེ་》《སྣར་》,དེ།,
,,2712,10,《པེ་》《སྣར་》,སྟོན།,
,,2713,11,《པེ་》《སྣར་》,གྱིས།,
,,2714,12,《པེ་》《སྣར་》,pཏེ།,
,764,2715,1,《པེ་》《སྣར་》,སྐྱེད།,
,,2716,2,《སྣར་》,པར་ཚུངས་པ།,
,,2717,3,《སྣར་》,གཏགས།,
,,2718,4,《པེ་》《སྣར་》,ཀྱི།,
,,2719,5,《པེ་》《སྣར་》,ཀྱིས།,
,,2720,6,《པེ་》《སྣར་》,རྒྱན།,
,,2721,7,《སྣར་》,པའི།,
,,2722,8,《པེ་》《སྣར་》,pཔོ།,
,,2723,9,《པེ་》,ཏོ།,
,,2724,10,《པེ་》《སྣར་》,mགཅིག,
,765,2725,1,《པེ་》《སྣར་》,སྡུས།,
,,2726,2,《པེ་》《སྣར་》,གོའི།,
,,2727,3,《པེ་》,བརྫུས།,《སྣར་》,བརྫུན།
,,2728,4,《པེ་》《སྣར་》,mནི།,
,,2729,5,《པེ་》《སྣར་》,གཟུང་།,
,,2730,6,《པེ་》《སྣར་》,pདག,
,,2731,7,《པེ་》《སྣར་》,mལ།,
,,2732,8,《པེ་》《སྣར་》,སོ།,
,,2733,9,《པེ་》,ནི་འདི།,《སྣར་》,འདི།
,,2734,10,《པེ་》《སྣར་》,pགསུམ།,
,,2735,11,《པེ་》《སྣར་》,pདུ།,
,766,2736,1,《པེ་》《སྣར་》,དོན།,
,,2737,2,《པེ་》《སྣར་》,མངོན།,
,,2738,3,《པེ་》《སྣར་》,mབ།,
,,2739,4,《པེ་》《སྣར་》,pཔ་བསྟན།,
,,2740,5,《པེ་》《སྣར་》,ལྟ་བ།,
,,2741,6,《པེ་》,སྐྱོ་ཡང་དག་དགའ་བར།,《སྣར་》,སྒྱོ་ཡང་དག་དགའ་བར།
,,2742,7,《སྣར་》,pཔ།,
,767,2743,1,《པེ་》《སྣར་》,བསྟན།,
,,2744,2,《སྣར་》,མིག,
,,2745,3,《པེ་》,འབྱུང་།,
,,2746,4,《པེ་》《སྣར་》,འགྲོལ།,
,,2747,5,《པེ་》,པ།,
,,2748,6,《པེ་》《སྣར་》,mཔ།,
,,2749,7,《པེ་》《སྣར་》,ས་པའི།,
,,2750,8,《པེ་》《སྣར་》,ཀྱི།,
,,2751,9,《པེ་》《སྣར་》,pནི།,
,,2752,10,《པེ་》《སྣར་》,pལུང་།,
,,2753,11,《པེ་》,དང་།,
,768,2754,1,《སྣར་》,པར་ཆོག,
,,2755,2,《པེ་》《སྣར་》,pལུང་།,
,,2756,3,《པེ་》《སྣར་》,པོའི།,
,,2757,4,《པེ་》《སྣར་》,པོ།,
,,2758,5,《པེ་》《སྣར་》,འོས།,
,,2759,6,《པེ་》《སྣར་》,དང་།,
,,2760,7,《པེ་》《སྣར་》,བསྒོའོ།,
,,2761,8,《པེ་》《སྣར་》,གི།,
,,2762,9,《པེ་》《སྣར་》,འདིས།,
,,2763,10,《པེ་》,ཕུལ།,
,,2764,11,《པེ་》《སྣར་》,pནི།,
,,2765,12,《པེ་》《སྣར་》,དེ།,
,769,2766,1,《པེ་》《སྣར་》,རྟེན།,
,,2767,2,《པེ་》《སྣར་》,འཕུར།,
,,2768,3,《པེ་》《སྣར་》,དེས།,
,,2769,4,《པེ་》《སྣར་》,དགའ་བའོ།,
,,2770,5,《པེ་》,སྡུ་བ།,
,,2771,6,《པེ་》,ཀྱཻ།,
,770,2772,1,《པེ་》《སྣར་》,pཅག,
,,2773,2,《པེ་》,ཅེས་པ་ནི།,《སྣར་》,ཅེས་པའི།
,,2774,3,《པེ་》《སྣར་》,དགའ།,
,,2775,4,《པེ་》《སྣར་》,pམ།,
,,2776,5,《པེ་》《སྣར་》,ཅག་ཅེས།,
,,2777,6,《པེ་》《སྣར་》,pལ།,
,,2778,7,《པེ་》《སྣར་》,mན།,
,,2779,8,《པེ་》《སྣར་》,ཅེས།,
,,2780,9,《པེ་》《སྣར་》,pཔ།,
,,2781,10,《པེ་》《སྣར་》,pཡང་།,
,,2782,11,《པེ་》《སྣར་》,pའདས།,
,,2783,12,《སྣར་》,pལས།,
,771,2784,1,《པེ་》《སྣར་》,།།,
,,2785,2,《པེ་》,དེ།། །།,《སྣར་》,དོ།། །།
,,2786,3,《པེ་》《སྣར་》,པའི།,
,,2787,4,《སྣར་》,འགའ།,
,,2788,5,《པེ་》《སྣར་》,pནས།,
,,2789,6,《པེ་》《སྣར་》,བསྐང་།,
,,2790,7,《པེ་》《སྣར་》,གི།,
,,2791,8,《སྣར་》,ཀྱི།,
,,2792,9,《པེ་》《སྣར་》,གིས།,
,,2793,10,《པེ་》,རིག་པ།,《སྣར་》,རིགས།
,,2794,11,《པེ་》《སྣར་》,ཀྱི།,
,772,2795,1,《པེ་》《སྣར་》,ཅེས།,
,,2796,2,《པེ་》《སྣར་》,པ།,
,,2797,3,《པེ་》,ཀྱི།,
,,2798,4,《པེ་》《སྣར་》,mཔའི།,
,,2799,5,《པེ་》《སྣར་》,pནི།,
,,2800,6,《སྣར་》,ནས།,
,,2801,7,《པེ་》,རྒྱུ་ཡང་བསྐྱེད།,《སྣར་》,རྒྱུར་བ་བསྐྱེད།
,,2802,8,《པེ་》《སྣར་》,pནི།,
,,2803,9,《པེ་》《སྣར་》,pསྔར།,
,,2804,10,《པེ་》《སྣར་》,གྱིས།,
,,2805,11,《པེ་》,བསྡས་ཏེ།,《སྣར་》,བསྡུས་དེ།
,,2806,12,《པེ་》《སྣར་》,ལས།,
,,2807,13,《པེ་》《སྣར་》,གི།,
,773,2808,1,《པེ་》,ཀྱི།,
,,2809,2,《པེ་》《སྣར་》,ནས།,
,,2810,3,《པེ་》《སྣར་》,ན།,
,,2811,4,《པེ་》《སྣར་》,pངོ་།,
,,2812,5,《པེ་》《སྣར་》,སྟེ།,
,,2813,6,《པེ་》《སྣར་》,པ།,
,,2814,7,《པེ་》《སྣར་》,pབར་དུ།,
,774,2815,1,《པེ་》《སྣར་》,pཔ།,
,,2816,2,《སྣར་》,སྟོན།,
,,2817,3,《པེ་》《སྣར་》,དགུ།,
,,2818,4,《པེ་》《སྣར་》,mའདི།,
,,2819,5,《པེ་》《སྣར་》,བར།,
,,2820,6,《པེ་》《སྣར་》,པའི།,
,,2821,7,《པེ་》《སྣར་》,ཏོ།,
,,2822,8,《སྣར་》,རྣམས།,
,,2823,9,《པེ་》《སྣར་》,སྡེ་འདིའི།,
,,2824,10,《པེ་》《སྣར་》,ཐོས།,
,775,2825,1,《པེ་》《སྣར་》,སྟོན།,
,,2826,2,《པེ་》《སྣར་》,ན།,
,,2827,3,《པེ་》,ལེའུ།,
,,2828,4,《པེ་》《སྣར་》,ཞེ།,
,,2829,5,《པེ་》,ལས་དྲས།,《སྣར་》,ལས་དྲེས།
,,2830,6,《པེ་》《སྣར་》,བསྟན།,
,,2831,7,《པེ་》《སྣར་》,ལ།,
,,2832,8,《པེ་》,དཀར།,
,,2833,9,《པེ་》《སྣར་》,ལས།,
,,2834,10,《སྣར་》,ཚིགས།,
,,2835,11,《པེ་》《སྣར་》,འགྱུར།,
,776,2836,1,《པེ་》《སྣར་》,སྔོན།,
,,2837,2,《པེ་》《སྣར་》,pཔ།,
,,2838,3,《པེ་》《སྣར་》,ཅེས།,
,,2839,4,《པེ་》,ལས་འདིར།,《སྣར་》,ལས་འདིར་ཆོས།
,,2840,5,《པེ་》《སྣར་》,ཏེ།,
,,2841,6,《པེ་》,ལན།,
,,2842,7,《པེ་》《སྣར་》,mསྔར།,
,,2843,8,《པེ་》《སྣར་》,དེ་ཐུགས་རྗེ།,
,777,2844,1,《ཅོ་》,ཡང་དག,
,,2845,2,《པེ་》《སྣར་》,བར།,
,,2846,3,《པེ་》《སྣར་》,སྨོས།,
,,2847,4,《པེ་》《སྣར་》,གྱི་སྐྲ།,《ཅོ་》,གྱིས་སྒྲ།
,,2848,5,《སྣར་》,དེང་།,
,,2849,6,《པེ་》《སྣར་》,འཕྲིན།,
,,2850,7,《པེ་》《སྣར་》,pཔ།,
,778,2851,1,《པེ་》《སྣར་》,ཏམ།,
,,2852,2,《པེ་》《སྣར་》,བསྟན།,
,,2853,3,《པེ་》《སྣར་》,གྱིས།,
,,2854,4,《པེ་》《སྣར་》,pཀྱི།,
,,2855,5,《པེ་》《སྣར་》,mབ།,
,,2856,6,《པེ་》《སྣར་》,པོ།,
,,2857,7,《སྣར་》,གྱིས།,
,,2858,8,《པེ་》《སྣར་》,ཀྱི།,
,779,2859,1,《པེ་》《སྣར་》,བསྡུས་པ།,
,,2860,2,《པེ་》《སྣར་》,བསྟན།,
,,2861,3,《པེ་》《སྣར་》,mདུ།,
,,2862,4,《པེ་》《སྣར་》,pདེ།,
,,2863,5,《པེ་》《སྣར་》,ཐོབ།,
,,2864,6,《པེ་》《སྣར་》,ན།,
,,2865,7,《པེ་》,གྱི།,
,,2866,8,《པེ་》《སྣར་》,གི།,
,780,2867,1,《པེ་》《སྣར་》,འཐོབ།,
,,2868,2,《པེ་》《སྣར་》,དོན།,
,,2869,3,《པེ་》《སྣར་》,བྱུང་།,
,,2870,4,《པེ་》《སྣར་》,ཚིགས་བཅད།,
,,2871,5,《པེ་》《སྣར་》,དེ།,
,,2872,6,《པེ་》《སྣར་》,ལས།,
,,2873,7,《པེ་》《སྣར་》《ཅོ་》,ཆོས།,
,,2874,8,《པེ་》《སྣར་》,ཅེས།,
,,2875,9,《པེ་》《སྣར་》,pགི།,
,,2876,10,《པེ་》《སྣར་》,ཏེ།,
,,2877,11,《པེ་》《སྣར་》,pནི།,
,,2878,12,《པེ་》《སྣར་》,ལའང་།,
,781,2879,1,《པེ་》《སྣར་》,mཅན།,
,,2880,2,《པེ་》《སྣར་》,ཀྱི།,
,,2881,3,《པེ་》《སྣར་》,ལ་བརྩོན།,《ཅོ་》,བཙུན།
,,2882,4,《པེ་》《སྣར་》,པ།,
,,2883,5,《པེ་》《སྣར་》,པོར།,
,,2884,6,《པེ་》,pབ།,
,782,2885,1,《པེ་》,pཔ།,
,,2886,2,《པེ་》《སྣར་》,ཐོས་པ།,
,,2887,3,《པེ་》《སྣར་》,བསྒོམས།,
,,2888,4,《སྣར་》,སྐྱིའོ།,
,783,2889,1,《པེ་》《སྣར་》,mཔ།,
