མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,
,,94,4,《པེ་》《སྣར་》,རྟེན།,,
,541,95,1,《སྣར་》,པ།,,
,,96,2,《པེ་》《སྣར་》,དེས།,,
,,97,3,《པེ་》《སྣར་》,༼དེ།,,
,,98,4,《སྣར་》,ལོགས།,,
,,99,5,《པེ་》《སྣར་》,དེ།,,
,,100,6,《པེ་》《སྣར་》,བསྐྱེད།,,
,,101,7,《པེ་》《སྣར་》,དེ།,,
,542,102,1,《པེ་》《སྣར་》,བསྐྱེད།,,
,,103,2,《སྣར་》,གསལ།,,
,,104,3,《པེ་》《སྣར་》,བསྐྱེད།,,
,,105,4,《པེ་》《སྣར་》,དུ།,,
,,106,5,《པེ་》《སྣར་》,འཇུག,,
,,107,6,《པེ་》《སྣར་》,༼བ།,,
,543,108,1,《པེ་》《སྣར་》,༼པ།,,
,,109,2,《པེ་》《སྣར་》,གིས།,,
,,110,3,《པེ་》《སྣར་》,དེས།,,
,,111,4,《པེ་》《སྣར་》,བསྐྱེད།,,
,,112,5,《པེ་》《སྣར་》,༼པ།,,
,,113,6,《པེ་》《སྣར་》,བསྐྱེད་པའི།,,
,,114,7,《པེ་》《སྣར་》,དཔའི།,,
,,115,8,《པེ་》《སྣར་》,དཔའ།,,
,,116,9,《པེ་》《སྣར་》,དེ།,,
,,117,10,《པེ་》《སྣར་》,བརྟུལ།,,
,544,118,1,《པེ་》《སྣར་》,༼དུ།,,
,,119,2,《པེ་》《སྣར་》,བསམ།,,
,,120,3,《པེ་》《སྣར་》,ལས།,,
,,121,4,《སྣར་》,བདུན།,,
,,122,5,《པེ་》《སྣར་》,༽པར་བྱེད།,,
,,123,6,《པེ་》《སྣར་》,བྱེད་པའམ།,,
,545,124,1,《པེ་》《སྣར་》,༽ཐ་མར།,,
,,125,2,《པེ་》《སྣར་》,འགྱུར།,,
,,126,3,《པེ་》《སྣར་》,མངོན།,,
,,127,4,《པེ་》《སྣར་》,༽པས།,,
,,128,5,《པེ་》《སྣར་》,དཔའི།,,
,,129,6,《པེ་》《སྣར་》,རང་།,,
,,130,7,《པེ་》《སྣར་》,རང་།,,
,546,131,1,《པེ་》《སྣར་》,༽བྱང་ཆུབ་སེམས་དཔའ།,,
,,132,2,《སྣར་》,པོའི།,,
,,133,3,《པེ་》《སྣར་》,༼ངེས་པར།,,
,547,134,1,《པེ་》《སྣར་》,པ།,,
,,135,2,《པེ་》《སྣར་》,འགྱུར་བ་མ།,,
,,136,3,《པེ་》《སྣར་》,པར།,,
,,137,4,《པེ་》《སྣར་》,བར།,,
,,138,5,《པེ་》《སྣར་》,འཕོངས།,,
,,139,6,《པེ་》《སྣར་》,༼བསམ་པའི།,,
,,140,7,《སྣར་》,པའི།,,
,,141,8,《སྣར་》,ཅིག,,
,,142,9,《པེ་》《སྣར་》,ཀྱིས།,,
,,143,10,《པེ་》《སྣར་》,༼ཡང་།,,
,548,144,1,《པེ་》《སྣར་》,༼པ།,,
,,145,2,《པེ་》《སྣར་》,སྦྱར་བར་རོ།,,
,,146,3,《སྣར་》,བསྐྱེས།,,
,,147,4,《པེ་》《སྣར་》,བའི།,,
,,148,5,《སྣར་》,བའི།,,
,,149,6,《པེ་》《སྣར་》,ཀྱི།,,
,,150,7,《པེ་》《སྣར་》,བའི།,,
,,151,8,《པེ་》《སྣར་》,དཔའི།,,
,549,152,1,《པེ་》《སྣར་》,སོ། །ཚེ་མ་རྗེས།,,
,,153,2,《པེ་》《སྣར་》,ནད།,,
,,154,3,《པེ་》《སྣར་》,གྱི།,,
,,155,4,《པེ་》《སྣར་》,བརྩོལ།,,
,,156,5,《པེ་》《སྣར་》,༼ནི།,,
,,157,6,《པེ་》《སྣར་》,༼ལྟ།,,
,,158,7,《པེ་》《སྣར་》,༽གཞན་གནོད་པ་བྱེད་དམ།,,
,550,159,1,《པེ་》《སྣར་》,ཕྲ།,,
,,160,2,《པེ་》《སྣར་》,༼གང་ན་གནས།,,
,,161,3,《པེ་》《སྣར་》,༽མི་དང་།,,
,,162,4,《པེ་》《སྣར་》,ཆེས།,,
,,163,5,《པེ་》《སྣར་》,༼མྱོང་བ།,,
,,164,6,《པེ་》《སྣར་》,༼ཡང་།,,
,551,165,1,《པེ་》《སྣར་》,གིས།,,
,,166,2,《པེ་》《སྣར་》,འབབ།,,
,,167,3,《པེ་》《སྣར་》,༼བྱང་ཆུབ་སེམས་དཔའི།,,
,552,168,1,《སྣར་》,བསྐུར།,,
,,169,2,《པེ་》《སྣར་》,བ་བསྙེན་བསྐུར།,,
,,170,3,《སྣར་》,གིས།,,
,,171,4,《སྣར་》,གིས།,,
,,172,5,《པེ་》《སྣར་》,བསྒྲུབ།,,
,,173,6,《པེ་》《སྣར་》,བྱ་བའི།,,
,,174,7,《པེ་》《སྣར་》,དཔས།,,
,,175,8,《སྣར་》,དུ།,,
,553,176,1,《པེ་》《སྣར་》,པ།,,
,,177,2,《པེ་》《སྣར་》,ཀྱིས།,,
,,178,3,《པེ་》《སྣར་》,༼བསམ་གཏན།,,
,,179,4,《པེ་》《སྣར་》,༼པ།,,
,,180,5,《པེ་》《སྣར་》,བསྟེན།,,
,,181,6,《པེ་》《སྣར་》,༼པ།,,
,,182,7,《པེ་》《སྣར་》,༼གྱི།,,
,,183,8,《པེ་》《སྣར་》,༼ལ།,,
,,184,9,《པེ་》《སྣར་》,༽ལ།,,
,554,185,1,《སྣར་》,དཔའ།,,
,,186,2,《པེ་》《སྣར་》,༼རྣམ་པ།,,
,,187,3,《སྣར་》,འདོག,,
,,188,4,《པེ》《སྣར་》,བའི།,,
,,189,5,《པེ་》《སྣར་》,༼དག,,
,,190,6,《སྣར་》,༽བ།,,
,,191,7,《པེ་》《སྣར་》,༼དག,,
,555,192,1,《པེ་》《སྣར་》,༼ལ་ཡང་།,,
,,193,2,《པེ་》《སྣར་》,ཅེས།,,
,,194,3,《པེ་》《སྣར་》,ཕྱིའམ།,,
,,195,4,《པེ་》《སྣར་》,བྱུང་།,,
,556,196,1,《སྣར་》,སྡུས།,,
,,197,2,《སྣར་》,༽སུ།,,
,557,198,1,《པེ་》,བསལ།,《སྣར་》,
,,199,2,《པེ་》《སྣར་》,༼མེད།,,
,,200,3,《པེ་》《སྣར་》,༼ལ་ཡང་།,,
,,201,4,《པེ་》《སྣར་》,༼ལ།,,
,,202,5,《པེ་》《སྣར་》,༼པ།,,
,558,203,1,《པེ་》《སྣར་》,ཀྱི།,,
,,204,2,《སྣར་》,གསལ།,,
,,205,3,《པེ་》《སྣར་》,༼དང་།,,
,,206,4,《པེ་》《སྣར་》,སྒྲུབ།,,
,,207,5,《པེ་》《སྣར་》,པ།,,
,559,208,1,《པེ་》《སྣར་》,གྱིས།,,
,,209,2,《པེ་》《སྣར་》,མི།,,
,,210,3,《པེ་》《སྣར་》,བསྡུས།,,
,560,211,1,《པེ་》《སྣར་》,པར།,,
,,212,2,《པེ་》《སྣར་》,པ།,,
,,213,3,《སྣར་》,༼སུམ།,,
,,214,4,《པེ་》《སྣར་》,སེམས་དཔའི།,,
,,215,5,《པེ་》《སྣར་》,ཞིང་།,,
,,216,6,《སྣར་》,ཆེ་བ།,,
,,217,7,《པེ་》《སྣར་》,༽མི།,,
,,218,8,《པེ་》《སྣར་》,༽དང་།,,
,,219,9,《པེ་》《སྣར་》,བཏམས།,,
,,220,10,《པེ་》《སྣར་》,དོར།,,
,,221,11,《པེ་》《སྣར་》,༼བ།,,
,,222,12,《སྣར་》,རབ།,,
,,223,13,《པེ་》《སྣར་》,བཤེས་གཉེན།,,
,,224,14,《སྣར་》,ཀྱིས།,,
,,225,15,《པེ་》《སྣར་》,སྟི།,,
,561,226,1,《པེ་》《སྣར་》,བཀྱལ།,,
,,227,2,《པེ་》《སྣར་》,༼ལ།,,
,,228,3,《པེ་》《སྣར་》,པར།,,
,,229,4,《པེ་》《སྣར་》,ཀྱིས།,,
,,230,5,《པེ་》《སྣར་》,ལ།,,
,,231,6,《པེ་》《སྣར་》,༼ནོ།,,
,562,232,1,《པེ་》《སྣར་》,ཐུབ།,,
,,233,2,《པེ་》《སྣར་》,རྟེས་པར།,,
,,234,3,《པེ་》《སྣར་》,རྟས།,,
,,235,4,《པེ་》《སྣར་》,༼དག,,
,,236,5,《སྣར་》,བསམས།,,
,,237,6,《པེ་》《སྣར་》,དག,,
,,238,7,《པེ་》《སྣར་》,སྤྱོད།,,
,,239,8,《པེ་》《སྣར་》,པར།,,
,,240,9,《པེ་》《སྣར་》,ཏུ།,,
,563,241,1,《པེ་》《སྣར་》,༼དུ།,,
,,242,2,《པེ་》《སྣར་》,དཔའ།,,
,,243,3,《པེ་》《སྣར་》,དཔའ།,,
,564,244,1,《པེ་》《སྣར་》,པའི།,,
,,245,2,《པེ་》《སྣར་》,ན།,,
,,246,3,《པེ་》《སྣར་》,རྩོལ།,,
,,247,4,《པེ་》《སྣར་》,ལ།,,
,,248,5,《པེ་》《སྣར་》,༼ལ།,,
,,249,6,《པེ་》《སྣར་》,རྩོན།,,
,,250,7,《སྣར་》,མར།,,
,565,251,1,《པེ་》《སྣར་》,ཐུན་ཞིང་།,,
,,252,2,《པེ་》《སྣར་》,བར།,,
,,253,3,《པེ་》《སྣར་》,ལྟར།,,
,,254,4,《སྣར་》,༼དོན།,,
,,255,5,《སྣར་》,༼དེས།,,
,,256,6,《སྣར་》,སྨོན།,,
,,257,7,《སྣར་》,༽རྣམ་པ།,,
,566,258,1,《པེ་》《སྣར་》,བ།,,
,,259,2,《པེ་》《སྣར་》,བྱིན།,,
,,260,3,《པེ་》《སྣར་》,༽པ།,,
,,261,4,《པེ་》《སྣར་》,ལ།,《ཅོ་》,བ།
,,262,5,《པེ་》《སྣར་》,༼ལམ་དུ།,,
,,263,6,《སྣར་》,བརྟེན།,,
,567,264,1,《པེ་》《སྣར་》,པོ།,,
,,265,2,《པེ་》《སྣར་》,༼དུ།,,
,,266,3,《སྣར་》,རྟོགས།,,
,,267,4,《པེ་》《སྣར་》,བྱིན་པའམ།,,
,,268,5,《པེ་》《སྣར་》,སྒོམ།,,
,,269,6,《པེ་》《སྣར་》,༼པོ།,,
,568,270,1,《པེ་》《སྣར་》,ལ།,,
,,271,2,《པེ་》《སྣར་》,བཅོད།,,
,,272,3,《པེ་》《སྣར་》,ཅེས།,,
,,273,4,《པེ་》《སྣར་》,༼མ།,,
,,274,5,《པེ་》《སྣར་》,ན།,,
,569,275,1,《པེ་》《སྣར་》,གཉིས་གང་།,,
,,276,2,《སྣར་》,པ།,,
,,277,3,《པེ་》《སྣར་》,རིགས།,,
,,278,4,《པེ་》《སྣར་》,སྒྲུབ།,,
,570,279,1,《སྣར་》,བརྟུལ།,,
,,280,2,《པེ་》《སྣར་》,༼ལ།,,
,,281,3,《པེ་》《སྣར་》,༼ཚེ།,,
,,282,4,《པེ་》《སྣར་》,༼དེ།,,
,,283,5,《སྣར་》,༽པ།,,
,,284,6,《སྣར་》,རྟེན།,,
,,285,7,《པེ་》《སྣར་》,པའི་བདེ་བའི་ཆས།,,
,571,286,1,《སྣར་》,༽མེད་འོང་ན།,,
,,287,2,《པེ་》《སྣར་》,༼སློབ།,,
,,288,3,《སྣར་》,པར།,,
,572,289,1,《པེ་》《སྣར་》,༼རིགས་པས་གྲགས་པ་དང་།,,
,,290,2,《པེ་》《སྣར་》,ཀྱིས།,,
,573,291,1,《པེ་》《སྣར་》,༽དང་།,,
,,292,2,《པེ་》《སྣར་》,བའོ།,,
,,293,3,《པེ་》《སྣར་》,པ།,,
,,294,4,《པེ་》《སྣར་》,༼གང་ཡིན་པ།,,
,574,295,1,《པེ་》《སྣར་》,ཀྱིས།,,
,,296,2,《པེ་》《སྣར་》,༽ཤེས་པའི།,,
,,297,3,《པེ་》《སྣར་》,གིས།,,
,,298,4,《པེ་》《སྣར་》,མཐའ།,,
,575,299,1,《པེ་》《སྣར་》,༽བླ་དྭགས།,,
,576,300,1,《པེ་》《སྣར་》,པ།,,
,,301,2,《པེ་》《སྣར་》,གྱི།,,
,,302,3,《སྣར་》,དང་།,,
,,303,4,《སྣར་》,དཔའི།,,
,,304,5,《སྣར་》,སྐྱེས་པ།,,
,,305,6,《པེ་》《སྣར་》,༼རྣམས།,,
,,306,7,《པེ་》《སྣར་》,པར།,,
,,307,8,《པེ་》《སྣར་》,པར།,,
,,308,9,《པེ་》《སྣར་》,པས།,,
,,309,10,《པེ་》《སྣར་》,པའི།,,
,577,310,1,《སྣར་》,པའི།,,
,,311,2,《པེ་》《སྣར་》,ལ།,,
,,312,3,《སྣར་》,པར།,,
,,313,4,《པེ་》《སྣར་》,ལས།,,
,,314,5,《སྣར་》,འདས་པ།,,
,,315,6,《པེ་》《སྣར་》,ལས།,,
,578,316,1,《པེ་》《སྣར་》,པ།,,
,,317,2,《པེ་》《སྣར་》,མི་འགྱུར།,,
,,318,3,《པེ་》《སྣར་》,པ་བསྒོམ།,,
,,319,4,《པེ་》《སྣར་》,པ།,,
,,320,5,《པེ་》《སྣར་》,པར།,,
,,321,6,《པེ་》《སྣར་》,༼པར།,,
,579,322,1,《པེ་》《སྣར་》,ཀྱིས།,,
,,323,2,《པེ་》《སྣར་》,བཅོམ།,,
,580,324,1,《པེ་》《སྣར་》,ཏེ།  དམན་པའམ།,,
,,325,2,《པེ་》《སྣར་》,༽ཡང་།,,
,,326,3,《སྣར་》,སྡོག,,
,,327,4,《པེ་》《སྣར་》,ལས།,,
,,328,5,《པེ་》《སྣར་》,གསལ།,,
,,329,6,《པེ་》《སྣར་》,བསྒྲུབ།,,
,,330,7,《པེ་》《སྣར་》,༽ཅན།,,
,581,331,1,《པེ་》《སྣར་》,ཆོག,,
,,332,2,《པེ་》《སྣར་》,ཆོག,,
,,333,3,《པེ་》《སྣར་》,རྗེ་བའི།,,
,,334,4,《པེ་》《སྣར་》,བསལ།,,
,,335,5,《པེ་》《སྣར་》,པར།,,
,,336,6,《པེ་》《སྣར་》,ཁོན།,,
,,337,7,《པེ་》《སྣར་》,ཆོག,,
,582,338,1,《པེ་》《སྣར་》,༼ལ།,,
,,339,2,《པེ་》《སྣར་》,ཀྱི།,,
,,340,3,《པེ་》《སྣར་》,༼མ།,,
,,341,4,《པེ་》《སྣར་》,༽ནི།,,
,,342,5,《སྣར་》,གཅི་བུའི།,,
,583,343,1,《པེ་》《སྣར་》,ལས།,,
,,344,2,《པེ་》《སྣར་》,༽ནོ།།,,
,,345,3,《པེ་》《སྣར་》,༼དུ།,,
,,346,4,《པེ་》《སྣར་》,༽མ།,,
,,347,5,《པེ་》《སྣར་》,པོར།,,
,,348,6,《པེ་》《སྣར་》,པོ།,,
,,349,7,《པེ་》《སྣར་》,གི།,,
,,350,8,《སྣར་》,༼པ།,,
,585,351,1,《པེ་》《སྣར་》,༼ལ།,,
,,352,2,《པེ་》《སྣར་》,ལ།,,
,,353,3,《སྣར་》,བསྐྲོལ།,,
,,354,4,《སྣར་》,རིགས།,,
,,355,5,《པེ་》《སྣར་》,༼མེད་དེ།,,
,,356,6,《པེ་》《སྣར་》,གཉིས་ཀ།,,
,585,357,1,《སྣར་》,འདོག,,
,,358,2,《པེ་》《སྣར་》,རྟོགས་པ།,,
,,359,3,《པེ་》《སྣར་》,བརྟགས།,,
,,360,4,《པེ་》《སྣར་》,གཞི།,,
,,361,5,《པེ་》《སྣར་》,༼པ།,,
,,362,6,《སྣར་》,རྣམས།,,
,,363,7,《པེ་》《སྣར་》,པ།,,
,,364,8,《པེ་》《སྣར་》,འཕུང་།,,
,,365,9,《པེ་》《སྣར་》,འཕུང་།,,
,586,366,1,《པེ་》《སྣར་》,དུ།,,
,,367,2,《པེ་》《སྣར་》,བ་པོ།,,
,,368,3,《པེ་》《སྣར་》,པོར།,,
,,369,4,《པེ་》《སྣར་》,༽ཡང་།,,
,,370,5,《པེ་》《སྣར་》,སློང་།,,
,,371,6,《པེ་》《སྣར་》,༽དག,,
,,372,7,《པེ་》《སྣར་》,ལེགས།,,
,587,373,1,《པེ་》《སྣར་》,༼དེ་ལྟ།,,
,,374,2,《པེ་》《སྣར་》,གིས།,,
,,375,3,《པེ་》《སྣར་》,པ།,,
,,376,4,《པེ་》《སྣར་》,༽པ་ཙམ་ཡོད།,,
,,377,5,《པེ་》《སྣར་》,པར།,,
,,378,6,《སྣར་》,སྨོན།,,
,588,379,1,《པེ་》《སྣར་》,བརྟགས།,,
,,380,2,《པེ་》《སྣར་》,ཀྱི།,,
,,381,3,《པེ་》《སྣར་》,ནས།,,
,,382,4,《པེ་》《སྣར་》,ཅེས།,,
,,383,5,《པེ་》《སྣར་》,༼དེ།,,
,,384,6,《པེ་》《སྣར་》,བསྐུར།,,
,,385,7,《པེ་》《སྣར་》,༽ནི།,,
,,386,8,《པེ་》《སྣར་》,༽ལྟ།,,
,589,387,1,《པེ་》《སྣར་》,༼པ།,,
,,388,2,《སྣར་》,མིན།,,
,,389,3,《པེ་》《སྣར་》,༼རྣམ་ཤེས་དང་།,,
,,390,4,《པེ་》《སྣར་》,ཀྱི་རྗེས་སུ་བཏགས།,,
,,391,5,《པེ་》《སྣར་》,པ།,,
,590,392,1,《པེ་》《སྣར་》,༼དག,,
,,393,2,《པེ་》《སྣར་》,ཀྱི།,,
,,394,3,《པེ་》《སྣར་》,༼ཞེས།,,
,,395,4,《པེ་》《སྣར་》,ཅེས།,,
,,396,5,《པེ་》《སྣར་》,ལུས་ཀྱིས།,,
,,397,6,《པེ་》《སྣར་》,བརྙད།,,
,,398,7,《སྣར་》,ཚིགས།,,
,,399,8,《པེ་》《སྣར་》,གཞི་གསུམ་བསྐྱེད།,,
,591,400,1,《སྣར་》,རྟོགས།,,
,,401,2,《པེ་》《སྣར་》,གཞི།,,
,,402,3,《པེ་》《སྣར་》,བསྐྱེད།,,
,,403,4,《པེ་》《སྣར་》,པ།,,
,,404,5,《པེ་》《སྣར་》,པར།,,
,,405,6,《པེ་》《སྣར་》,བསྐྱེད།,,
,,406,7,《པེ་》《སྣར་》,བསྐྱེད།,,
,,407,8,《པེ་》《སྣར་》,བསྐྱེད།,,
,592,408,1,《པེ་》《སྣར་》,གཞི།,,
,,409,2,《པེ་》《སྣར་》,༼དངོས་པོ་འདི་གསུམ་སྐྱེད་པར་འཇུག་པ་ཡིན་ནོ།།,,
,,410,3,《པེ་》《སྣར་》,པར།,,
,,411,4,《པེ་》《སྣར་》,༼ཟག་པ་དང་།,,
,,412,5,《པེ་》《སྣར་》,༼དུ།,,
,593,413,1,《པེ་》《སྣར་》,པ།,,
,,414,2,《སྣར་》,ལོགས།,,
,594,415,1,《པེ་》《སྣར་》,བའོ།,,
,595,416,1,《སྣར་》,པར།,,
,,417,2,《སྣར་》,དཔའ།,,
,,418,3,《པེ་》《སྣར་》,༼དུ་མེད།,,
,596,419,1,《སྣར་》,པར།,,
,,420,2,《པེ་》《སྣར་》,༼དུ།,,
,,421,3,《པེ་》《སྣར་》,༼ཡིན་པ་ཡང་མ།,,
,,422,4,《སྣར་》,༼དེ།,,
,,423,5,《པེ་》《སྣར་》,༼དུ།,,
,,424,6,《པེ་》《སྣར་》,དེ།,,
,597,425,1,《པེ་》《སྣར་》,ལྟུང་།,,
,598,426,1,《པེ་》《སྣར་》,༼སེམས་ཞི་བའི།,,
,,427,2,《པེ་》《སྣར་》,ཀྱིས།,,
,,428,3,《པེ་》《སྣར་》,ཟློག,,
,,429,4,《པེ་》《སྣར་》,པའི།,,
,,430,5,《སྣར་》,༽རིག་པར།,,
,,431,6,《པེ་》《སྣར་》,པོའི།,,
,599,432,1,《པེ་》《སྣར་》,༼ལས།,,
,,433,2,《པེ་》《སྣར་》,བཟུང་།,,
,,434,3,《པེ་》《སྣར་》,གཅོད།,,
,600,435,1,《པེ་》《སྣར་》,སྙམ།,,
,,436,2,《སྣར་》,ཡང་།,,
,601,437,1,《པེ་》《སྣར་》,༼ཡང་།,,
,,438,2,《པེ་》《སྣར་》,བ།,,
,,439,3,《པེ་》《སྣར་》,ཁ།,,
,602,440,1,《པེ་》《སྣར་》,༽དེ།,,
,,441,2,《པེ་》《སྣར་》,ནི།,,
,,442,3,《པེ་》《སྣར་》,བརྗོད།,,
,603,443,1,《པེ་》《སྣར་》,༼ལྷ།,,
,,444,2,《པེ་》《སྣར་》,དཔྱད།,,
,,445,3,《པེ་》《སྣར་》,༼བ།,,
,,446,4,《པེ་》《སྣར་》,བྱུ།,,
,,447,5,《སྣར་》,འཚོ།,,
,,448,6,《པེ་》《སྣར་》,བྲག,,
,604,449,1,《པེ་》《སྣར་》,༽ལ།,,
,,450,2,《པེ་》《སྣར་》,བརྡལ།,,
,,451,3,《པེ་》《སྣར་》,༼སྨྲ་བར་བྱེད་པ་དང་།  དེ་དག་དོན་གང་།,,
,605,452,1,《པེ་》《སྣར་》,༽མི།,,
,,453,2,《པེ་》《སྣར་》,རིགས།,,
,,454,3,《པེ་》《སྣར་》,༼བ།,,
,,455,4,《པེ་》《སྣར་》,༽བ།,,
,,456,5,《སྣར་》,༽རོ། །,,
,,457,6,《པེ་》《སྣར་》,༼ནི།,,
,606,458,1,《པེ་》《སྣར་》,དེ།,,
,,459,2,《པེ་》《སྣར་》,ཀྱིས་གཏན།,,
,,460,3,《པེ་》《སྣར་》,ན།,,
,,461,4,《པེ་》《སྣར་》,བ་པའི།,,
,607,462,1,《པེ་》《སྣར་》,༼དང་།,,
,,463,2,《པེ་》《སྣར་》,༼རང་།,,
,,464,3,《པེ་》《སྣར་》,༼དག,,
,,465,4,《སྣར་》,འོངས་པར།,,
,,466,5,《པེ་》《སྣར་》,༼གྲངས་མེད།,,
,,467,6,《པེ་》《སྣར་》,གིས།,,
,,468,7,《པེ་》《སྣར་》,༼གྲངས་མེད།,,
,,469,8,《པེ་》《སྣར་》,༽དེ་མ་ཡིན།,,
