མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
,,835,9,《པེ་》《སྣར་》,བསོགས།,
,,836,10,《པེ་》《སྣར་》,ཀྱི།,
,,837,11,《པེ་》《སྣར་》,འཕག,
,,838,12,《པེ་》《སྣར་》,རྨ་ལྟ་བུ་བ། ,
,118,839,1,《པེ་》《སྣར་》,བསྡོམས།,
,,840,2,《པེ་》《སྣར་》,mདེས།,
,,841,3,《པེ་》《སྣར་》,འདབ་མ།,
,,842,4,《པེ་》《སྣར་》,གྱིས།,
,,843,5,《པེ་》《སྣར་》,པ་ལྟ་བུར།,
,,844,6,《པེ་》《སྣར་》,ནས།,
,,845,7,《པེ་》《སྣར་》,སླར།,
,,846,8,《པེ་》《སྣར་》,ཀྱི།,
,,847,9,《པེ་》《སྣར་》,mར་བ།,
,119,848,1,《སྣར་》,བསྒོས།,
,,849,2,《པེ་》《སྣར་》,ལྟ།,
,,850,3,《པེ་》《སྣར་》,པོ།,
,,851,4,《པེ་》《སྣར་》,པོས།,
,,852,5,《པེ་》《སྣར་》,གི།,
,,853,6,《པེ་》《སྣར་》,pན།,
,,854,7,《པེ་》《སྣར་》,ཡིན་ཞེ།,
,,855,8,《པེ་》《སྣར་》,mདང་ལྔ་པོ།,
,,856,9,《པེ་》《སྣར་》,mཏེ།,
,,857,10,《སྣར་》,པར།,
,120,858,1,《པེ་》《སྣར་》,ནས།,
,,859,2,《ཅོ་》,ཁྱི་ནི།,
,,860,3,《པེ་》《སྣར་》,སའི།,
,,861,4,《པེ་》《སྣར་》,ཀྱི།,
,,862,5,《པེ་》《སྣར་》,pཕྲོགས་པ།,
,,863,6,《པེ་》《སྣར་》,mཆོས་ཀྱི།,
,,864,7,《པེ་》《སྣར་》,བཅད།,
,121,865,1,《པེ་》《སྣར་》,pདེ།,
,,866,2,《པེ་》《སྣར་》,པའི།,
,,867,3,《པེ་》《སྣར་》,ཀྱི།,
,,868,4,《པེ་》《སྣར་》,འཐོབ།,
,,869,5,《ཅོ་》,མ།,
,,870,6,《པེ་》《སྣར་》,ནི།,
,,871,7,《པེ་》《སྣར་》,ཟེ།,
,,872,8,《པེ་》《སྣར་》,གི།,
,,873,9,《པེ་》《སྣར་》,གིས།,
,,874,10,《པེ་》《སྣར་》,ཀྱི།,
,122,875,1,《པེ་》《སྣར་》,ཀྱི།,
,,876,2,《པེ་》《སྣར་》,ཀྱི།,
,,877,3,《པེ་》《སྣར་》,ཀྱི།,
,,878,4,《པེ་》《སྣར་》,གསོས།,
,,879,5,《པེ་》《སྣར་》,བ།,
,,880,6,《པེ་》《སྣར་》,དང་ལྡན་ཞེ།,
,,881,7,《པེ་》《སྣར་》,ཀྱི།,
,,882,8,《པེ་》《སྣར་》,mདེ།,
,,883,9,《པེ་》《སྣར་》,བར།,
,,884,10,《པེ་》《སྣར་》,pམཛའ་བཤེས་དང་སྣག་གི་སྙེན་མཚམས་དག་གིས་ཀྱང་ཡོངས་སུ་གཏོང་བར་འགྱུར་བ་ཡིན།,
,,885,11,《པེ་》《སྣར་》,པ།,
,,886,12,《པེ་》《སྣར་》,pདེ།,
,123,887,1,《པེ་》《སྣར་》,mབུ་དང་།,
,,888,2,《པེ་》《སྣར་》,pབ།,
,,889,3,《པེ་》《སྣར་》,བསྒོ།,
,,890,4,《པེ་》《སྣར་》,ཀྱི།,
,,891,5,《པེ་》《སྣར་》,པའི།,
,,892,6,《པེ་》《སྣར་》,mལོངས།,
,124,893,1,《པེ་》《སྣར་》,གདུ་བར་བྱའོ། །,
,,894,2,《པེ་》《སྣར་》,སྙལ།,
,,895,3,《པེ་》《སྣར་》,སྙལ།,
,,896,4,《པེ་》《སྣར་》,ཀྱིས།,
,,897,5,《པེ་》《སྣར་》,ཀྱི།,
,,898,6,《པེ་》《སྣར་》,པ།,
,,899,7,《པེ་》《སྣར་》,བུའི།,
,,900,8,《སྣར་》,ཁྱལ།,
,,901,9,《པེ་》《སྣར་》,སྙི།,
,,902,10,《པེ་》《སྣར་》,ཡོན།,
,,903,11,《པེ་》《སྣར་》,པ།,
,125,904,1,《པེ་》《སྣར་》,བ།,
,,905,2,《པེ་》《སྣར་》,གི།,
,,906,3,《པེ་》《སྣར་》,དེས།,
,,907,4,《པེ་》《སྣར་》,བླང་།,
,,908,5,《སྣར་》,གཏད་པ།,
,,909,6,《པེ་》《སྣར་》,ཀྱི།,
,,910,7,《པེ་》《སྣར་》,མཐོ་འཚམས།,
,126,911,1,《པེ་》《སྣར་》,གྱི།,
,,912,2,《པེ་》《སྣར་》,གྱི།,
,,913,3,《པེ་》《སྣར་》,གི།,
,,914,4,《སྣར་》,འཐུན།,
,,915,5,《པེ་》《སྣར་》,ཀྱི།,
,,916,6,《པེ་》《སྣར་》,བོ།,
,,917,7,《པེ་》《སྣར་》,བཟློག,
,,918,8,《པེ་》《སྣར་》,ཀྱི།,
,127,919,1,《པེ་》《སྣར་》,ཀྱི།,
,,920,2,《པེ་》《སྣར་》,བོའི་བོར།,
,,921,3,《པེ་》《སྣར་》,དགྲ་བཅོམ།,
,,922,4,《པེ་》《སྣར་》,གྱི།,
,,923,5,《པེ་》《སྣར་》,ཀྱི།,
,,924,6,《པེ་》《སྣར་》,བཞག,
,128,925,1,《པེ་》《སྣར་》,ཀྱི།,
,,926,2,《སྣར་》,བཏོང་།,
,,927,3,《པེ་》《སྣར་》,འཕྲད།,
,,928,4,《པེ་》《སྣར་》,ཀྱི།,
,,929,5,《པེ་》《སྣར་》,པོས།,
,,930,6,《པེ་》《སྣར་》,ཀྱི།,
,129,931,1,《པེ་》《སྣར་》,mཆེན་པོ།,
,,932,2,《པེ་》《སྣར་》,གི།,
,,933,3,《པེ་》《སྣར་》,ཀྱི།,
,,934,4,《པེ་》《སྣར་》,པར།,
,,935,5,《པེ་》《སྣར་》,ལྟུང་།,
,130,936,1,《པེ་》《སྣར་》,ཀྱི།,
,,937,2,《པེ་》《སྣར་》,མི་སྦྱིན།,
,,938,3,《པེ་》《སྣར་》,mབར་བྱ།,
,,939,4,《པེ་》,ལྟ།,
,,940,5,《པེ་》《སྣར་》,ཀྱི།,
,,941,6,《པེ་》《སྣར་》,པོའི།,
,,942,7,《པེ་》《སྣར་》,གི།,
,,943,8,《པེ་》《སྣར་》,ལྷ།,
,,944,9,《པེ་》《སྣར་》,འཆིལ།,
,131,945,1,《པེ་》《སྣར་》,ལགས།,
,,946,2,《པེ་》《སྣར་》,པའི།,
,,947,3,《པེ་》《སྣར་》,mབ།,
,,948,4,《པེ་》《སྣར་》,དོ།།,
,132,949,1,《པེ་》《སྣར་》,ཤེས།,
,,950,2,《པེ་》《སྣར་》,བར།,
,,951,3,《པེ་》《སྣར་》,ལྟ།,
,,952,4,《པེ་》《སྣར་》,པས།,
,,953,5,《པེ་》《སྣར་》,བུ་ཞིག་ཏུ།,
,,954,6,《པེ་》《སྣར་》,mནོངས་པ་སོ་སོར་འཆགས་ལགས་སོ། །,
,,955,7,《པེ་》《སྣར་》,བཟུང་།,
,,956,8,《པེ་》《སྣར་》,པར།,
,133,957,1,《པེ་》《སྣར་》,དེ།,
,,958,2,《པེ་》《སྣར་》,ཀྱི།,
,,959,3,《པེ་》《སྣར་》,གི།,
,,960,4,《པེ་》《སྣར་》,ཀྱི།,
,,961,5,《པེ་》《སྣར་》,pཡང་།,
,,962,6,《པེ་》《སྣར་》,བསྐལ།,
,,963,7,《པེ་》《སྣར་》,གི།,
,,964,8,《སྣར་》《ཅོ་》,བཏུབས།,
,,965,9,《པེ་》《སྣར་》,གྱིས།,
,134,966,1,《པེ་》《སྣར་》,པར།,
,,967,2,《པེ་》《སྣར་》,བླངས་པར།,
,,968,3,《པེ་》《སྣར་》,གིས།,
,,969,4,《པེ་》《སྣར་》,བཏུབ།,
,,970,5,《པེ་》《སྣར་》,གི་ཕྱུང་བར།,
,,971,6,《པེ་》《སྣར་》,གྱི།,
,,972,7,《པེ་》《སྣར་》,བསླང་།,
,,973,8,《པེ་》《སྣར་》,ཡིས།,
,,974,9,《པེ་》《སྣར་》,བ།,
,,975,10,《པེ་》《སྣར་》,།། །།,
,,976,11,《པེ་》《སྣར་》,ཅན།,
,,977,12,《པེ་》《སྣར་》,བའི།,
,,978,13,《པེ་》《སྣར་》,ལྟར།,
,135,979,1,《པེ་》《སྣར་》,ཀྱི།,
,,980,2,《པེ་》《སྣར་》,པའི།,
,,981,3,《པེ་》《སྣར་》,mདུ།,
,,982,4,《པེ་》《སྣར་》,གི།,
,,983,5,《པེ་》《སྣར་》,སྐྱང་།,
,,984,6,《པེ་》《སྣར་》,པས།,
,,985,7,《པེ་》《སྣར་》,ཀྱི།,
,,986,8,《པེ་》《སྣར་》,ཀྱི།,
,,987,9,《པེ་》《སྣར་》,སྐྱང་།,
,,988,10,《པེ་》《སྣར་》,པ།,
,,989,11,《པེ་》《སྣར་》,ཀྱི།,
,136,990,1,《པེ་》《སྣར་》,གཞོག་སློངས།,
,,991,2,《པེ་》《སྣར་》,དང་།,
,,992,3,《པེ་》《སྣར་》,ཟློག,
,,993,4,《པེ་》《སྣར་》,བགྱིའོ། །,
,,994,5,《པེ་》《སྣར་》,སྡམས།,
,,995,6,《པེ་》《སྣར་》,འཕྱུག,
,,996,7,《པེ་》,ཀྱི།,《སྣར་》,པ་ཀྱི།
,137,997,1,《པེ་》《སྣར་》,པར།,
,,998,2,《པེ་》《སྣར་》,pདབང་ཆེ་བར་གྲགས་པ།,
,,999,3,《པེ་》《སྣར་》,mབྱང་ཆུབ།,
,,1000,4,《པེ་》《སྣར་》,པ།,
,,1001,5,《པེ་》《སྣར་》,mའདིར།,
,138,1002,1,《པེ་》《སྣར་》,འདྲི།,
,,1003,2,《པེ་》《སྣར་》,ཀྱི།,
,,1004,3,《པེ་》《སྣར་》,པ།,
,,1005,4,《པེ་》《སྣར་》,mདང་།,
,,1006,5,《པེ་》《སྣར་》,བར།བར།,
,,1007,6,《པེ་》,སླབ།,
,,1008,7,《པེ་》《སྣར་》,རྨས།,
,,1009,8,《པེ་》《སྣར་》,ཀྱི།,
,139,1010,1,《པེ་》《སྣར་》,སྦྱོང་།,
,,1011,2,《པེ་》《སྣར་》,བཅད།,
,,1012,3,《པེ་》《སྣར་》,ཀྱི།,
,,1013,4,《པེ་》《སྣར་》,གཅད།,
,,1014,5,《པེ་》《སྣར་》,བསྐལ།,
,,1015,6,《པེ་》《སྣར་》,mཔ།,
,140,1016,1,《པེ་》《སྣར་》,ལས།,
,,1017,2,《པེ་》《སྣར་》,pཆད་པའི་རིམ་པ།,
,,1018,3,《པེ་》《སྣར་》,བསྒོམ།,
,,1019,4,《པེ་》《སྣར་》,ཀྱི།,
,,1020,5,《པེ་》《སྣར་》,mགོ།,
,,1021,6,《པེ་》《སྣར་》,pཔ།,
,,1022,7,《པེ་》《སྣར་》,mརོ།།,
,,1023,8,《པེ་》《སྣར་》,ཀྱི།,
,,1024,9,《པེ་》《སྣར་》,ཚིག,
,,1025,10,《སྣར་》,ནིར།,
,,1026,11,《པེ་》,དེའི།,
,,1027,12,《པེ་》《སྣར་》,mསེམས་ཅན།,
,,1028,13,《པེ་》《སྣར་》,རྒྱ།,
,,1029,14,《པེ་》《སྣར་》,mནས་ཡུན་རིང་པོ།,
,,1030,15,《པེ་》《སྣར་》,ནས།,
,,1031,16,《པེ་》《སྣར་》,འབྲལ།,
,141,1032,1,《པེ་》《སྣར་》《ཅོ་》,རྟོགས།,
,,1033,2,《པེ་》《སྣར་》,mབ།,
,,1034,3,《པེ་》《སྣར་》,ལམ།,
,,1035,4,《པེ་》《སྣར་》,ཀྱི།,
,,1036,5,《པེ་》《སྣར་》,ཀྱི།,
,,1037,6,《པེ་》《སྣར་》,པ།,
,,1038,7,《པེ་》《སྣར་》,གྱི་འཕྱུག,
,,1039,8,《པེ་》《སྣར་》,pམི།,
,,1040,9,《པེ་》《སྣར་》,བླ།,
,142,1041,1,《པེ་》《སྣར་》,པའི།,
,,1042,2,《པེ་》《སྣར་》,ཅི།,
,,1043,3,《པེ་》《སྣར་》,སོང་།,
,,1044,4,《པེ་》《སྣར་》,pའང་།,
,,1045,5,《པེ་》《སྣར་》,གྱི།,
,,1046,6,《པེ་》《སྣར་》,བཅས།,
,,1047,7,《པེ་》《སྣར་》,ཀྱི།,
,,1048,8,《སྣར་》,བརྒྱས།,
,,1049,9,《པེ་》,བརླབས།,
,143,1050,1,《པེ་》《སྣར་》,གང་།,
,,1051,2,《པེ་》《སྣར་》,སྙིང་ལོངས་སྐྱེས་ནས། རྩ།,
,,1052,3,《པེ་》《སྣར་》,བཅད།,
,,1053,4,《པེ་》《སྣར་》,པ།,
,,1054,5,《སྣར་》,ལ།,
,,1055,6,《པེ་》《སྣར་》,ནམ།,
,,1056,7,《པེ་》《སྣར་》,ཀྱི།,
,,1057,8,《སྣར་》,རིགས།,
,144,1058,1,《པེ་》《སྣར་》,བཅད།,
,,1059,2,《པེ་》《སྣར་》,mནི།,
,,1060,3,《པེ་》《སྣར་》,གྱི།,
,,1061,4,《པེ་》《སྣར་》,སོ།།,
,,1062,5,《པེ་》《སྣར་》,pབ།,
,,1063,6,《པེ་》《སྣར་》,བ།,
,,1064,7,《པེ་》《སྣར་》,སྒོམ།,
,,1065,8,《པེ་》《སྣར་》,བསྒོམ།,
,,1066,9,《པེ་》《སྣར་》,mགིས།,
,,1067,10,《པེ་》《སྣར་》,སྒོམ།,
,145,1068,1,《པེ་》《སྣར་》,སྒོམ།,
,,1069,2,《པེ་》《སྣར་》,བསྒོམས།,
,,1070,3,《པེ་》《སྣར་》,ན།,
,,1071,4,《པེ་》《སྣར་》,mཚེ།,
,,1072,5,《པེ་》《སྣར་》,མོད།,
,,1073,6,《པེ་》《སྣར་》,ཕུད།,
,,1074,7,《པེ་》《སྣར་》,གི།,
,,1075,8,《པེ་》《སྣར་》,སྒོམས།,
,,1076,9,《པེ་》《སྣར་》,pཀྱི།,
,,1077,10,《པེ་》《སྣར་》,དགྲ་བཞིན་དུ་གཟིགས།,
,,1078,11,《པེ་》《སྣར་》,དགའ།,
,146,1079,1,《པེ་》《སྣར་》,ལས།,
,,1080,2,《པེ་》《སྣར་》,དེ།,
,,1081,3,《པེ་》《སྣར་》,རྒྱ་ཞིག་མ་རྒྱས།,
,,1082,4,《པེ་》《སྣར་》,mཚེའི།,
,,1083,5,《པེ་》《སྣར་》,མདོ་སྡེ།,
,147,1084,1,《པེ་》《སྣར་》,བསྲུངས་པའི།,
,,1085,2,《པེ་》《སྣར་》,བསྲུངས།,
,,1086,3,《པེ་》《སྣར་》,བསྲུངས།,
,,1087,4,《པེ་》《སྣར་》,pཡང་།,
,,1088,5,《པེ་》《སྣར་》,pདེ།,
,,1089,6,《པེ་》《སྣར་》,གདུག,
,148,1090,1,《པེ་》《སྣར་》,ཀྱི་སྙད།,
,,1091,2,《པེ་》《སྣར་》,སྟན།,
,,1092,3,《པེ་》《སྣར་》,mསྡེ།,
,,1093,4,《པེ་》《སྣར་》,བཤད་པས།,
,,1094,5,《པེ་》《སྣར་》,གིས་རྐྱེན་དུ་འཚམས།,
,,1095,6,《པེ་》《སྣར་》,ཀྱི།,
,,1096,7,《པེ་》《སྣར་》,འཆང་བ།,
,,1097,8,《པེ་》《སྣར་》,འདི།,
,,1098,9,《པེ་》《སྣར་》,mཔ།,
,,1099,10,《པེ་》《སྣར་》,mདུ།,
,,1100,11,《པེ་》《སྣར་》,ཤི།,
,149,1101,1,《པེ་》《སྣར་》,mབཞུགས།,
,,1102,2,《པེ་》《སྣར་》,པས།,
,,1103,3,《པེ་》《སྣར་》,བཅད།,
,,1104,4,《པེ་》《སྣར་》,pཡང་།,
,,1105,5,《པེ་》《སྣར་》,དགེ་སློང་།,
,,1106,6,《པེ་》《སྣར་》,སྲུང་།,
,,1107,7,《པེ་》《སྣར་》,ཀྱི།,
,,1108,8,《པེ་》《སྣར་》,བཙགས།,
,,1109,9,《པེ་》《སྣར་》,འགྱུར་རོ།,
,,1110,10,《པེ་》《སྣར་》,བྱ་བས།,
,,1111,11,《པེ་》《སྣར་》,བ་དེའི།,
,150,1112,1,《པེ་》《སྣར་》,འགྱུར་རོ།,
,,1113,2,《པེ་》《སྣར་》,ཅིག,
,,1114,3,《པེ་》《སྣར་》,གྱིས་བརླབས།,
,151,1115,1,《པེ་》《སྣར་》,འཁྲུགས།,
,,1116,2,《པེ་》《སྣར་》,pརོ།,
,,1117,3,《པེ་》《སྣར་》,སྲུང་།,
,,1118,4,《པེ་》《སྣར་》,mནི།,
,,1119,5,《པེ་》《སྣར་》,གནོད།,
,152,1120,1,《པེ་》《སྣར་》,mའཆོས།,
,,1121,2,《པེ་》《སྣར་》,རྒྱ་མཚོ།,
,,1122,3,《པེ་》《སྣར་》,mཔར་བྱེད།,
,,1123,4,《པེ་》《སྣར་》,mཔ།,
,153,1124,1,《སྣར་》,འདྲི།,
,,1125,2,《པེ་》《སྣར་》,གི།,
,,1126,3,《པེ་》《སྣར་》,གནོད།,
,,1127,4,《པེ་》《སྣར་》,གི།,
,,1128,5,《པེ་》《སྣར་》,གི།,
,,1129,6,《པེ་》《སྣར་》,pསུ།,
,,1130,7,《པེ་》《སྣར་》,ཀྱི།,
,154,1131,1,《པེ་》《སྣར་》,ཏེ།,
,,1132,2,《པེ་》《སྣར་》,mཡང་།,
,,1133,3,《པེ་》《སྣར་》,mརྣམས།,
,,1134,4,《པེ་》《སྣར་》,ལྐུག,
,,1135,5,《པེ་》《སྣར་》,ནོ།,
,,1136,6,《པེ་》《སྣར་》,mཡོངས་སུ།,
,155,1137,1,《པེ་》《སྣར་》,mདེ།,
,,1138,2,《པེ་》《སྣར་》,mམ།,
,,1139,3,《པེ་》《སྣར་》,མེད།,
,,1140,4,《པེ་》《སྣར་》,ཀྱི།,
,,1141,5,《པེ་》《སྣར་》,ནས།,
,,1142,6,《པེ་》《སྣར་》,འབྱུང་།,
,,1143,7,《པེ་》《སྣར་》,ཀྱིས།,
,,1144,8,《པེ་》《སྣར་》,སྣ།,
,,1145,9,《པེ་》《སྣར་》,mདང་།,
,,1146,10,《པེ་》《སྣར་》,སྨོ།,
,,1147,11,《པེ་》《སྣར་》,pན།,
,,1148,12,《པེ་》《སྣར་》,ཀྱིས།,
,,1149,13,《པེ་》《སྣར་》,པོས།,
,,1150,14,《པེ་》《སྣར་》,མངས།,
,156,1151,1,《པེ་》《སྣར་》,བརྟེན།,
,,1152,2,《པེ་》《སྣར་》,གིས།,
,,1153,3,《པེ་》《སྣར་》,བྱེད།,
,,1154,4,《པེ་》《སྣར་》,མེ།,
,,1155,5,《པེ་》《སྣར་》,རུངས།,
,,1156,6,《པེ་》《སྣར་》,ཐིགས་པོ་དག,
,,1157,7,《པེ་》《སྣར་》,བརྐྱལ།,
,,1158,8,《པེ་》《སྣར་》,mཚན་ཅན་དང་།,
,,1159,9,《པེ་》,བརྣབས།,
,157,1160,1,《པེ་》《སྣར་》,འཆལ།,《ཅོ་》,འཆད།
,,1161,2,《པེ་》《སྣར་》,འདུས།,
,,1162,3,《པེ་》《སྣར་》,pརོ།,
,,1163,4,《པེ་》《སྣར་》,mམི།,
,158,1164,1,《པེ་》《སྣར་》,བཞོག་སློངས་སམ།,
,,1165,2,《པེ་》《སྣར་》,ཀྱི།,
,,1166,3,《པེ་》《སྣར་》,དང་།,
,,1167,4,《པེ་》《སྣར་》,རྟག,
,,1168,5,《པེ་》《སྣར་》,ཆུ།,
,,1169,6,《པེ་》,རིགས།,
,,1170,7,《པེ་》《སྣར་》,རྡོག,
,,1171,8,《པེ་》《སྣར་》,mསངས་རྒྱས་ཀྱིས་སྨད་པ།,
,,1172,9,《པེ་》《སྣར་》,འདུ།,
,,1173,10,《པེ་》《སྣར་》,mདང་།,
,,1174,11,《པེ་》《སྣར་》,འདྲེས།,
,159,1175,1,《པེ་》《སྣར་》,ཀྱི།,
,,1176,2,《པེ་》《སྣར་》,པའི་རིགས།,
,,1177,3,《པེ་》《སྣར་》,pདགེ་སློང་དང་།,
,,1178,4,《པེ་》《སྣར་》,ཀྱི།,
,,1179,5,《སྣར་》,རིགས།,
,,1180,6,《པེ་》《སྣར་》,བས།,
,160,1181,1,《པེ་》《སྣར་》,ལམ།,
,,1182,2,《པེ་》《སྣར་》,བར།,
,,1183,3,《པེ་》《སྣར་》,བརྟགས།,
,,1184,4,《པེ་》《སྣར་》,ཀྱི།,
,,1185,5,《པེ་》《སྣར་》,བཞིག,
,,1186,6,《པེ་》,mདེ།,
,161,1187,1,《པེ་》《སྣར་》,སྤངས་པ།,
,,1188,2,《པེ་》《སྣར་》,དེར།,
,,1189,3,《པེ་》《སྣར་》,mདང་།,
,,1190,4,《པེ་》《སྣར་》,pཆ།,
,,1191,5,《པེ་》,སྲུངས་གིས།,《སྣར་》,སྲུང་གིས།
,,1192,6,《སྣར་》,སྲུང་།,
,,1193,7,《སྣར་》,སྲུང་།,
,162,1194,1,《པེ་》《སྣར་》,བདག,
,,1195,2,《པེ་》《སྣར་》,རེས།,
,,1196,3,《པེ་》《སྣར་》,mཔ།,
,,1197,4,《པེ་》《སྣར་》,གྱི།,
,,1198,5,《པེ་》《སྣར་》,གི།,
,,1199,6,《པེ་》《སྣར་》,རིགས།,
,,1200,7,《པེ་》《སྣར་》,ལྟ།,
,,1201,8,《པེ་》《སྣར་》,ཡུལ།,
,163,1202,1,《པེ་》《སྣར་》,mརེ།,
,,1203,2,《པེ་》《སྣར་》,པར།,
,,1204,3,《པེ་》《སྣར་》,སློང་།,
,,1205,4,《པེ་》《སྣར་》,ཅིག,
,,1206,5,《པེ་》《སྣར་》,པར།,
,,1207,6,《པེ་》《སྣར་》,། །,
,,1208,7,《པེ་》《སྣར་》,གེ།,
,,1209,8,《པེ་》《སྣར་》,ཀྱི།,
,,1210,9,《པེ་》《སྣར་》,ཞིག་དད་པར།,
,164,1211,1,《པེ་》《སྣར་》,ཀྱི།,
,,1212,2,《སྣར་》,མ།,
,,1213,3,《པེ་》《སྣར་》,ལྟར།,
,,1214,4,《པེ་》《སྣར་》,བསག,
,,1215,5,《པེ་》《སྣར་》,སློངས་ཀྱི།,
,,1216,6,《པེ་》《སྣར་》,པ།,
,,1217,7,《པེ་》《སྣར་》,ཡི།,
,,1218,8,《པེ་》《སྣར་》,བསག,
,,1219,9,《པེ་》《སྣར་》,ཀྱི།,
,,1220,10,《པེ་》《སྣར་》,གི།,
,,1221,11,《པེ་》《སྣར་》,པར།,
,,1222,12,《པེ་》《སྣར་》,ཀྱི།,
,,1223,13,《སྣར་》,པར།,
,,1224,14,《པེ་》《སྣར་》,ཀྱི།,
,,1225,15,《པེ་》《སྣར་》,pན།,
,,1226,16,《པེ་》《སྣར་》,ལྟ།,
,165,1227,1,《པེ་》《སྣར་》,ལྟ།,
,,1228,2,《པེ་》《སྣར་》,ཀྱི་དལ་ནས།,
,,1229,3,《པེ་》《སྣར་》,ཀྱི།,
,,1230,4,《པེ་》《སྣར་》,གི།,
,,1231,5,《པེ་》《སྣར་》,པ།,
,,1232,6,《སྣར་》,འདྲམ།,
,,1233,7,《པེ་》《སྣར་》,བརྗོད།,
,,1234,8,《པེ་》《སྣར་》,གི།,
,,1235,9,《པེ་》《སྣར་》,ཀྱི།,
,,1236,10,《པེ་》《སྣར་》,ནས་ཚིག་གི།,
,,1237,11,《པེ་》《སྣར་》,ཀྱི།,
,,1238,12,《པེ་》《སྣར་》,གི།,
,,1239,13,《པེ་》《སྣར་》,ཀྱི།,
,,1240,14,《པེ་》《སྣར་》,སྟེ།,
,,1241,15,《པེ་》《སྣར་》,ཀྱི།,
,,1242,16,《སྣར་》,བསག,
,,1243,17,《པེ་》《སྣར་》,pནི།,
,,1244,18,《པེ་》《སྣར་》,mབདག,
,,1245,19,《པེ་》《སྣར་》,ཀྱིས།,
,,1246,20,《པེ་》《སྣར་》,སྡང་།,
,,1247,21,《པེ་》《སྣར་》,མི་བྱེད་པ་དང་།,
,,1248,22,《པེ་》《སྣར་》,སློངས་ཀྱི།,
,,1249,23,《པེ་》《སྣར་》,བྱིན།,
,166,1250,1,《པེ་》《སྣར་》,རིགས་ཏེ།,
,,1251,2,《པེ་》《སྣར་》,བཞག,
,,1252,3,《པེ་》《སྣར་》,སློངས་ཀྱི།,
,,1253,4,《པེ་》《སྣར་》,བར།,
,,1254,5,《པེ་》《སྣར་》,རྒྱུགས།,
,,1255,6,《པེ་》《སྣར་》,རྒྱུགས།,
,,1256,7,《པེ་》《སྣར་》,mལ།,
,,1257,8,《པེ་》《སྣར་》,mལ།,
,,1258,9,《པེ་》《སྣར་》,པར།,
,,1259,10,《པེ་》,གཞན།,
,,1260,11,《པེ་》《སྣར་》,པར།,
,,1261,12,《པེ་》《སྣར་》,བསྐྱེད།,
,167,1262,1,《པེ་》《སྣར་》,འཚམས།,
,,1263,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,1264,3,《པེ་》《སྣར་》,སྟོད།,
,,1265,4,《པེ་》《སྣར་》,དབྱེ་བར།,
,,1266,5,《པེ་》《སྣར་》,གསགས།,
,,1267,6,《པེ་》《སྣར་》,སློངས།,
,168,1268,1,《སྣར་》,པར།,
,,1269,2,《པེ་》《སྣར་》,ཡིན།,
,,1270,3,《པེ་》《སྣར་》,བཟུང་།,
,,1271,4,《པེ་》《སྣར་》,བརྟེན།,
,,1272,5,《པེ་》《སྣར་》,། །,
,,1273,6,《པེ་》《སྣར་》,གི།,
,,1274,7,《པེ་》《སྣར་》,mབདེ་བ་དང་ཡིད།,
,,1275,8,《པེ་》《སྣར་》,དང་།,
,,1276,9,《པེ་》《སྣར་》,གི།,
,,1277,10,《པེ་》《སྣར་》,mཀྱང་།,
,,1278,11,《པེ་》《སྣར་》,འགྲོན།,
,169,1279,1,《པེ་》《སྣར་》,གི།,
,,1280,2,《པེ་》《སྣར་》,སྒྲོག,
,,1281,3,《པེ་》《སྣར་》,mགི།,
,,1282,4,《པེ་》《སྣར་》,པས།,
,,1283,5,《པེ་》《སྣར་》,སྐྱེད།,
,,1284,6,《པེ་》《སྣར་》,རྟག,
,,1285,7,《པེ་》《སྣར་》《ཅོ་》,བཀུར།,
,,1286,8,《པེ་》《སྣར་》,རྟག,
,,1287,9,《པེ་》《སྣར་》,རྟག,
,170,1288,1,《པེ་》《སྣར་》,རྟག,
,,1289,2,《པེ་》《སྣར་》,པ།,
,,1290,3,《པེ་》《སྣར་》,རྟག,
,,1291,4,《པེ་》《སྣར་》,རྟག,
,,1292,5,《སྣར་》,སྤོངས་པས།,
,,1293,6,《པེ་》《སྣར་》,རྟག,
,,1294,7,《པེ་》《སྣར་》,རྟག,
,,1295,8,《པེ་》《སྣར་》,རྟག,
,,1296,9,《པེ་》《སྣར་》,འཕྲོགས་པར་རྟག,
,,1297,10,《པེ་》《སྣར་》,སློངས།,
,,1298,11,《པེ་》《སྣར་》,བཞི།,
,171,1299,1,《པེ་》,འཛའ།,
,,1300,2,《པེ་》《སྣར་》,རྟག,
,,1301,3,《པེ་》《སྣར་》,ལྷས་བྱིན།,
,,1302,4,《པེ་》《སྣར་》,དཔའ།,
,,1303,5,《པེ་》《སྣར་》,པར།,
,,1304,6,《པེ་》《སྣར་》,ཀྱི།,
,,1305,7,《པེ་》《སྣར་》,པས།,
,172,1306,1,《པེ་》《སྣར་》,རྒྱུ།,
,,1307,2,《པེ་》《སྣར་》,བལྟ།,
,,1308,3,《པེ་》《སྣར་》,ཀྱི།,
,,1309,4,《པེ་》《སྣར་》,ཡང་།,
,,1310,5,《པེ་》《སྣར་》,mདུ།,
,,1311,6,《པེ་》《སྣར་》,གྱུར།,
,,1312,7,《པེ་》《སྣར་》,དེར།,
