མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
,,1956,2,《པེ་》《སྣར་》,mཔ།,
,,1957,3,《པེ་》《སྣར་》,མ།,
,,1958,4,《པེ་》《སྣར་》,pབདག,
,259,1959,1,《པེ་》《སྣར་》,pའཇིགས་པ་དང་།,
,,1960,2,《པེ་》《སྣར་》,ངུ་།,
,,1961,3,《པེ་》《སྣར་》,བཤུགས་པར།,
,,1962,4,《པེ་》《སྣར་》,གྱི།,
,,1963,5,《པེ་》,པའི་འདི།,《སྣར་》,པའི།
,,1964,6,《པེ་》《སྣར་》,ལས།,
,,1965,7,《པེ་》《སྣར་》,ལ།,
,,1966,8,《པེ་》《སྣར་》,mལས།,
,,1967,9,《པེ་》《སྣར་》,བསྲུངས།,
,,1968,10,《པེ་》《སྣར་》,mརོ།,
,,1969,11,《ཅོ་》,སྤྱོད།,
,,1970,12,《པེ་》《སྣར་》,སློངས།,
,,1971,13,《པེ་》,གི།,
,,1972,14,《པེ་》《སྣར་》,བའོ།།,
,260,1973,1,《པེ་》《སྣར་》,བརྟེན།,
,,1974,2,《པེ་》《སྣར་》,mགིས།,
,,1975,3,《པེ་》,mཔར།,
,,1976,4,《པེ་》《སྣར་》,pངོ་།།,
,,1977,5,《པེ་》《སྣར་》,mམ།,
,,1978,6,《པེ་》《སྣར་》,རོ།,
,261,1979,1,《པེ་》《སྣར་》,འཚོལ།,
,,1980,2,《པེ་》《སྣར་》,གིས།,
,,1981,3,《པེ་》《སྣར་》,སྒྲོག,
,,1982,4,《པེ་》《སྣར་》,mཁ་ཅིག,
,,1983,5,《པེ་》《སྣར་》,mབསྒྲིབས་པར་སོང་བ།,
,,1984,6,《པེ་》《སྣར་》,མཐོན།,
,,1985,7,《པེ་》《སྣར་》,བདག,
,,1986,8,《པེ་》《སྣར་》,mདེ།,
,,1987,9,《པེ་》《སྣར་》,mལ།,
,262,1988,1,《པེ་》《སྣར་》,pཏེ།,
,,1989,2,《པེ་》《སྣར་》,mཀྱིས།,
,,1990,3,《སྣར་》,ཀྱིས།,
,,1991,4,《པེ་》《སྣར་》,ཡིས།,
,,1992,5,《པེ་》《སྣར་》,འགྱུར་ཅེས།,《ཅོ་》,འགྱུར། །ཞེས།
,,1993,6,《པེ་》《སྣར་》,བུ།,
,,1994,7,《པེ་》《སྣར་》,གི།,
,263,1995,1,《པེ་》《སྣར་》,ན།,
,,1996,2,《པེ་》《སྣར་》,བུ།,
,,1997,3,《པེ་》《སྣར་》,བུ།,
,,1998,4,《པེ་》《སྣར་》,བུ།,
,,1999,5,《པེ་》《སྣར་》,mའདུ།,
,,2000,6,《པེ་》《སྣར་》,mལྔ་པོ།,
,,2001,7,《པེ་》《སྣར་》,གི་མདོངས།,
,,2002,8,《པེ་》《སྣར་》,པ།,
,,2003,9,《པེ་》《སྣར་》,།།,
,,2004,10,《པེ་》《སྣར་》,དེ།,
,,2005,11,《པེ་》《སྣར་》,mདང་།,
,,2006,12,《པེ་》《སྣར་》,mཅེས།,
,264,2007,1,《པེ་》《སྣར་》,mཞིག,
,,2008,2,《པེ་》《སྣར་》,དང་།,
,,2009,3,《པེ་》《སྣར་》,པར།,
,,2010,4,《པེ་》《སྣར་》,དཔའ།,
,,2011,5,《པེ་》《སྣར་》,mཁྲིམས།,
,,2012,6,《སྣར་》,བསྡོམས།,
,,2013,7,《པེ་》《སྣར་》,ཐོས།,
,265,2014,1,《པེ་》《སྣར་》,pདང་།,
,,2015,2,《པེ་》《སྣར་》,mརྣམས།,
,,2016,3,《པེ་》《སྣར་》,ངལ།,
,,2017,4,《པེ་》《སྣར་》,དཔའ།,
,,2018,5,《སྣར་》,གིས།,
,266,2019,1,《པེ་》《སྣར་》,བསྟན།,
,,2020,2,《པེ་》《སྣར་》,mརྙེད་པ་དང་།,
,,2021,3,《པེ་》《སྣར་》,འདོམས།,
,,2022,4,《པེ་》《སྣར་》,mརྗེས་སུ་སྟོན་པར་བྱེད་པ་ཡིན།,
,,2023,5,《པེ་》《སྣར་》,དཔའི།,
,,2024,6,《པེ་》《སྣར་》,བྱེད་ཅིང་།,
,267,2025,1,《པེ་》《སྣར་》,འདུད།,
,,2026,2,《པེ་》《སྣར་》,འཆག,
,,2027,3,《པེ་》《སྣར་》,mདུས་སུ།,
,,2028,4,《པེ་》《སྣར་》,པས།,
,,2029,5,《པེ་》《སྣར་》,གིས།,
,,2030,6,《པེ་》《སྣར་》,གྱི།,
,268,2031,1,《པེ་》《སྣར་》,གི།,
,,2032,2,《པེ་》《སྣར་》,mསྙམ་དུ་སེམས་མངོན་པར་འདུ་མི་བྱའོ།,
,,2033,3,《པེ་》《སྣར་》,དེ།,
,,2034,4,《པེ་》《སྣར་》,གྱིས།,
,,2035,5,《པེ་》《སྣར་》,གྱིས།,
,,2036,6,《པེ་》《སྣར་》,སྟོན།,
,,2037,7,《པེ་》《སྣར་》,སྟོན།,
,,2038,8,《པེ་》《སྣར་》,གྱིས།,
,,2039,9,《པེ་》《སྣར་》,དཔའ།,
,,2040,10,《པེ་》《སྣར་》,mཡོངས་སུ།,
,269,2041,1,《པེ་》《སྣར་》,pཉིད།,
,,2042,2,《པེ་》《སྣར་》,འཐུང་བའོ།།,
,,2043,3,《པེ་》《སྣར་》,སྐྱེད།,
,270,2044,1,《པེ་》《སྣར་》,བཟློག,
,,2045,2,《པེ་》,སླབ།,《སྣར་》,སླབས།
,,2046,3,《པེ་》《སྣར་》,mཔ།,
,,2047,4,《པེ་》《སྣར་》,མཉན།,
,,2048,5,《སྣར་》,འཆད།,
,,2049,6,《པེ་》《སྣར་》,ཀྱི།,
,,2050,7,《པེ་》《སྣར་》,བཀུར།,
,271,2051,1,《པེ་》《སྣར་》,pཔ།,
,,2052,2,《པེ་》《སྣར་》,བྱ་བོ།,
,,2053,3,《པེ་》《སྣར་》,གཟུང་།,
,,2054,4,《པེ་》《སྣར་》,བསྲུན།,
,,2055,5,《པེ་》《སྣར་》,བཀུར།,
,,2056,6,《པེ་》《སྣར་》,བལྟ།,
,,2057,7,《པེ་》《སྣར་》,འཛངས།,
,,2058,8,《པེ་》《སྣར་》,ཀྱི།,
,,2059,9,《པེ་》《སྣར་》,ཀྱི།,
,,2060,10,《པེ་》《སྣར་》,བུའི།,
,272,2061,1,《པེ་》《སྣར་》,མཉན།,
,,2062,2,《པེ་》《སྣར་》,མུའི།,
,,2063,3,《པེ་》《སྣར་》,ཀྱི།,
,,2064,4,《པེ་》《སྣར་》,ཀྱི།,
,,2065,5,《པེ་》《སྣར་》,སོ།,
,,2066,6,《པེ་》《སྣར་》,པ།,
,,2067,7,《པེ་》《སྣར་》,pབསྐྱེད་པ།,
,,2068,8,《པེ་》《སྣར་》,ཀྱི།,
,273,2069,1,《པེ་》《སྣར་》,ལྟ།,
,,2070,2,《པེ་》《སྣར་》,དེའི།,
,274,2071,1,《པེ་》,གཏུང་།,《སྣར་》,བཏང་།
,,2072,2,《པེ་》《སྣར་》,ལ།,
,,2073,3,《པེ་》《སྣར་》,མཛུད།,
,,2074,4,《པེ་》,མཛུད།,
,,2075,5,《པེ་》《སྣར་》,ཡོང་།,
,,2076,6,《པེ་》《སྣར་》,འཕྲིན།,
,275,2077,1,《པེ་》《སྣར་》,འཕྲིན།,
,,2078,2,《པེ་》《སྣར་》,།།,
,,2079,3,《པེ་》《སྣར་》,mལ།,
,,2080,4,《སྣར་》,mལ།,
,276,2081,1,《པེ་》《སྣར་》,གི།,
,,2082,2,《པེ་》《སྣར་》,རབ།,
,,2083,3,《པེ་》《སྣར་》,ཟས།,
,,2084,4,《པེ་》《སྣར་》,ཟད།,
,,2085,5,《སྣར་》,བསྲུང་།,
,,2086,6,《པེ་》《སྣར་》,དེ།,
,277,2087,1,《པེ་》《སྣར་》,ནས།,
,,2088,2,《པེ་》《སྣར་》,pདེ།,
,,2089,3,《པེ་》《སྣར་》,pཏེ།,
,,2090,4,《པེ་》《སྣར་》,mསུ།,
,278,2091,1,《པེ་》《སྣར་》,སྲུང་།,
,,2092,2,《སྣར་》,གི།,
,,2093,3,《པེ་》《སྣར་》,གྱི།,
,,2094,4,《པེ་》《སྣར་》,ཀྱི།,
,,2095,5,《སྣར་》,སྐྱེད།,
,279,2096,1,《པེ་》《སྣར་》,pཀྱང་།,
,,2097,2,《པེ་》《སྣར་》,པ།,
,,2098,3,《པེ་》《སྣར་》,ཀྱི།,
,,2099,4,《པེ་》《སྣར་》,པ།,
,,2100,5,《པེ་》,བཏུང་།,
,280,2101,1,《པེ་》《སྣར་》,མཐར།,
,,2102,2,《པེ་》《སྣར་》,mགཅིག་ཙམ་ཞིག་སྒྲོགས་པར་བྱེད་ཅིང་། དེས་ཚིགས་སུ་བཅད་པ།,
,,2103,3,《པེ་》《སྣར་》,mབར་གྱི།,
,,2104,4,《པེ་》《སྣར་》,བཟང་།,
,,2105,5,《པེ་》《སྣར་》,མོས།,
,,2106,6,《པེ་》《སྣར་》,ནི།,
,281,2107,1,《པེ་》《སྣར་》,བཟང་།,
,,2108,2,《པེ་》《སྣར་》,ཀྱིས།,
,,2109,3,《པེ་》《སྣར་》,ཀྱི།,
,,2110,4,《པེ་》《སྣར་》,པ།,
,,2111,5,《པེ་》《སྣར་》,སྐུའི།,
,,2112,6,《པེ་》《སྣར་》,pདུ།,
,,2113,7,《སྣར་》,ནི།,
,282,2114,1,《སྣར་》,mདེ།,
,,2115,2,《པེ་》《སྣར་》,བརྟེན།,
,283,2116,1,《པེ་》《སྣར་》,ཀྱི།,
,,2117,2,《པེ་》《སྣར་》,གིས།,
,,2118,3,《པེ་》《སྣར་》,བདག,
,,2119,4,《པེ་》《སྣར་》,སྤྲོག,
,,2120,5,《པེ་》《སྣར་》,བཞིན།,
,,2121,6,《པེ་》《སྣར་》,གིས།,
,,2122,7,《པེ་》《སྣར་》,mཕྱི་མའི་ཚེ།,
,284,2123,1,《པེ་》《སྣར་》,གི་འཚོ་བ།,
,,2124,2,《པེ་》《སྣར་》,དེ།,
,,2125,3,《པེ་》《སྣར་》,པས་བསྟོད།,
,,2126,4,《པེ་》《སྣར་》,དེས།,
,285,2127,1,《པེ་》《སྣར་》,སྐྱེད།,
,,2128,2,《པེ་》《སྣར་》,mགཟུགས།,
,,2129,3,《པེ་》《སྣར་》,གཏོག,
,,2130,4,《པེ་》《སྣར་》,གཟུང་།,
,,2131,5,《པེ་》《སྣར་》,རྟོགས།,
,,2132,6,《པེ་》《སྣར་》,ཅིག,
,,2133,7,《པེ་》《སྣར་》,པ་བས།,
,286,2134,1,《པེ་》《སྣར་》,བསྟོད།,
,,2135,2,《པེ་》《སྣར་》,འཚེ།,
,,2136,3,《པེ་》《སྣར་》,བསྩལ།,
,,2137,4,《པེ་》《སྣར་》,བྱེད་པ།,
,287,2138,1,《པེ་》《སྣར་》,pདང་།,
,,2139,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,2140,3,《པེ་》《སྣར་》,བརྟན།,
,,2141,4,《པེ་》《སྣར་》,ནི།,
,,2142,5,《པེ་》《སྣར་》,ལ།,
,,2143,6,《པེ་》《སྣར་》,ལས།,
,,2144,7,《པེ་》《སྣར་》,གཟོ།,
,288,2145,1,《པེ་》《སྣར་》,པ།,
,,2146,2,《པེ་》《སྣར་》,།།,
,,2147,3,《པེ་》《སྣར་》,འཇིག,
,,2148,4,《པེ་》《སྣར་》,pདང་།,
,,2149,5,《པེ་》《སྣར་》,ཡང་བརྗོད།,
,,2150,6,《པེ་》《སྣར་》,ཀྱི།,
,,2151,7,《པེ་》《སྣར་》,ཀྱི།,
,,2152,8,《པེ་》《སྣར་》,mརྩིའི་འདུ་ཤེས་བསྐྱེད་པ་དང་།,
,,2153,9,《པེ་》《སྣར་》,དུ།,
,289,2154,1,《པེ་》《སྣར་》,བཟུང་།,
,,2155,2,《པེ་》《སྣར་》,pདེ།,
,,2156,3,《པེ་》《སྣར་》,བསྟན།,
,,2157,4,《པེ་》《སྣར་》,mཡང་།,
,,2158,5,《པེ་》《སྣར་》,mརབ་ཏུ།,
,290,2159,1,《པེ་》《སྣར་》,རྒྱུ།,
,,2160,2,《པེ་》《སྣར་》,དག,
,,2161,3,《པེ་》《སྣར་》,ཅིག,
,,2162,4,《པེ་》《སྣར་》,འཕྱར།,
,291,2163,1,《པེ་》《སྣར་》,སྙེད།,
,,2164,2,《པེ་》《སྣར་》,གཅད།,
,,2165,3,《པེ་》,བཟུང་།,
,,2166,4,《པེ་》《སྣར་》,ཡིས།,
,292,2167,1,《སྣར་》,བག,
,,2168,2,《པེ་》《སྣར་》,ཆགས།,
,,2169,3,《པེ་》《སྣར་》,འདི་བསྲུང་།,
,,2170,4,《པེ་》《སྣར་》,ཚོལ།,
,,2171,5,《པེ་》《སྣར་》,གི།,
,,2172,6,《པེ་》《སྣར་》,དཔའ།,
,,2173,7,《པེ་》《སྣར་》,བ།,
,,2174,8,《པེ་》《སྣར་》,དཔས།,
,,2175,9,《པེ་》《སྣར་》,པ།,
,,2176,10,《པེ་》《སྣར་》,ཀྱིས།,
,,2177,11,《པེ་》《སྣར་》,རྐང་པས།,
,,2178,12,《པེ་》《སྣར་》,mནི་རིན་པོ་ཆེ།,
,,2179,13,《པེ་》《སྣར་》,mདུ།,
,,2180,14,《པེ་》《སྣར་》,བཟུང་།,
,293,2181,1,《པེ་》《སྣར་》,སྐྱེད།,
,,2182,2,《པེ་》《སྣར་》,mའདི།,
,,2183,3,《པེ་》《སྣར་》,mཡང་།,
,294,2184,1,《པེ་》《སྣར་》,ལ།,
,,2185,2,《པེ་》《སྣར་》,mའདི།,
,,2186,3,《པེ་》《སྣར་》,གིས།,
,,2187,4,《པེ་》《སྣར་》,གི།,
,,2188,5,《པེ་》,བསྔགས།,
,,2189,6,《པེ་》《སྣར་》,འཁྲུགས།,
,,2190,7,《པེ་》《སྣར་》,ཀྱི།,
,295,2191,1,《པེ་》《སྣར་》,བསྐྱེད།,
,,2192,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,2193,3,《པེ་》《སྣར་》,དེ།,
,,2194,4,《པེ་》《སྣར་》,པ།,
,,2195,5,《པེ་》《སྣར་》,mཚེ།,
,,2196,6,《པེ་》《སྣར་》,pཔ།,
,,2197,7,《སྣར་》,སོ།,
,296,2198,1,《པེ་》《སྣར་》,mལ།,
,,2199,2,《པེ་》《སྣར་》,གསུངས་པར།,
,,2200,3,《པེ་》《སྣར་》,ནི།,
,,2201,4,《པེ་》《སྣར་》,བཟུང་།,
,,2202,5,《པེ་》《སྣར་》,བཟུང་།,
,,2203,6,《པེ་》《སྣར་》,གཟུང་།,
,,2204,7,《པེ་》《སྣར་》,གཟུང་།,
,,2205,8,《པེ་》《སྣར་》,བཅད།,
,,2206,9,《པེ་》《སྣར་》,བཅད།,
,,2207,10,《པེ་》《སྣར་》,བཟུང་།,
,,2208,11,《པེ་》《སྣར་》,ཀྱིས།,
,,2209,12,《པེ་》《སྣར་》,བཟུང་།,
,,2210,13,《པེ་》《སྣར་》,pགྲངས་མེད་པའི་ཡང་།,
,,2211,14,《པེ་》,གཅད།,
,,2212,15,《པེ་》《སྣར་》,mཔ་ཡང་དག་པར་རྫོགས།,
,,2213,16,《པེ་》《སྣར་》,བཟུང་།,
,297,2214,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2215,2,《པེ་》《སྣར་》,འཕྲིན།,
,,2216,3,《པེ་》《སྣར་》,བསྡུད།,
,,2217,4,《པེ་》《སྣར་》,ཚོལ།,
,,2218,5,《པེ་》《སྣར་》,གྱི།,
,298,2219,1,《པེ་》《སྣར་》,བའི།,
,,2220,2,《པེ་》《སྣར་》,pཔར།,
,,2221,3,《པེ་》《སྣར་》,ཀྱི།,
,,2222,4,《པེ་》《སྣར་》,བའི།,
,,2223,5,《པེ་》《སྣར་》,སྦྱོར།,
,,2224,6,《པེ་》《སྣར་》,སྟན།,
,,2225,7,《པེ་》《སྣར་》,mཀྱི།,
,,2226,8,《པེ་》《སྣར་》,pཔ།,
,,2227,9,《སྣར་》,འགྱུར་བའི།,
,,2228,10,《པེ་》《སྣར་》,pདེ།,
,,2229,11,《པེ་》《སྣར་》,འཚིག,
,299,2230,1,《པེ་》《སྣར་》,བོ།,
,,2231,2,《པེ་》《སྣར་》,པའི།,
,,2232,3,《པེ་》《སྣར་》,བསམས།,
,,2233,4,《པེ་》《སྣར་》,ནི།,
,,2234,5,《པེ་》《སྣར་》,mཔ།,
,300,2235,1,《པེ་》《སྣར་》,mདང་།,
,,2236,2,《སྣར་》,བསྒོམ།,
,,2237,3,《པེ་》《སྣར་》,mདེ་དག,
,,2238,4,《པེ་》《སྣར་》,གིས།,
,,2239,5,《པེ་》《སྣར་》,ཆེན།,
,,2240,6,《པེ་》《སྣར་》,འདོམས།,
,301,2241,1,《པེ་》《སྣར་》,mདང་།,
,,2242,2,《པེ་》《སྣར་》,ལྷས་བྱིན།,
,,2243,3,《པེ་》《སྣར་》,པ།,
,,2244,4,《པེ་》《སྣར་》,འགྱུར་བའི།,
,,2245,5,《པེ་》《སྣར་》,སྟན།,
,,2246,6,《པེ་》《སྣར་》,pལྔ་པོ།,
,,2247,7,《པེ་》《སྣར་》,mཟད་པའི་གཞི་དང་མཐུན་པའི་ཆ་དང་།,
,302,2248,1,《པེ་》《སྣར་》,འཐིབས་ཀྱིས།,
,,2249,2,《པེ་》《སྣར་》,mདུ།,
,,2250,3,《པེ་》《སྣར་》,pའདི་ཁོ་ན།,
,,2251,4,《པེ་》《སྣར་》,བཅད།,
,,2252,5,《པེ་》《སྣར་》,mམ།,
,,2253,6,《པེ་》《སྣར་》,pངོ་བ།,
,,2254,7,《པེ་》《སྣར་》,གི།,
,,2255,8,《པེ་》《སྣར་》,འཇིགས།,
,,2256,9,《པེ་》《སྣར་》,སྟན།,
,303,2257,1,《པེ་》《སྣར་》,mད་ལྟར།,
,,2258,2,《པེ་》《སྣར་》,mདུ།,
,,2259,3,《པེ་》《སྣར་》,mདང་།,
,,2260,4,《པེ་》《སྣར་》,གུ།,
,,2261,5,《པེ་》《སྣར་》,pལ།,
,,2262,6,《པེ་》《སྣར་》,པའི།,
,,2263,7,《པེ་》《སྣར་》,ནི།,
,,2264,8,《སྣར་》,ཞོམ།,
,,2265,9,《པེ་》《སྣར་》,mལ།,
,,2266,10,《པེ་》《སྣར་》,mད་ལྟར།,
,,2267,11,《པེ་》《སྣར་》,བུའི།,
,,2268,12,《པེ་》《སྣར་》,mཚུལ་ཁྲིམས་ཉམས་པ།,
,,2269,13,《པེ་》,པར།,
,,2270,14,《པེ་》《སྣར་》,འཕངས།,
,304,2271,1,《པེ་》《སྣར་》,འཐོབ།,
,,2272,2,《པེ་》《སྣར་》,འབའ།,
,,2273,3,《པེ་》《སྣར་》,གསུངས།,
,,2274,4,《པེ་》《སྣར་》,mཔ།,
,,2275,5,《པེ་》《སྣར་》,mཔ།,
,,2276,6,《པེ་》《སྣར་》,mཔ།,
,305,2277,1,《པེ་》《སྣར་》,ལྟ།,
,,2278,2,《པེ་》《སྣར་》,mན།,
,,2279,3,《པེ་》《སྣར་》,mདང་།,
,,2280,4,《པེ་》《སྣར་》,ལྟ།,
,,2281,5,《སྣར་》,ཆོས།,
,,2282,6,《པེ་》《སྣར་》,པ།,
,,2283,7,《པེ་》《སྣར་》,ལྟ་བ་ཡང་།,
,,2284,8,《པེ་》《སྣར་》,ཀྱི།,
,,2285,9,《པེ་》《སྣར་》,བུའི།,
,306,2286,1,《པེ་》《སྣར་》,mབློན་པོ་དང་།,
,,2287,2,《པེ་》《སྣར་》,གི།,
,,2288,3,《པེ་》《སྣར་》,ཡང་།,
,,2289,4,《པེ་》《སྣར་》,བྱུང་།,
,,2290,5,《པེ་》《སྣར་》,mཀྱང་།,
,,2291,6,《པེ་》《སྣར་》,ལྟ།,
,,2292,7,《པེ་》《སྣར་》,mལུས།,
,,2293,8,《པེ་》《སྣར་》,གནས་པ་དང་།,
,,2294,9,《པེ་》《སྣར་》,འགྱུར་བ།,
,,2295,10,《པེ་》《སྣར་》,འཐོབ།,
,307,2296,1,《པེ་》《སྣར་》,ལྟར།,
,,2297,2,《པེ་》《སྣར་》,ལ།,
,,2298,3,《པེ་》《སྣར་》,དང་།,
,,2299,4,《པེ་》《སྣར་》,pས།,
,,2300,5,《པེ་》《སྣར་》,འཁྱེར།,
,,2301,6,《པེ་》《སྣར་》,mཁ།,
,,2302,7,《པེ་》《སྣར་》,mལྟ།,
,,2303,8,《པེ་》《སྣར་》,ཀྱི།,
,,2304,9,《པེ་》《སྣར་》,mཏེ།,
,,2305,10,《པེ་》《སྣར་》,སྲུང་།,
,,2306,11,《པེ་》《སྣར་》,བྲག,
,308,2307,1,《པེ་》《སྣར་》,ལྟ།,
,,2308,2,《པེ་》《སྣར་》,མནོན།,
,,2309,3,《པེ་》《སྣར་》,mརོ།,
,,2310,4,《པེ་》《སྣར་》,འཇིག,
,,2311,5,《པེ་》《སྣར་》,འཐོབ།,
,,2312,6,《པེ་》《སྣར་》,བ་དང་།,
,,2313,7,《སྣར་》,mདག,
,,2314,8,《པེ་》《སྣར་》,mདང་།,
,,2315,9,《པེ་》《སྣར་》,བརྩིང་།,
,,2316,10,《པེ་》《སྣར་》,འདས།,
,,2317,11,《པེ་》《སྣར་》,ལྟུང་།,
,309,2318,1,《སྣར་》,ཤེ་བ།,
,,2319,2,《པེ་》《སྣར་》,pན།,
,,2320,3,《པེ་》《སྣར་》,mཡིན།,
,,2321,4,《པེ་》《སྣར་》,འགྲོན།,
,310,2322,1,《སྣར་》,པ།,
,,2323,2,《པེ་》《སྣར་》,mཔ།,
,,2324,3,《པེ་》《སྣར་》,འཛིན།,
,,2325,4,《པེ་》《སྣར་》,གི།,
,,2326,5,《པེ་》,གི།,
,,2327,6,《སྣར་》,འཛིན།,
,,2328,7,《པེ་》《སྣར་》,འབོག,
,311,2329,1,《པེ་》《སྣར་》,mནི།,
,,2330,2,《པེ་》《སྣར་》,pནི།,
,,2331,3,《པེ་》,སྙེན།,
,,2332,4,《པེ་》《སྣར་》,འཚོད།,
,,2333,5,《པེ་》《སྣར་》,སོག,
,,2334,6,《པེ་》《སྣར་》,དགོད།,
,,2335,7,《པེ་》《སྣར་》,ཉིད་ཀྱི།,
,,2336,8,《པེ་》《སྣར་》,ནི།,
,312,2337,1,《པེ་》《སྣར་》,དེར།,
,,2338,2,《པེ་》《སྣར་》,ནི།,
,313,2339,1,《པེ་》《སྣར་》,ནི།,
,,2340,2,《པེ་》《སྣར་》,ནི།,
,,2341,3,《པེ་》《སྣར་》,ཀྱི།,
,,2342,4,《པེ་》《སྣར་》,བའི།,
,,2343,5,《པེ་》《སྣར་》,ཡིས།,
,,2344,6,《པེ་》《སྣར་》,ཡིས།།ལྷད།,《ཅོ་》,ཡི། །ལྷད།
,,2345,7,《པེ་》《སྣར་》,འཁྱམ།,
,,2346,8,《པེ་》《སྣར་》,ནི།,
,,2347,9,《པེ་》《སྣར་》,གྱིས།,
,314,2348,1,《པེ་》《སྣར་》,འཕྲིན།,
,,2349,2,《པེ་》《སྣར་》,མ།,
,,2350,3,《པེ་》《སྣར་》,སྤྱོད།,
,315,2351,1,《པེ་》《སྣར་》,དོང་བ་ཡི།,
,,2352,2,《པེ་》《སྣར་》,འཕྲོག,
,,2353,3,《པེ་》《སྣར་》,ན།,
,,2354,4,《པེ་》《སྣར་》,བསྲུངས་པར།,
,,2355,5,《པེ་》《སྣར་》,བྲག,
,,2356,6,《པེ་》《སྣར་》,འཕྲོག,
,316,2357,1,《པེ་》《སྣར་》,གྱི།,
,,2358,2,《པེ་》《སྣར་》,བཅུ།,
,,2359,3,《པེ་》《སྣར་》,འཕྲོག,
,,2360,4,《པེ་》《སྣར་》,ལས།,
,,2361,5,《པེ་》《སྣར་》,ཡི། ,
,,2362,6,《པེ་》《སྣར་》,དེ།,
,,2363,7,《པེ་》《སྣར་》,གྱི།,
,,2364,8,《པེ་》《སྣར་》,པོ།,
,,2365,9,《པེ་》《སྣར་》,mཅན།,
,,2366,10,《པེ་》《སྣར་》,pནི།,
,317,2367,1,《པེ་》《སྣར་》,པས།,
,,2368,2,《པེ་》《སྣར་》,ཆེས།,
,,2369,3,《པེ་》《སྣར་》,ཆེ།,
,,2370,4,《པེ་》《སྣར་》,mདེར་ནི་རྩོད་པ་འབྱུང་འགྱུར་ཞིང་། །,
,,2371,5,《པེ་》《སྣར་》,ཟླ།,
,,2372,6,《པེ་》《སྣར་》,བྲག་ཚིག,
,,2373,7,《པེ་》《སྣར་》,རླབས།,
,,2374,8,《པེ་》《སྣར་》,དེས་ན།,
,,2375,9,《པེ་》《སྣར་》,ཡིས།,
,,2376,10,《པེ་》《སྣར་》,འཇིགས།,
,,2377,11,《པེ་》《སྣར་》,mཡུལ་འཁོར་འཇིག་འགྱུར། །དེ་ནས།,
,,2378,12,《པེ་》《སྣར་》,མཛད།,
,318,2379,1,《པེ་》《སྣར་》,བར་བྱེད།,
,,2380,2,《པེ་》《སྣར་》,ཡི། ,
,,2381,3,《པེ་》《སྣར་》,ཡིས།,
,,2382,4,《པེ་》《སྣར་》,ལ།,
,,2383,5,《པེ་》《སྣར་》,ཞུགས།,
,,2384,6,《པེ་》《སྣར་》,ཚུལ།,
,,2385,7,《པེ་》《སྣར་》,ཡོངས།,
,,2386,8,《པེ་》《སྣར་》,ཞིག,
,,2387,9,《པེ་》《སྣར་》,དོ།།,
,,2388,10,《པེ་》《སྣར་》,དང་།,
,,2389,11,《པེ་》《སྣར་》,ནི།,
,,2390,12,《པེ་》《སྣར་》,སྲུང་།,
,,2391,13,《པེ་》《སྣར་》,ཀྱི།,
,319,2392,1,《པེ་》《སྣར་》,ཆར།,
,,2393,2,《པེ་》《སྣར་》,ཆད།,
,,2394,3,《པེ་》《སྣར་》,ན།,
,,2395,4,《པེ་》《སྣར་》,ལ།,
,,2396,5,《པེ་》《སྣར་》,mཞིང་འདི་ལ་ནི་གནས་པར་གྱིས།,
,,2397,6,《པེ་》《སྣར་》,པ་རྣམས།,
,,2398,7,《པེ་》《སྣར་》,ཀྱི།,
,,2399,8,《པེ་》《སྣར་》,ཀྱང་།,
,,2400,9,《པེ་》《སྣར་》,འགྱུར། ,
,,2401,10,《པེ་》《སྣར་》,བསྐལ་པ།,
,,2402,11,《པེ་》《སྣར་》,འགྱུར། ,
,,2403,12,《པེ་》《སྣར་》,གྱིས།,
,,2404,13,《པེ་》《སྣར་》,འགྱུར་གྱིས།,
,,2405,14,《སྣར་》,སྦྱིན།,
,320,2406,1,《པེ་》《སྣར་》,ཡིས།,
,,2407,2,《པེ་》《སྣར་》,གྱིས།,
,,2408,3,《པེ་》《སྣར་》,གསལ།,
,,2409,4,《པེ་》《སྣར་》,པ།,
,,2410,5,《པེ་》《སྣར་》,བཟུང་།,
,,2411,6,《པེ་》《སྣར་》,ཅིང་།,
,,2412,7,《པེ་》《སྣར་》,ཆོས་ལས།,
,,2413,8,《པེ་》《སྣར་》,ཡིས།,
,,2414,9,《པེ་》《སྣར་》,ནི།,
,,2415,10,《པེ་》《སྣར་》,བ།,
,,2416,11,《པེ་》《སྣར་》,སྙོམས།,
,,2417,12,《པེ་》《སྣར་》,ལས་ལ་དགའ་ཞིང་།,
,,2418,13,《པེ་》《སྣར་》,མཛེས།,
,,2419,14,《པེ་》《སྣར་》,མི་རྒྱུ།,
,,2420,15,《པེ་》《སྣར་》,འདི།,
,,2421,16,《པེ་》《སྣར་》,འགའ།,
,,2422,17,《པེ་》《སྣར་》,ཡིས།,
,321,2423,1,《པེ་》《སྣར་》,དུ།,
,,2424,2,《པེ་》《སྣར་》,ལྟུང་།,
,,2425,3,《པེ་》《སྣར་》,སྤངས།,
