མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,
,9,33,1,《པེ་》《སྣར་》,འདེབས།,,
,,34,2,《པེ་》《སྣར་》,mརེག་པ་དང་ཚོར་བ་སྲིད་པ་ནི་སྡུག་པའི་རྒྱུའོ།,,
,,35,3,《པེ་》《སྣར་》,mཏུ།,,
,,36,4,《པེ་》《སྣར་》,པའི།,,
,10,37,1,《པེ་》《སྣར་》,དོ།,,
,,38,2,《པེ་》《སྣར་》,mཔ།,,
,,39,3,《པེ་》《སྣར་》,mམཚན་མ་མེད་དང་དོན་དམ་དང་།,,
,,40,4,《པེ་》《སྣར་》,འགགས།,,
,,41,5,《པེ་》《སྣར་》,བའོ།,,
,11,42,1,《པེ་》《སྣར་》,ནས།,,
,,43,2,《པེ་》《སྣར་》,mལ་དྲི་མ་མེད་པར་ཡང་འགྱུར།,,
,,44,3,《པེ་》《སྣར་》,བྱ་བའི།,,
,,45,4,《པེ་》《སྣར་》,སྟོང་པ་ཉིད་སྟོང་པ་ཉིད་དང་།   ཆེན་པོ་སྟོང་པ་ཉིད་དང་།,,
,,46,5,《སྣར་》,mདང་།,,
,,47,6,《སྣར་》,mཔ།,,
,,48,7,《པེ་》《སྣར་》,རང་གི་མཚན་ཉིད་སྟོང་པ་ཉིད་དང་།  ཆོས་ཐམས་ཅད་སྟོང་པ་ཉིད་དང་།,,
,,49,8,《པེ་》《སྣར་》,ནང་།,,
,,50,9,《པེ་》《སྣར་》,ཡུལ།,,
,,51,10,《པེ་》《སྣར་》,བཏང་།,,
,12,52,1,《པེ་》《སྣར་》,mལས།,,
,,53,2,《པེ་》《སྣར་》,གི།,,
,,54,3,《པེ་》《སྣར་》,mསྟོང་པ་ཉིད།,,
,,55,4,《པེ་》《སྣར་》,mཅེ།,,
,,56,5,《པེ་》《སྣར་》,mཞེས་བྱ་བ་ནི་སེམས་ཅན་ལ་གཏན་དུ་ཕན་པར་བྱ་བའི་ཕྱིར།,,
,,57,6,《པེ་》《སྣར་》,བཏང་།,,
,,58,7,《པེ་》《སྣར་》,སྐྱེ།,,
,13,59,1,《པེ་》《སྣར་》,བཞག   (ཆོས་ཚན་འདིའི་ནང་དུ་གཞག་ཅེས་པ་རྣམས་༧༢ལ་བཞག་ཅེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།)_,,
,,60,2,《པེ་》《སྣར་》,ལ།,,
,,61,3,《པེ་》《སྣར་》,བྱའོ། ,,
,,62,4,《པེ་》《སྣར་》,པའི།,,
,,63,5,《པེ་》《སྣར་》,སྟོང་པ་ཉིད་དོ།།,,
,,64,6,《པེ་》《སྣར་》,ཀྱིས།,,
,,65,7,《པེ་》《སྣར་》,mཀྱིས།,,
,,66,8,《པེ་》《སྣར་》,mཉེ་བའི།,,
,,67,9,《པེ་》《སྣར་》,ལྟ་བས།,,
,,68,10,《པེ་》《སྣར་》,རྨོངས།,,
,,69,11,《པེ་》《སྣར་》,གྱི།,,
,14,70,1,《པེ་》《སྣར་》,གྱིས།,,
,,71,2,《པེ་》《སྣར་》,བསྒྲུབ།,,
,,72,3,《པེ་》《སྣར་》,པ།,,
,,73,4,《པེ་》《སྣར་》,ལས།,,
,,74,5,《པེ་》《སྣར་》,།།   །།,,
,,75,6,《པེ་》《སྣར་》,mསྟེ།,,
,15,76,1,《པེ་》《སྣར་》,mབྱེད།,,
,,77,2,《པེ་》《སྣར་》,ལྟར།,,
,,78,3,《པེ་》《སྣར་》,དེ།,,
,,79,4,《སྣར་》,འཇིགས།,,
,,80,5,《པེ་》,འཇིག་ཚོགས།,《སྣར་》,འཇིགས་ཚོགས།
,,81,6,《པེ་》《སྣར་》,mདང་།,,
,16,82,1,《པེ་》《སྣར་》,གྱིས།,,
,,83,2,《པེ་》《སྣར་》,སྤྱོད།,,
,,84,3,《སྣར་》,གདུང་།,,
,17,85,1,《པེ་》,pབ།,,
,18,86,1,《པེ་》《སྣར་》,གཙོ་བོ།,,
,,87,2,《པེ་》《སྣར་》,མ།,,
,,88,3,《པེ་》《སྣར་》,mབྱེད།,,
,,89,4,《པེ་》《སྣར་》,བཅའ་བ།,,
,,90,5,《པེ་》《སྣར་》,སྐྱེས་པ།,,
,,91,6,《པེ་》《སྣར་》,སྐྱེད།,,
,19,92,1,《པེ་》《སྣར་》,mཀྱི།,,
,,93,2,《པེ་》《སྣར་》,ལོག,,
,,94,3,《པེ་》《སྣར་》,pཔ།,,
,,95,4,《པེ་》《སྣར་》,འཐོབ།,,
,,96,5,《སྣར་》,བྱེད།,,
,,97,6,《པེ་》,སམ།,,
,,98,7,《པེ་》《སྣར་》,mཕྱིར།,,
,20,99,1,《པེ་》《སྣར་》,ཀྱིས།,,
,,100,2,《པེ་》《སྣར་》,ཀྱི།,,
,,101,3,《པེ་》《སྣར་》,ལ།,,
,,102,4,《པེ་》《སྣར་》,སྒོམ།,,
,,103,5,《པེ་》《སྣར་》,pཉིད་ཀྱིས།,,
,,104,6,《པེ་》《སྣར་》,གྱིས།,,
,21,105,1,《པེ་》《སྣར་》,ཕ་རོལ།,,
,,106,2,《པེ་》《སྣར་》,mསྒྲིབ་པས་དེའི།,,
,,107,3,《པེ་》《སྣར་》,mལ།,,
,,108,4,《པེ་》《སྣར་》,mདུ།,,
,,109,5,《པེ་》,བརྟག་པ་དང་བསྒོམ།,《སྣར་》,རྟག་པ་དང་བསྒོམ།
,,110,6,《པེ་》《སྣར་》,mམི།,,
,22,111,1,《པེ་》《སྣར་》,དྲི།,,
,,112,2,《པེ་》《སྣར་》,སྦྱང་།,,
,,113,3,《པེ་》《སྣར་》,རྟོག,,
,,114,4,《པེ་》《སྣར་》,རྒྱུ།,,
,,115,5,《པེ་》《སྣར་》,རྟོག་སྟེ།  རྣམ་པར་དག་པ་ལ་སེམས་དང་བསམ།,,
,23,116,1,《པེ་》《སྣར་》,mརྣམ་པ།,,
,,117,2,《པེ་》《སྣར་》,བྱང་བ།,,
,,118,3,《པེ་》《སྣར་》,pནས།,,
,,119,4,《པེ་》《སྣར་》,ལ།,,
,,120,5,《པེ་》《སྣར་》,pདང་།,,
,24,121,1,《པེ་》《སྣར་》,ནི།,,
,,122,2,《པེ་》《སྣར་》,ཕྲ་བ་དང་ནི་རགས་པ།,,
,,123,3,《པེ་》,pཔ།,,
,,124,4,《པེ་》《སྣར་》,pབཅུ་པོ་དེ་ཡང་བདག་ཏུ་འཛིན་པ་རྣམ་པ།,,
,25,125,1,《པེ་》《སྣར་》,pཔ།,,
,,126,2,《པེ་》《སྣར་》,བརྟག,,
,,127,3,《པེ་》《སྣར་》,mདེ།,,
,,128,4,《པེ་》《སྣར་》,mཏུ།,,
,,129,5,《པེ་》《སྣར་》,mམ།,,
,,130,6,《པེ་》《སྣར་》,mལྟ།,,
,,131,7,《པེ་》《སྣར་》,mཀྱི།,,
,26,132,1,《པེ་》《སྣར་》,mདེར།,,
,,133,2,《པེ་》《སྣར་》,བྱའོ།,,
,,134,3,《པེ་》《སྣར་》,དྲིར།,,
,,135,4,《པེ་》《སྣར་》,mམ།,,
,,136,5,《པེ་》《སྣར་》,pཡི།,,
,,137,6,《པེ་》《སྣར་》,mདང་།,,
,27,138,1,《པེ་》《སྣར་》,mཤེས་།,,
,,139,2,《པེ་》,mདེ་མ།,《སྣར་》,དེ།
,,140,3,《པེ་》《སྣར་》,pགྱི་དེ།,,
,,141,4,《པེ་》《སྣར་》,གིས།,,
,,142,5,《པེ་》《སྣར་》,mཀྱིས།,,
,,143,6,《པེ་》《སྣར་》,ཀྱི།,,
,,144,7,《པེ་》《སྣར་》,mབ།,,
,,145,8,《པེ་》《སྣར་》,དེ་ལྟ།,,
,28,146,1,《པེ་》《སྣར་》,ཀྱིས།,,
,,147,2,《པེ་》《སྣར་》,གྱི། ,,
,,148,3,《པེ་》《སྣར་》,ནི།,,
,,149,4,《པེ་》《སྣར་》,mམོ།  །འགོག་པ་་རྣམ་གསུམ།,,
,,150,5,《པེ་》《སྣར་》,pཔ།,,
,,151,6,《པེ་》《སྣར་》,ཀྱི།,,
,,152,7,《པེ་》《སྣར་》,གྱིས།,,
,,153,8,《པེ་》,pཡོངས།,,
,,154,9,《པེ་》《སྣར་》,mབར་བྱ།,,
,29,155,1,《པེ་》《སྣར་》,བར་གྲུབ།,,
,,156,2,《པེ་》《སྣར་》,ནི།,,
,30,157,1,《པེ་》《སྣར་》,རིག,,
,,158,2,《པེ་》《སྣར་》,བསྡུས།,,
,,159,3,《པེ་》《སྣར་》,ནར།,,
,,160,4,《པེ་》《སྣར་》,mརབ་ཏུ་དབྱེ་བའི་དེ་ཁོ་ན་རྩ་བའི་དེ་ཁོ་ནར་ཇི་ལྟར་རིག་པར་བྱ་ཞེ་ན།,,
,,161,5,《པེ་》《སྣར་》,mརྣམ་པར་རིག་པའི་དེ་ཁོ་ན་དང་།,,
,,162,6,《པེ་》《སྣར་》,པ།,,
,31,163,1,《པེ་》《སྣར་》,pཔའི།,,
,,164,2,《པེ་》《སྣར་》,གསུངས།,,
,32,165,1,《པེ་》《སྣར་》,བྱ་བའོ།,,
,,166,2,《པེ་》《སྣར་》,mསོགས་པ།,,
,,167,3,《སྣར་》,བརྟག,,
,,168,4,《པེ་》《སྣར་》,དོ།,,
,,169,5,《པེ་》《སྣར་》,ཀྱིས།,,
,,170,6,《པེ་》《སྣར་》,mན།,,
,,171,7,《པེ་》《སྣར་》,གཟུངས་དག,,
,33,172,1,《པེ་》《སྣར་》,ནོ།,,
,,173,2,《པེ་》《སྣར་》,གྱིས།,,
,34,174,1,《པེ་》《སྣར་》,གྱིས།,,
,,175,2,《པེ་》《སྣར་》,གསོད།,,
,,176,3,《པེ་》《སྣར་》,བྱེད་པའོ།,,
,,177,4,《པེ་》《སྣར་》,བྱེད་དོ།,,
,,178,5,《པེ་》《སྣར་》,འཚོ་བ།,,
,,179,6,《པེ་》《སྣར་》,པར།,,
,35,180,1,《པེ་》《སྣར་》,བཞིན།,,
,,181,2,《པེ་》《སྣར་》,ལས།,,
,,182,3,《པེ་》《སྣར་》,pདང་།,,
,,183,4,《པེ་》《སྣར་》,བརྟགས།,,
,36,184,1,《པེ་》《སྣར་》,ལ།,,
,,185,2,《པེ་》《སྣར་》,བརྟགས།,,
,,186,3,《པེ་》《སྣར་》,mདོན།,,
,,187,4,《པེ་》《སྣར་》,pལ།,,
,,188,5,《པེ་》《སྣར་》,བ།,,
,,189,6,《པེ་》《སྣར་》,པའི།,,
,,190,7,《པེ་》《སྣར་》,mཀྱི།,,
,,191,8,《པེ་》《སྣར་》,པའི།,,
,37,192,1,《པེ་》,།  །,,
,,193,2,《པེ་》《སྣར་》,མའོ།,,
,,194,3,《པེ་》《སྣར་》,སྲད།,,
,,195,4,《པེ་》《སྣར་》,mནི།,,
,,196,5,《པེ་》《སྣར་》,འཇིག,,
,38,197,1,《པེ་》《སྣར་》,ནས།,,
,,198,2,《པེ་》《སྣར་》,mརྣམ་པ།,,
,,199,3,《པེ་》《སྣར་》,ནས།,,
,,200,4,《པེ་》《སྣར་》,བསལ།,,
,,201,5,《པེ་》《སྣར་》,པས།,,
,,202,6,《པེ་》《སྣར་》,དེ།,,
,,203,7,《པེ་》《སྣར་》,ལ།,,
,,204,8,《པེ་》《སྣར་》,སྤངས་པའི།,,
,,205,9,《པེ་》《སྣར་》,བསྒོམས།,,
,,206,10,《པེ་》《སྣར་》,དང་།,,
,,207,11,《པེ་》《སྣར་》,དེ།,,
,,208,12,《པེ་》《སྣར་》,སྤངས་པའི།,,
,39,209,1,《པེ་》《སྣར་》,སྤང་།,,
,,210,2,《པེ་》《སྣར་》,དེ།,,
,,211,3,《པེ་》,སྙམ་སེམས།,《སྣར་》,སྙེམས།
,40,212,1,《པེ་》《སྣར་》,བསྲབས།,,
,,213,2,《པེ་》《སྣར་》,pརོ།།,,
,,214,3,《པེ་》《སྣར་》,mམི་མཐུན་པའི་ཕྱོགས་དང་མི་འདྲེ་བ་ལ་སོགས་པ།,,
,,215,4,《པེ་》《སྣར་》,དད་པར་གྱུར་པ་དེ་རྒྱུ་དང་།,,
,,216,5,《པེ་》《སྣར་》,པ།,,
,,217,6,《པེ་》《སྣར་》,པ།,,
,,218,7,《པེ་》《སྣར་》,པ།,,
,,219,8,《པེ་》《སྣར་》,pདྲོ་བར་གྱུར་པ་རྣམས་དང་རྩེ་མོ་དག་གི་ཚེ་དབང་པོ་རྣམས་ལ།  ངེས་འབྱེད་ཆ་མཐུན་གཉིས་གཉིས་སོ།,,
,,220,9,《པེ་》《སྣར་》,གིས།,,
,,221,10,《པེ་》《སྣར་》,བདུན་དུ།,,
,41,222,1,《པེ་》《སྣར་》,mཆོས་རྣམ་པར་འབྱེད་པ་ནི་རང་བཞིན་གྱི་ཡན་ལག་གོ།  །,,
,,223,2,《པེ་》《སྣར་》,གིས།,,
,42,224,1,《པེ་》《སྣར་》,ཀྱི་གོས།,,
,,225,2,《པེ་》《སྣར་》,པའོ།,,
,,226,3,《པེ་》《སྣར་》,པ་དང་དབང་གི།,,
,,227,4,《པེ་》《སྣར་》,བསྡུས།,,
,,228,5,《པེ་》《སྣར་》,སོ།,,
,,229,6,《པེ་》《སྣར་》,mནི།,,
,,230,7,《པེ་》《སྣར་》,pཔ།,,
,43,231,1,《པེ་》《སྣར་》,ཁྱད་པར་དུ།,,
,,232,2,《པེ་》《སྣར་》,mགྱི།,,
,,233,3,《པེ་》《སྣར་》,བུར།,,
,,234,4,《པེ་》《སྣར་》,སྒྲུབ།,,
,,235,5,《པེ་》《སྣར་》,ཐོས།,,
,44,236,1,《པེ་》《སྣར་》,པས།,,
,,237,2,《པེ་》《སྣར་》,པའོ།,,
,,238,3,《པེ་》《སྣར་》,mདེ།,,
,45,239,1,《པེ་》《སྣར་》,མ།,,
,,240,2,《པེ་》《སྣར་》,mཔ།,,
,46,241,1,《པེ་》《སྣར་》,བསྒོམ།,,
,,242,2,《པེ་》,བསྒོམས།,,
,,243,3,《པེ་》《སྣར་》,བ།,,
,,244,4,《པེ་》《སྣར་》,mགོང་མ་ཡང་དག་་་པར་རྩོམ་པའི་སྒོམ་པ་དང་།,,
,,245,5,《པེ་》《སྣར་》,བསྒོམ།,,
,,246,6,《པེ་》《སྣར་》,བསྒོམ།,,
,,247,7,《པེ་》《སྣར་》,བསྒོམ།,,
,,248,8,《པེ་》《སྣར་》,mནི་བསྡུས་པ།,,
,,249,9,《པེ་》,བསྒྲུབས།,,
,,250,10,《པེ་》《སྣར་》,གྲོང་ནས་གྲོང་།,,
,48,251,1,《པེ་》《སྣར་》,བཟུང་།   (ཆོས་ཚན་འདིའི་ནང་དུ་གཟུང་ཞེས་པ་རྣམས་༧ ༢ལ་བཟུང་ཞེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།),,
,,252,2,《པེ་》《སྣར་》,mནི།,,
,,253,3,《པེ་》《སྣར་》,གྱི།,,
,,254,4,《པེ་》《སྣར་》,དེ།,,
,,255,5,《པེ་》《སྣར་》,ན།,,
,,256,6,《པེ་》《སྣར་》,mརྣམ་པ།,,
,49,257,1,《པེ་》《སྣར་》,pརོ། ,,
,,258,2,《པེ་》《སྣར་》,དྲུག,,
,,259,3,《པེ་》《སྣར་》,གིས།,,
,,260,4,《པེ་》《སྣར་》,བཅུའོ།,,
,,261,5,《པེ་》《སྣར་》,གི།,,
,,262,6,《པེ་》《སྣར་》,mལ།,,
,,263,7,《པེ་》《སྣར་》,སྒོམ།,,
,,264,8,《པེ་》《སྣར་》,གནོན།,,
,50,265,1,《པེ་》《སྣར་》,དགྲ།,,
,,266,2,《པེ་》《སྣར་》,པ།,,
,,267,3,《པེ་》《སྣར་》,pལ།,,
,,268,4,《པེ་》,pཡེ།,,
,,269,5,《པེ་》《སྣར་》,རྟས།,,
,,270,6,《པེ་》《སྣར་》,རྟས།,,
,,271,7,《པེ་》《སྣར་》,pཔ།,,
,,272,8,《པེ་》《སྣར་》,mདེའི།,,
,,273,9,《པེ་》,པར་བྱ།,,
,,274,10,《པེ་》《སྣར་》,བསྒོམ་པ་་དང་།,,
,,275,11,《པེ་》《སྣར་》,གེར།,,
,51,276,1,《པེ་》《སྣར་》,mནི།,,
,,277,2,《པེ་》《སྣར་》,mརྣམ་པ་འདི་གཉིས་ནི་རྗེས་སུ་མཐུན་པའི་ཆོས།,,
,,278,3,《སྣར་》,pནི།,,
,,279,4,《པེ་》《སྣར་》,ཀྱི།,,
,52,280,1,《པེ་》《སྣར་》,དཔའ།,,
,,281,2,《པེ་》《སྣར་》,mལ།,,
,,282,3,《པེ་》《སྣར་》,གྱིས།,,
,,283,4,《སྣར་》,ནི།,,
,,284,5,《པེ་》《སྣར་》,mརོ།,,
,,285,6,《པེ་》《སྣར་》,འདྲེས།,,
,,286,7,《པེ་》《སྣར་》,འདྲེས།,,
,,287,8,《པེ་》《སྣར་》,གེར།,,
,,288,9,《སྣར་》,mམ།,,
,53,289,1,《པེ་》《སྣར་》,mཇི་ལྟར་སྣང་བ་་་ཡོད་པའི་ཕྱིར་རོ།།,,
,,290,2,《པེ་》《སྣར་》,ནི།,,
,,291,3,《པེ་》《སྣར་》,གྱིས།,,
,,292,4,《པེ་》《སྣར་》,པར།,,
,,293,5,《པེ་》《སྣར་》,mཔ།,,
,54,294,1,《པེ་》《སྣར་》,མི་གཙང་།,,
,,295,2,《པེ་》《སྣར་》,ཤེས་བྱའི།,,
,,296,3,《པེ་》《སྣར་》,mདུ།,,
,55,297,1,《པེ་》《སྣར་》,གིས།,,
,,298,2,《པེ་》《སྣར་》,ངོ་།,,
,,299,3,《པེ་》《སྣར་》,པ།,,
,,300,4,《པེ་》《སྣར་》,འགྲུབ།,,
,,301,5,《པེ་》《སྣར་》,རྣམ་གསུམ།,,
,,302,6,《པེ་》《སྣར་》,ཀྱིས།,,
,,303,7,《པེ་》《སྣར་》,གྱིས།,,
,56,304,1,《པེ་》《སྣར་》,བྱ།,,
,,305,2,《སྣར་》,རིགས།,,
,,306,3,《པེ་》《སྣར་》,ཀྱིས།,,
,,307,4,《པེ་》《སྣར་》,རིང་།,,
,,308,5,《པེ་》《སྣར་》,ལ།,,
,,309,6,《པེ་》《སྣར་》,རིག,,
,,310,7,《པེ་》《སྣར་》,གིས།,,
,,311,8,《པེ་》《སྣར་》,འགྲུབ།,,
,57,312,1,《པེ་》《སྣར་》,རྗེ།,,
,,313,2,《པེ་》《སྣར་》《ཅོ་》,ཏོ།,,
,,314,3,《པེ་》《སྣར་》,སྤགས་པ།,,
,,315,4,《པེ་》《སྣར་》,mབྱ།,,
,,316,5,《པེ་》《སྣར་》,རྣམ།,,
,,317,6,《པེ་》《སྣར་》,གཉིས།,,
,,318,7,《པེ་》《སྣར་》,སྙོམས་དང་།,,
,,319,8,《པེ་》《སྣར་》,ལས།,,
,,320,9,《པེ་》《སྣར་》,སྤངས་པའི།,,
,,321,10,《པེ་》,རྟོགས།,《སྣར་》,ཏོགས།
,,322,11,《པེ་》《སྣར་》,mདེ།,,
,58,323,1,《པེ་》《སྣར་》,པ།,,
,,324,2,《པེ་》,བཏགས་པའི་ཡོ་བྱད།,《སྣར་》,བཏགས་པའི་ཡོད་པ།
,,325,3,《པེ་》《སྣར་》,mནི།,,
,,326,4,《པེ་》《སྣར་》,mའཛིན་པའོ།,,
,59,327,1,《པེ་》《སྣར་》,པ་དང།,,
,,328,2,《པེ་》《སྣར་》,སྐྱེ་བའི།,,
,,329,3,《པེ་》《སྣར་》,འབྱུང་། ,,
,60,330,1,《པེ་》《སྣར་》,mནི།,,
,,331,2,《པེ་》《སྣར་》,pརོ།,,
,,332,3,《པེ་》《སྣར་》,pམོད།,,
,,333,4,《སྣར་》,རྣམས།,,
,,334,5,《པེ་》《སྣར་》,mདངོས་པོ་མེད་པར་རྣམ་པར་རྟོག་པ་ཡང་མཐའོ།།,,
,,335,6,《པེ་》《སྣར་》,དོ།,,
,,336,7,《པེ་》《སྣར་》,བར།,,
,,337,8,《པེ་》《སྣར་》,པ།,,
,,338,9,《པེ་》《སྣར་》,ཀྱི།,,
,,339,10,《པེ་》《སྣར་》,སྤངས་པའི།,,
,,340,11,《པེ་》《སྣར་》,དངས།,,
,,341,12,《པེ་》《སྣར་》,སྤངས་པའི།,,
,61,342,1,《པེ་》《སྣར་》,གཉིས།,,
,,343,2,《པེ་》《སྣར་》,ཀྱི།,,
,,344,3,《པེ་》《སྣར་》,mནི།,,
,62,345,1,《པེ་》《སྣར་》,པར་མེད་པ།,,
,,346,2,《པེ་》《སྣར་》,ན།,,
,,347,3,《པེ་》《སྣར་》,སྒྲུབ།,,
,,348,4,《པེ་》《སྣར་》,mབསྒྲུབ་་བྱའི་དམིགས་པ་དང།,,
,,349,5,《པེ་》《སྣར་》,རྟོག,,
,,350,6,《པེ་》,སོ།,,
,,351,7,《པེ་》,རྟོག,,
,63,352,1,《པེ་》《སྣར་》,བསམ།,,
,,353,2,《པེ་》《སྣར་》,བསྐྱེད།,,
,,354,3,《པེ་》,mནི།,,
,,355,4,《སྣར་》,སྐྱེད།,,
,64,356,1,《པེ་》《སྣར་》,རྟོགས།,,
,,357,2,《པེ་》《སྣར་》,པོ།,,
,,358,3,《པེ་》《སྣར་》,གེ།,,
,,359,4,《པེ་》《སྣར་》,mདོན་གྱི།,,
,,360,5,《པེ་》《སྣར་》,བསྒྲུབ།,,
,,361,6,《པེ་》《སྣར་》,བསྒྲུབ།,,
,,362,7,《པེ་》《སྣར་》,བསྡུས།,,
,64,363,1,《པེ་》,རྟོག,,
,,364,2,《པེ་》《སྣར་》,mམ།,,
,,365,3,《པེ་》《སྣར་》,བསྒོམ།,,
,65,366,1,《པེ་》《སྣར་》,པར།,,
,,367,2,《པེ་》《སྣར་》,པ་སྟེ།,,
