མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,
,,102,2,《པེ་》《སྣར་》,རྟོགས།,,
,20,103,1,《པེ་》《སྣར་》,ཁོངས་སུ།,,
,21,104,1,《པེ་》《སྣར་》,ནོ།།,,
,,105,2,《པེ་》,༼དེ་དང་།,,
,,106,3,《པེ་》《སྣར་》,ལས།,,
,,107,4,《པེ་》《སྣར་》,ལས།,,
,,108,5,《པེ་》《སྣར་》,ལས།,,
,22,109,1,《པེ་》《སྣར་》,༼རྣམས།,,
,,110,2,《པེ་》《སྣར་》,༼ཏུ།,,
,,111,3,《པེ་》《སྣར་》,གྲོལ།,,
,,112,4,《པེ་》,རྒྱུད།,,
,,113,5,《པེ་》《སྣར་》,༼བར།,,
,23,114,1,《པེ་》《སྣར་》,བསྒོམས།,,
,,115,2,《པེ་》《སྣར་》,༼མྱུར་བ།,,
,,116,3,《པེ་》,༽དོ།།,,
,,117,4,《པེ་》《སྣར་》,གྲོལ།,,
,,118,5,《པེ་》,༽དོ།།,,
,,119,6,《པེ་》,རྒྱུགས།,,
,24,120,1,《པེ་》《སྣར་》,༼ཞེས།,,
,,121,2,《སྣར་》,༼ལས།,,
,,122,3,《པེ་》《སྣར་》,སྒོམ།,,
,,123,4,《སྣར་》,༽ཉིད།,,
,,124,5,《པེ་》《སྣར་》,༼རབ་ཏུ།,,
,25,125,1,《པེ་》《སྣར་》,༽རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།,,
,,126,2,《པེ་》《སྣར་》,༽ལ།,,
,,127,3,《པེ་》《སྣར་》,རྙོགས།,,
,,128,4,《པེ་》《སྣར་》,༼ཡིན།,,
,,129,5,《པེ་》《སྣར་》,ནར།,,
,26,130,1,《པེ་》《སྣར་》,པར།,,
,,131,2,《པེ་》《སྣར་》,བརྟགས།,,
,,132,3,《སྣར་》,༼ལ།,,
,,133,4,《པེ་》《སྣར་》,༽གནས་པ་ལ།,,
,,134,5,《པེ་》《སྣར་》,སྟན།,,
,,135,6,《པེ་》《སྣར་》,སྒྲུབ།,,
,,136,7,《སྣར་》,བསྒྲུབས།,,
,,137,8,《པེ་》《སྣར་》,མྱང་།,,
,,138,9,《སྣར་》,སྒྲུབ།,,
,,139,10,《སྣར་》,སྒྲུབ།,,
,,140,11,《པེ་》《སྣར་》,སྒྲུབ།,,
,27,141,1,《ཅོ་》,བསྒོམ།,,
,,142,2,《པེ་》《སྣར་》,སྒྲུབ།,,
,,143,3,《པེ་》《སྣར་》,གིས་ནི།,,
,,144,4,《པེ་》《སྣར་》,གྱིས།,,
,,145,5,《པེ་》《སྣར་》,༼ལ།,,
,,146,6,《པེ་》《སྣར་》,ཏེ།,,
,,147,7,《པེ་》《སྣར་》,གིས་ན།,,
,,148,8,《པེ་》《སྣར་》,༼ནི།,,
,,149,9,《པེ་》《སྣར་》,འགྱེད།,,
,,150,10,《པེ་》《སྣར་》,འགྱེད།,,
,,151,11,《པེ་》《སྣར་》,༼ལས།,,
,,152,12,《པེ་》,རིག་པར།,《སྣར་》,རིག་པ།
,28,153,1,《པེ་》《སྣར་》,ཞིང་།,,
,,154,2,《པེ་》《སྣར་》,༼ཤི་འཕོས་ནས།,,
,,155,3,《པེ་》《སྣར་》,དེ་ལས།,,
,,156,4,《པེ་》,༼སུ།,,
,,157,5,《པེ་》《སྣར་》,༼དངོས་པོ་དང་འབྲས་བུའི།,,
,,158,6,《པེ་》《སྣར་》,ཀྱིས།,,
,,159,7,《པེ་》《སྣར་》,༼ལ།,,
,,160,8,《པེ་》《སྣར་》,ལས།,,
,,161,9,《པེ་》《སྣར་》,༼མ།,,
,,162,10,《པེ་》《སྣར་》,མ།,,
,29,163,1,《པེ་》《སྣར་》,ད།,,
,,164,2,《པེ་》《སྣར་》,བརྟག,,
,,165,3,《པེ་》《སྣར་》,༼བྱུང་ན་ནི་མཚན་གཞི་ཆ་ཐ་དད་པ་ཡང་ཅིའི་ཕྱིར་མ་བྱུང་བ་ལས།,,
,,166,4,《པེ་》《སྣར་》,བའི་ཕྱིར།,,
,,167,5,《པེ་》《སྣར་》,པ།,,
,,168,6,《པེ་》《སྣར་》,བུར།,,
,,169,7,《པེ་》《སྣར་》,༼མ་བྱུང་བ།,,
,,170,8,《པེ་》《སྣར་》,༼ནི།,,
,,171,9,《པེ་》,རིག་པར།,《སྣར་》,རིག་པ།
,,172,10,《པེ་》《སྣར་》,ཀྱི།,,
,,173,11,《པེ་》《སྣར་》,ཞིག་ཅིང་།,,
,30,174,1,《ཅོ་》,༽པ།,,
,,175,2,《ཅོ་》,བཤམ།,,
,,176,3,《པེ་》《སྣར་》,༼གི།,,
,,177,4,《པེ་》《སྣར་》,༼ནི།,,
,,178,5,《པེ་》《སྣར་》,བལྟོས།,,
,,179,6,《པེ་》《སྣར་》,༼དང་།,,
,,180,7,《པེ་》《སྣར་》,ཀྱི།,,
,31,181,1,《པེ་》《སྣར་》,ཉིད།,,
,,182,2,《པེ་》《སྣར་》,རྒྱུད།,,
,,183,3,《པེ་》《སྣར་》,ཅེས།,,
,,184,4,《ཅོ་》,༽།།  །།,,
,,185,5,《པེ་》《སྣར་》,ལས།,,
,32,186,1,《པེ་》《སྣར་》,པའི།,,
,,187,2,《སྣར་》,༼པ།,,
,,188,3,《པེ་》,༼ངེ་།,,
,,189,4,《སྣར་》,འཇུགས།,,
,,190,5,《པེ་》,སྤོངས་པས།,,
,,191,6,《པེ་》《སྣར་》,༼དེ།,,
,,192,7,《པེ་》《སྣར་》,བརྟེན།,,
,,193,8,《པེ་》《སྣར་》,བསྒོམ།,,
,33,194,1,《པེ་》《སྣར་》,སྔོས།,,
,,195,2,《པེ་》《སྣར་》,ཀྱི།,,
,,196,3,《སྣར་》,གྱི།,,
,,197,4,《པེ་》《སྣར་》,བརྟན།,,
,,198,5,《པེ་》《སྣར་》,གྱི།,,
,,199,6,《པེ་》《སྣར་》,པའི།,,
,,200,7,《པེ་》《སྣར་》,སྔོན།,,
,,201,8,《པེ་》,དུ།,,
,,202,9,《པེ་》,མེད།,,
,34,203,1,《པེ་》《སྣར་》,༼མ།,,
,,204,2,《པེ་》《སྣར་》,ནི།,,
,35,205,1,《པེ་》《སྣར་》,སྨྲ།,,
,,206,2,《པེ་》《སྣར་》,ལ།,,
,36,207,1,《པེ་》《སྣར་》,ཕྲལ།,,
,,208,2,《པེ་》《སྣར་》,༼གྱི།,,
,,209,3,《པེ་》《སྣར་》,༼ཡོངས་སུ་ཉམས་པས།,,
,,210,4,《སྣར་》,༼ན།,,
,,211,5,《པེ་》《སྣར་》,འཇུག,,
,,212,6,《པེ་》《སྣར་》,ཅེས།,,
,,213,7,《པེ་》《སྣར་》,ལས།,,
,37,214,1,《པེ་》《སྣར་》,ན།,,
,,215,2,《པེ་》《སྣར་》,༼གཅིག་ཡིན་པས་བདག་པོའི་རྐྱེན།,,
,,216,3,《པེ་》《སྣར་》,༼གང་།,,
,,217,4,《པེ་》《སྣར་》,༼ནི།,,
,,218,5,《པེ་》《སྣར་》,ལས།,,
,38,219,1,《པེ་》《སྣར་》,ལས།,,
,,220,2,《པེ་》《སྣར་》,གྱི།,,
,39,221,1,《པེ་》《སྣར་》,གྱིས།,,
,,222,2,《པེ་》《སྣར་》,༼ན།,,
,,223,3,《པེ་》《སྣར་》,ཀྱིས།,,
,,224,4,《པེ་》《སྣར་》,སྤངས།,,
,,225,5,《པེ་》,ལ།  བག,《སྣར་》,ལས། བག
,,226,6,《སྣར་》,ཀྱི།,,
,,227,7,《པེ་》《སྣར་》,༼མ།,,
,40,228,1,《སྣར་》,གིས་ཚན།,,
,,229,2,《པེ་》《སྣར་》,༼ན།,,
,,230,3,《པེ་》《སྣར་》,༽ཡང་།,,
,,231,4,《པེ་》《སྣར་》,སྤོང་བ།,,
,,232,5,《པེ་》《སྣར་》,ལྟར་ལྟ་བའི།,,
,,233,6,《པེ་》《སྣར་》,འདི།,,
,,234,7,《པེ་》《སྣར་》,དང་།,,
,,235,8,《པེ་》《སྣར་》,༼དེ།,,
,,236,9,《སྣར་》,པར།,,
,41,237,1,《པེ་》《སྣར་》,༼རྣམ་པར་གྲོལ་བ་མི་སྐྱེ་སྟེ།,,
,,238,2,《པེ་》《སྣར་》,མྱ་ངན་ལས་འདས་པར།,,
,,239,3,《པེ་》《སྣར་》,༼རྣམས།,,
,,240,4,《པེ་》《སྣར་》,༽ལྟ།,,
,,241,5,《པེ་》《སྣར་》,༼ལྟ།,,
,,242,6,《པེ་》《སྣར་》,ལ།,,
,,243,7,《པེ་》《སྣར་》,༼ཁུང་དུ།,,
,,244,8,《པེ་》《སྣར་》,འཐུན།,,
,,245,9,《པེ་》《སྣར་》,བ།,,
,,246,10,《པེ་》《སྣར་》,༼རོ།།,,
,,247,11,《པེ་》《སྣར་》,༼ཡིན།,,
,,248,12,《པེ་》《སྣར་》,བསྒོམ།,,
,42,249,1,《ཅོ་》,པ།,,
,,250,2,《པེ་》《སྣར་》,གིས།,,
,,251,3,《པེ་》《སྣར་》,༼ཡིན།,,
,,252,4,《པེ་》《སྣར་》,དེ།,,
,,253,5,《ཅོ་》,གིས།,,
,,254,6,《པེ་》《སྣར་》,༼དེ།,,
,43,255,1,《པེ་》《སྣར་》,༼བྱུང་བ།,,
,,256,2,《པེ་》《སྣར་》,བསྐྱེད།,,
,,257,3,《པེ་》《སྣར་》,༼གྱི།,,
,,258,4,《པེ་》《སྣར་》,པ།,,
,,259,5,《པེ་》《སྣར་》,ལ།,,
,44,260,1,《པེ་》,སྐྱེ་བར།,,
,,261,2,《པེ་》《སྣར་》,༼ཀྱང་།,,
,,262,3,《པེ་》《སྣར་》,༼ཅི།,,
,45,263,1,《པེ་》《སྣར་》,ལས།,,
,,264,2,《པེ་》《སྣར་》,ཞིག,,
,,265,3,《པེ་》《སྣར་》,ལས།,,
,,266,4,《པེ་》《སྣར་》,ཞིག,,
,,267,5,《པེ་》《སྣར་》,ཀྱི།,,
,,268,6,《པེ་》《སྣར་》,༼ཀྱང་།,,
,,269,7,《པེ་》《སྣར་》,༽གཞན་དུ།,,
,,270,8,《པེ་》《སྣར་》,ལས།,,
,46,271,1,《པེ་》,༼ཡིད་ལ།,,
,,272,2,《པེ་》《སྣར་》,༼ཉིང་།,,
,,273,3,《པེ་》《སྣར་》,༼ཀྱི།,,
,,274,4,《པེ་》《སྣར་》,ལ།,,
,,275,5,《པེ་》《སྣར་》,༽བ།,,
,,276,6,《པེ་》《སྣར་》,གྱི།,,
,,277,7,《པེ་》《སྣར་》,༼ཉིང་།,,
,,278,8,《པེ་》《སྣར་》,དགས།,,
,47,279,1,《པེ་》《སྣར་》,༽ཡང་།,,
,,280,2,《པེ་》《སྣར་》,པོ།,,
,,281,3,《པེ་》《སྣར་》,བའོ།,,
,,282,4,《པེ་》《སྣར་》,༼གཉིས།,,
,,283,5,《པེ་》《སྣར་》,བའོ།,,
,,284,6,《པེ་》《སྣར་》,བའོ།,,
,,285,7,《པེ་》《སྣར་》,༼གྱི།,,
,48,286,1,《པེ་》《སྣར་》,༼མངོན་པར།,,
,,287,2,《པེ་》《སྣར་》,༼ཡོངས།,,
,,288,3,《པེ་》《སྣར་》,འགྱུར་བ།,,
,,289,4,《པེ་》《སྣར་》,༼དང་།,,
,,290,5,《པེ་》,དོགས།,,
,,291,6,《པེ་》《སྣར་》,རྟས།,,
,49,292,1,《པེ་》《སྣར་》,བ།,,
,,293,2,《པེ་》《སྣར་》,༼དང་།,,
,,294,3,《པེ་》《སྣར་》,གིས།,,
,,295,4,《པེ་》《སྣར་》,༼དང་།,,
,,296,5,《པེ་》《སྣར་》,ལས།,,
,,297,6,《པེ་》《སྣར་》,བཞག་པ།,,
,,298,7,《པེ་》《སྣར་》,པ།,,
,,299,8,《པེ་》《སྣར་》,དུབ།,,
,,300,9,《པེ་》《སྣར་》,བར་དུ།,,
,50,301,1,《སྣར་》,དེ།,,
,,302,2,《པེ་》《སྣར་》,ལ།,,
,,303,3,《སྣར་》,༼པ།,,
,,304,4,《པེ་》《སྣར་》,ལས།,,
,,305,5,《པེ་》《སྣར་》,༼ནི།,,
,,306,6,《པེ་》《སྣར་》,རྟེན།,,
,,307,7,《པེ་》《སྣར་》,རྟག,,
,51,308,1,《པེ་》《སྣར་》,གྱུར།,,
,,309,2,《པེ་》《སྣར་》,ཀྱི་འཐོབ།,,
,,310,3,《པེ་》《སྣར་》,པས།,,
,,311,4,《པེ་》《སྣར་》,འཕགས།,,
,,312,5,《པེ་》《སྣར་》,༼སུམ།,,
,,313,6,《པེ་》《སྣར་》,བར།,,
,,314,7,《པེ་》《སྣར་》,༼དགེ་བའི།,,
,,315,8,《པེ་》《སྣར་》,༼དག,,
,52,316,1,《པེ་》《སྣར་》,ལྟར།,,
,,317,2,《པེ་》《སྣར་》,༼མ་ཡིན་པ།,,
,,318,3,《པེ་》《སྣར་》,རྟས།,,
,,319,4,《པེ་》,སྲོགས།,,
,,320,5,《ཅོ་》,མཐུང་།,,
,,321,6,《པེ་》《སྣར་》,གི།,,
,,322,7,《པེ་》《སྣར་》,གི།,,
,,323,8,《པེ་》《སྣར་》,བསྟན།,,
,53,324,1,《པེ་》,སྐྱི་བོས།,,
,,325,2,《པེ་》《སྣར་》,ཐ་མ།,,
,,326,3,《པེ་》《སྣར་》,༽ནི།,,
,,327,4,《པེ་》《སྣར་》,གི།,,
,,328,5,《པེ་》《སྣར་》,མཐུན།,,
,54,329,1,《པེ་》《སྣར་》,༼སྲོག་གཅོད་པ་རྣམས།,,
,,330,2,《པེ་》《སྣར་》,༼དག,,
,,331,3,《ཅོ་》,༼ངན།,,
,,332,4,《པེ་》《སྣར་》,དང་ལྡན།,,
,,333,5,《པེ་》《སྣར་》,༼དག,,
,55,334,1,《པེ་》《སྣར་》,༼བ།,,
,,335,2,《པེ་》《སྣར་》,ལྟར།,,
,,336,3,《པེ་》《སྣར་》,གྱི།,,
,,337,4,《པེ་》《སྣར་》,ཀྱིས།,,
,,338,5,《ཅོ་》,བརྟགས།,,
,,339,6,《སྣར་》,ཕྲོད།,,
,,340,7,《པེ་》《སྣར་》,དང་།,,
,,341,8,《པེ་》《སྣར་》,བཏགས།,,
,,342,9,《པེ་》《སྣར་》,ཀྱི།,,
,56,343,1,《པེ་》《སྣར་》,ཤེས་རྣམས།,,
,,344,2,《པེ་》《སྣར་》,རྟེན།,,
,,345,3,《སྣར་》,པོར་ཡང་།,,
,,346,4,《པེ་》《སྣར་》,རིགས།,,
,,347,5,《པེ་》《སྣར་》,རིགས།,,
,,348,6,《པེ་》《སྣར་》,བཏགས།,,
,,349,7,《སྣར་》,ལས།,,
,,350,8,《པེ་》《སྣར་》,༼དེ་ཡང་།,,
,,351,9,《པེ་》《སྣར་》,༼མ།,,
,,352,10,《པེ་》《སྣར་》,༼དང་།,,
,57,353,1,《པེ་》《སྣར་》,ཀྱིས།,,
,58,354,1,《པེ་》《སྣར་》,གོང་།,,
,,355,2,《པེ་》《སྣར་》,༼དག,,
,,356,3,《པེ་》《སྣར་》,པོ།,,
,,357,4,《པེ་》《སྣར་》,༼ལུས་ཀྱི།,,
,,358,5,《པེ་》《སྣར་》,རིགས།,,
,59,359,1,《པེ་》《སྣར་》,འབར་བ།,,
,,360,2,《པེ་》《སྣར་》,སྲེག,,
,,361,3,《པེ་》《སྣར་》,པོ།,,
,,362,4,《པེ་》《སྣར་》,པའི།,,
,,363,5,《པེ་》《སྣར་》,ཀྱི།,,
,,364,6,《པེ་》《སྣར་》,གྱིས།,,
,,365,7,《པེ་》《སྣར་》,སོ་སོ་དག,,
,,366,8,《པེ་》《སྣར་》,འགགས།,,
,,367,9,《པེ་》《སྣར་》,འགགས།,,
,,368,10,《པེ་》《སྣར་》,༼དག,,
,,369,11,《པེ་》《སྣར་》,༼བ།,,
,60,370,1,《སྣར་》,བྱེད་པ།,,
,,371,2,《པེ་》《སྣར་》,བརྟེན།,,
,,372,3,《པེ་》《སྣར་》,ཤིང་མནོད།,,
,,373,4,《པེ་》《སྣར་》,མནོད།,,
,,374,5,《པེ་》《སྣར་》,རིམས་ཀྱིས།,,
,,375,6,《པེ་》《སྣར་》,རིམས་ཀྱིས།,,
,,376,7,《སྣར་》,བརྟན།,,
,61,377,1,《པེ་》《སྣར་》,༼དང་།,,
,,378,2,《པེ་》《སྣར་》,༼སུ།,,
,,379,3,《པེ་》,༽ས་ལ།,,
,,380,4,《པེ་》《སྣར་》,༼དང་མ་འོངས་པ།,,
,,381,5,《པེ་》《སྣར་》,༼ཁོ་ན།,,
,,382,6,《པེ་》《སྣར་》,༼ལ།,,
,,383,7,《པེ་》《སྣར་》,༼དེ།,,
,62,384,1,《པེ་》《སྣར་》,༼གནས།,,
,,385,2,《པེ་》《སྣར་》,༼བཅོམ་པ་ནི།,,
,,386,3,《པེ་》《སྣར་》,༽ནི།,,
,,387,4,《པེ་》《སྣར་》,བྱེད།,,
,,388,5,《པེ་》《སྣར་》,ནས།,,
,,389,6,《པེ་》《སྣར་》,སྐྱེད།,,
,,390,7,《པེ་》《སྣར་》,སྐྱེད།,,
,63,391,1,《པེ་》《སྣར་》,སྐྱེད།,,
,,392,2,《པེ་》《སྣར་》,གཞིའི།,,
,,393,3,《པེ་》《སྣར་》,༼བ།,,
,,394,4,《པེ་》《སྣར་》,ལ།,,
,,395,5,《པེ་》《སྣར་》,སྐྱེའི།,,
,64,396,1,《པེ་》《སྣར་》,༼ལྟ།,,
,,397,2,《པེ་》《སྣར་》,༼དེ།,,
,,398,3,《པེ་》《སྣར་》,༼ལ།,,
,,399,4,《པེ་》《སྣར་》,ཀྱིས།,,
,65,400,1,《པེ་》《སྣར་》,༼ཡོངས་སུ།,,
,,401,2,《པེ་》《སྣར་》,༼ཀྱི།,,
,,402,3,《པེ་》《སྣར་》,རྩམ།,,
,,403,4,《པེ་》《སྣར་》,བཏགས།,,
,,404,5,《པེ་》《སྣར་》,བ།,,
,66,405,1,《པེ་》,པའི།,,
,,406,2,《པེ་》《སྣར་》,མི་བྱེད།,,
,,407,3,《ཅོ་》,བསྐྱེད།,,
,,408,4,《པེ་》《སྣར་》,བརྗེད།,,
,,409,5,《པེ་》《སྣར་》,གི།,,
,,410,6,《པེ་》《སྣར་》,བྱེད།,,
,,411,7,《པེ་》《སྣར་》,པ།,,
,,412,8,《པེ་》《སྣར་》,༼དུ།,,
,,413,9,《པེ་》《སྣར་》,ལ།,,
,,414,10,《པེ་》《སྣར་》,ལམ།,,
,67,415,1,《པེ་》《སྣར་》,འཁྲུག,,
,,416,2,《པེ་》《སྣར་》,བྱ་སྟེ།,,
,,417,3,《པེ་》《སྣར་》,དང་།,,
,,418,4,《པེ་》《སྣར་》,༼ལས།,,
,,419,5,《པེ་》《སྣར་》,བྱུང་།,,
,,420,6,《པེ་》《སྣར་》,༼དང་།  གང་དག་རབ་ཏུ་འབྱུང་བར་འོས་པ།,,
,,421,7,《པེ་》《སྣར་》,པར།,,
,,422,8,《པེ་》《སྣར་》,བརྟན།,,
,68,423,1,《པེ་》《སྣར་》,བླང་བ།,,
,,424,2,《པེ་》《སྣར་》,ལས།,,
,,425,3,《པེ་》《སྣར་》,༼ཡོད།,,
,,426,4,《པེ་》《སྣར་》,གི།,,
,,427,5,《པེ་》,པར།,,
,,428,6,《པེ་》《སྣར་》,པ།,,
,,429,7,《པེ་》《སྣར་》,གི།,,
,,430,8,《པེ་》《སྣར་》,བརྗོད།,,
,,431,9,《པེ་》《སྣར་》,གཉི་གའི།,,
,69,432,1,《པེ་》《སྣར་》,ལས།,,
,,433,2,《པེ་》《སྣར་》,ཅིག,,
,,434,3,《པེ་》《སྣར་》,ནས།,,
,,435,4,《པེ་》《སྣར་》,སྤང་།,,
,,436,5,《པེ་》《སྣར་》,སྤང་།,,
,,437,6,《སྣར་》,ལ།,,
,,438,7,《པེ་》《སྣར་》,༼གཞན།,,
,70,439,1,《པེ་》《སྣར་》,བཅད།,,
,,440,2,《པེ་》,སླངས།,,
,,441,3,《པེ་》《སྣར་》,བསྲུང་།,,
,,442,4,《པེ་》《སྣར་》,པ།,,
,,443,5,《པེ་》《སྣར་》,༼པ།,,
,,444,6,《པེ་》《སྣར་》,ནི།,,
,,445,7,《པེ་》,སྔགས།,,
,,446,8,《པེ་》《སྣར་》,༼པ།,,
,71,447,1,《པེ་》,མི།,,
,,448,2,《པེ་》《སྣར་》,༼པ།,,
,,449,3,《སྣར་》,༼པ།,,
,,450,4,《པེ་》《སྣར་》,༼བྱེད་པས་ཉམས་པར།,,
,,451,5,《པེ་》《སྣར་》,༼དེ།,,
,,452,6,《པེ་》《སྣར་》,པ།,,
,,453,7,《པེ་》《སྣར་》,འོངས་པའི།,,
,,454,8,《པེ་》《སྣར་》,འཐོབ།,,
,,455,9,《པེ་》《སྣར་》,པའི།,,
,72,456,1,《ཅོ་》,བགྱེས།,,
,,457,2,《པེ་》《སྣར་》,པར།,,
,,458,3,《སྣར་》,པར།,,
,,459,4,《པེ་》《སྣར་》,གཉིས་ཀའི།,,
,,460,5,《པེ་》《སྣར་》,ཀྱི།,,
,,461,6,《པེ་》,སྙན།,,
,,462,7,《པེ་》《སྣར་》,ཀྱི།,,
,73,463,1,《པེ་》《སྣར་》,༼ཀྱང་།,,
