མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།
,,54,9,《པེ་》《སྣར་》,བསྟད།,
,,55,10,《པེ་》《སྣར་》,པས།,
,,56,11,《པེ་》《སྣར་》,༼དང་།,
,686,57,1,《པེ་》《སྣར་》,བརྩོམ།,
,,58,2,《པེ་》《སྣར་》,འཐུན།,
,,59,3,《པེ་》《སྣར་》,འཐུན།,
,,60,4,《པེ་》《སྣར་》,སྒོམས།,
,,61,5,《པེ་》《སྣར་》,པས།,
,,62,6,《པེ་》《སྣར་》,འཐུན།,
,,63,7,《པེ་》《སྣར་》,པས།,
,,64,8,《པེ་》《སྣར་》,༽རྣམས།,
,,65,9,《སྣར་》,པའི།,
,687,66,1,《པེ་》《སྣར་》,པས།,
,,67,2,《པེ་》《སྣར་》,པས།,
,,68,3,《པེ་》《སྣར་》,ཡ།,
,,69,4,《པེ་》《སྣར་》,༼ཡིན།,
,,70,5,《པེ་》《སྣར་》,༽ལ།,
,,71,6,《པེ་》《སྣར་》,དེ།,
,,72,7,《པེ་》《སྣར་》,དགགས།,
,,73,8,《པེ་》《སྣར་》,༼ཞེ།,
,688,74,1,《པེ་》《སྣར་》,༼ནི།,
,,75,2,《པེ་》《སྣར་》,བྱེད།,
,,76,3,《པེ་》《སྣར་》,བ།,
,,77,4,《པེ་》《སྣར་》,རྒྱུའི།,
,689,78,1,《པེ་》《སྣར་》,༼གང་།,
,,79,2,《པེ་》《སྣར་》,༼སྡིག་པ།,
,,80,3,《པེ་》《སྣར་》,པ།,
,,81,4,《པེ་》《སྣར་》,འབབ།,
,,82,5,《པེ་》《སྣར་》,༼མི།,
,690,83,1,《པེ་》《སྣར་》,༼རོ།,
,,84,2,《པེ་》《སྣར་》,ནས།,
,,85,3,《པེ་》《སྣར་》,༼ནི།,
,,86,4,《པེ་》《སྣར་》,ཕྱིས།,
,,87,5,《པེ་》《སྣར་》,རྙེབས།,
,,88,6,《པེ་》《སྣར་》,འཐུན།,
,,89,7,《པེ་》《སྣར་》,དགའ་བའི།,
,,90,8,《པེ་》《སྣར་》,བརྡུང་།,
,691,91,1,《པེ་》《སྣར་》,ཉེ་བར།,
,,92,2,《པེ་》《སྣར་》,༼བྱེད།,
,,93,3,《པེ་》《སྣར་》,༽ནི།,
,,94,4,《པེ་》《སྣར་》,༼ནས།,
,,95,5,《པེ་》《སྣར་》,པས།,
,,96,6,《པེ་》《སྣར་》,༼ཏུ།,
,692,97,1,《པེ་》《སྣར་》,དེས།,
,,98,2,《པེ་》,བ།,
,,99,3,《པེ་》《སྣར་》,སྐྱི་བོ།,
,,100,4,《པེ་》《སྣར་》,༼མ་རྙེད་ཀྱི་བར།,
,,101,5,《པེ་》《སྣར་》,བརྗེད།,
,,102,6,《པེ་》《སྣར་》,༼ཞག,
,693,103,1,《པེ་》,༼ལས།,
,,104,2,《པེ་》《སྣར་》,ནི།,
,,105,3,《པེ་》《སྣར་》,རྟས།,
,,106,4,《པེ་》《སྣར་》,སྡོམས།,
,,107,5,《པེ་》《སྣར་》,བ།,
,,108,6,《པེ་》《སྣར་》,ཏེ།,
,694,109,1,《པེ་》《སྣར་》,གཏང་།,
,,110,2,《པེ་》,ཐོང་།,
,,111,3,《སྣར་》,དེ།,
,,112,4,《པེ་》《སྣར་》,བར།,
,,113,5,《པེ་》,བར།,
,,114,6,《པེ་》《སྣར་》,ངོ་།།,
,,115,7,《པེ་》《སྣར་》,༽དེ།,
,,116,8,《པེ་》《སྣར་》,༼དང་།,
,,117,9,《པེ་》《སྣར་》,༼ཕ།,
,,118,10,《པེ་》《སྣར་》,གི་མ་རུངས་པར།,
,,119,11,《པེ་》《སྣར་》,རུངས་པར།,
,695,120,1,《པེ་》《སྣར་》,རུངས་པར།,
,,121,2,《སྣར་》,འཐུན།,
,,122,3,《པེ་》《སྣར་》,འཐུན།,
,,123,4,《པེ་》《སྣར་》,མེད་ཀྱང་།,
,696,124,1,《པེ་》《སྣར་》,༼དེ།,
,,125,2,《པེ་》《སྣར་》,༼དེ།,
,,126,3,《པེ་》《སྣར་》,ནས།,
,,127,4,《པེ་》《སྣར་》,༼ལྟ།,
,,128,5,《པེ་》《སྣར་》,༽དང་།,
,,129,6,《པེ་》《སྣར་》,༼ཡིན།,
,697,130,1,《པེ་》《སྣར་》,རོ།།,
,,131,2,《པེ་》《སྣར་》,པྲིས།,
,,132,3,《པེ་》《སྣར་》,པྲིས།,
,,133,4,《པེ་》《སྣར་》,དེར།,
,,134,5,《པེ་》《སྣར་》,པར།,
,,135,6,《པེ་》《སྣར་》,པྲིས།,
,,136,7,《པེ་》《སྣར་》,འགགས།,
,,137,8,《པེ་》《སྣར་》,༼འབྱུང་བ་ཆེན་པོ།,
,,138,9,《པེ་》《སྣར་》,འཐུན།,
,,139,10,《པེ་》《སྣར་》,༼དུས།,
,,140,11,《པེ་》《སྣར་》,༼མེར་མེར་པོ།,
,,141,12,《པེ་》《སྣར་》,པོ།,
,,142,13,《པེ་》《སྣར་》,འབྱུང་།,
,698,143,1,《པེ་》《སྣར་》,ཀྱི།,
,,144,2,《པེ་》《སྣར་》,ཏེ།,
,,145,3,《ཅོ》,གིས།,
,,146,4,《པེ་》《སྣར་》,གྲུབ།,
,,147,5,《པེ་》《སྣར་》,བ།,
,,148,6,《པེ་》《སྣར་》,གྱུར།,
,699,149,1,《པེ་》《སྣར་》,སྡུས།,
,,150,2,《སྣར་》,འཇིག,
,,151,3,《པེ་》《སྣར་》,པ།,
,,152,4,《པེ་》《སྣར་》,༼ལ།,
,,153,5,《པེ་》《སྣར་》,དེ་ན།,
,,154,6,《པེ་》《སྣར་》,༼ཡིན།,
,,155,7,《པེ་》《སྣར་》,༼ནི།,
,,156,8,《པེ་》《སྣར་》,༼མ།,
,700,157,1,《པེ་》《སྣར་》,འབྱུང་།,
,,158,2,《པེ་》《སྣར་》,༼ནི་མ།,
,,159,3,《པེ་》《སྣར་》,༼པ།,
,,160,4,《སྣར་》,ས་བོན།,
,,161,5,《པེ་》《སྣར་》,༼པ།,
,,162,6,《སྣར་》,བ།,
,701,163,1,《པེ་》《སྣར་》,ཀྱི།,
,,164,2,《པེ་》《སྣར་》,འཐུན།,
,,165,3,《པེ་》《སྣར་》,༼ཀྱང་རྐྱེན་རྣམས།,
,,166,4,《པེ་》《སྣར་》,དོད།,
,,167,5,《པེ་》《སྣར་》,བྱུང་།,
,,168,6,《པེ་》《སྣར་》,རྟས།,
,,169,7,《པེ་》《སྣར་》,རྟས།,
,702,170,1,《པེ་》《སྣར་》,༼དུས་རྣམ་པ།,
,,171,2,《པེ་》《སྣར་》,པྲིས།,
,,172,3,《པེ་》《སྣར་》,ཡོག,
,,173,4,《པེ་》《སྣར་》,པྲིས།,
,,174,5,《པེ་》《སྣར་》,འཐུན།,
,,175,6,《པེ་》《སྣར་》,བརྟེན།,
,,176,7,《པེ་》《སྣར་》,པའི།,
,703,177,1,《པེ་》,བསྟེན་གྲགས།,《སྣར་》,བརྟེན་གྲགས།
,,178,2,《པེ་》《སྣར་》,མཆོད།,
,,179,3,《པེ་》《སྣར་》,བརྟེན།,
,,180,4,《པེ་》《སྣར་》,གློ།,
,,181,5,《པེ་》《སྣར་》,གིས།,
,,182,6,《པེ་》《སྣར་》,བསྐྱེད།,
,,183,7,《པེ་》《སྣར་》,༼ནི།,
,,184,8,《པེ་》《སྣར་》,ཡོག,
,,185,9,《པེ་》《སྣར་》,འདུ་ཤེས།,
,704,186,1,《པེ་》《སྣར་》,༼རེག་པ་ནས་ཡིད་ཀྱི་འདུས་ཏེ།,
,,187,2,《པེ་》《སྣར་》,གིས།,
,,188,3,《པེ་》《སྣར་》,དེར།,
,,189,4,《སྣར་》,གིས།,
,,190,5,《པེ་》《སྣར་》,བསླབས་པ།,
,,191,6,《པེ་》《སྣར་》,བསྒྲུབ།,
,,192,7,《པེ་》《སྣར་》,བསྐྱེད།,
,,193,8,《པེ་》《སྣར་》,༽ཏུ།,
,,194,9,《པེ་》《སྣར་》,སྟེ།,
,705,195,1,《པེ་》《སྣར་》,༽བ།,
,,196,2,《པེ་》《སྣར་》,ལས།,
,,197,3,《པེ་》《སྣར་》,༽རྟེན།,
,,198,4,《པེ་》《སྣར་》,༼འདི་ལྟར།,
,,199,5,《པེ་》《སྣར་》,འཇིག,
,706,200,1,《པེ་》《སྣར་》,༼གསུམ་པ་མན་ཆད་མཐའ་དག་འཇིག་གོ། །བསམ་གཏན་བཞི་པ་ན་ནི་བསམ་གཏན། ,
,,201,2,《པེ་》《སྣར་》,༼ཁང་།,
,,202,3,《པེ་》《སྣར་》,མོ་ནི།,
,,203,4,《སྣར་》,འཇིག,
,,204,5,《པེ་》《སྣར་》,ཆགས།,
,,205,6,《པེ་》《སྣར་》,གི།,
,,206,7,《པེ་》《སྣར་》,༼དེ་ནི་གྲངས་གྱི་གདགས་པས།,
,,207,8,《པེ་》,༼ལ།,
,,208,9,《པེ་》《སྣར་》,ཆགས།,
,,209,10,《པེ་》《སྣར་》,བཞག (ཆོས་ཚན་འདིའི་ནང་དུ་གཞག་ཅེས་པ་རྣམས་《པེ་》《སྣར་》ལ་བཞག་ཅེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།),
,,210,11,《པེ་》《སྣར་》,འགྲིབས་ཏེ།,
,707,211,1,《པེ་》《སྣར་》,བསླངས།,
,,212,2,《པེ་》《སྣར་》,འགྲིབས།,
,,213,3,《པེ་》《སྣར་》,བསླངས།,
,,214,4,《པེ་》《སྣར་》,༽ལོ།,
,,215,5,《པེ་》《སྣར་》,༼གྱིས།,
,,216,6,《པེ་》《སྣར་》,བསྲུང་།,
,,217,7,《པེ་》《སྣར་》,༼ཡང་།,
,,218,8,《པེ་》《སྣར་》,༽དུ།,
,,219,9,《པེ་》《སྣར་》,འགོ།,
,708,220,1,《པེ་》《སྣར་》,༽མི།,
,,221,2,《པེ་》《སྣར་》,གི།,
,,222,3,《པེ་》《སྣར་》,༼དེ་ལྟར།,
,,223,4,《པེ་》《སྣར་》,༼ནི།,
,,224,5,《པེ་》《སྣར་》,༽ནས།,
,709,225,1,《པེ་》《སྣར་》,རོ།།,
,,226,2,《སྣར་》,ལས་ཐུག་པ།,
,,227,3,《སྣར་》,འཇིགས།,
,,228,4,《པེ་》《སྣར་》,བུ།,
,,229,5,《པེ་》《སྣར་》,བྱ་སྟེ།,
,,230,6,《པེ་》《སྣར་》,༼དེའི།,
,710,231,1,《པེ་》《སྣར་》,བསྲེག,
,,232,2,《པེ་》《སྣར་》,བསྲེག,
,,233,3,《པེ་》《སྣར་》,བསྲེག,
,,234,4,《པེ་》《སྣར་》,འགྱུར།,
,,235,5,《པེ་》《སྣར་》,བསྲེག,
,,236,6,《པེ་》《སྣར་》,དེ།,
,,237,7,《པེ་》《སྣར་》,པའི།,
,711,238,1,《པེ་》《སྣར་》,བསྐམ།,
,,239,2,《པེ་》,གིས།,
,,240,3,《པེ་》《སྣར་》,ན།,
,712,241,1,《པེ་》《སྣར་》,པ།,
,,242,2,《པེ་》《སྣར་》,༼ན།,
,,243,3,《པེ་》《སྣར་》,ལ།,
,,244,4,《པེ་》《སྣར་》,ལ།,
,713,245,1,《པེ་》《སྣར་》,ནས།,
,,246,2,《པེ་》《སྣར་》,བ།,
,,247,3,《པེ་》《སྣར་》,ལྟེང་།,
,,248,4,《པེ་》《སྣར་》,ཏེ།,
,,249,5,《པེ་》《སྣར་》,བབ།,
,,250,6,《པེ་》《སྣར་》,བསྒྲུབ།,
,,251,7,《པེ་》《སྣར་》,རོ།།,
,,252,8,《པེ་》《སྣར་》,དཱུརྱའི།,
,,253,9,《པེ་》《སྣར་》,༽པ།,
,,254,10,《པེ་》《སྣར་》,པ་སྟེ།,
,,255,11,《པེ་》,དོ། །རྒྱར།,《སྣར་》,དོ།  །རྒྱུར།
,714,256,1,《སྣར་》,བྲི།,
,,257,2,《པེ་》《སྣར་》,ཀྱི།,
,,258,3,《པེ་》《སྣར་》,༽གི།,
,,259,4,《པེ་》《སྣར་》,༽རི།,
,,260,5,《པེ་》《སྣར་》,ཚེ་བའི།,
,,261,6,《སྣར་》,༼གྱི།,
,,262,7,《པེ་》《སྣར་》,པོའོ།,
,,263,8,《པེ་》《སྣར་》,༼གི།,
,715,264,1,《པེ་》《སྣར་》,དོ།།,
,,265,2,《པེ་》《སྣར་》,དྲུང་།,
,,266,3,《པེ་》《སྣར་》,༽པ།,
,,267,4,《པེ་》《སྣར་》,འཕྲེང་།,
,,268,5,《པེ་》《སྣར་》,དེ།,
,,269,6,《པེ་》《སྣར་》,༼པ།,
,716,270,1,《པེ་》《སྣར་》,བ།,
,,271,2,《པེ་》《སྣར་》,༼ཁྲི།,
,,272,3,《པེ་》《སྣར་》,དེ།,
,,273,4,《པེ་》《སྣར་》,བུ།,
,,274,5,《སྣར་》,དངོས།,
,717,275,1,《པེ་》《སྣར་》,པོའི།,
,,276,2,《པེ་》《སྣར་》,འབྱུང་།,
,,277,3,《པེ་》《སྣར་》,༽ནི།,
,,278,4,《པེ་》《སྣར་》,ཁང་།,
,,279,5,《པེ་》《སྣར་》,ས།,
,,280,6,《པེ་》《སྣར་》,གྱི་སའི།,
,,281,7,《པེ་》《སྣར་》,པོའི།,
,718,282,1,《པེ་》《སྣར་》,ཡོག,
,,283,2,《པེ་》《སྣར་》,སྤྱད།,
,,284,3,《པེ་》《སྣར་》,ཆེས།,
,,285,4,《པེ་》《སྣར་》,མའི།,
,,286,5,《པེ་》《སྣར་》,སྐྱེད།,
,,287,6,《པེ་》《སྣར་》,༽ཀྱིས།,
,719,288,1,《སྣར་》,༼ཡིན།,
,,289,2,《པེ་》《སྣར་》,དོ།།,
,,290,3,《པེ་》《སྣར་》,དེའི།,
,,291,4,《པེ་》《སྣར་》,གྱིས།,
,,292,5,《པེ་》《སྣར་》,བོར།,
,720,293,1,《པེ་》《སྣར་》,གྱིས་སེམས་ཅན་གྱིས།,
,,294,2,《པེ་》《སྣར་》,༽དེ།,
,,295,3,《པེ་》《སྣར་》,ལྷ།,
,,296,4,《པེ་》《སྣར་》,༼པ།,
,721,297,1,《པེ་》《སྣར་》,ལས།,
,,298,2,《པེ་》《སྣར་》,བཟུང་།,
,,299,3,《པེ་》《སྣར་》,འབྱུང་།,
,,300,4,《པེ་》《སྣར་》,རྩོམ།,
,722,301,1,《སྣར་》,སྐྱེས་པའི།,
,,302,2,《སྣར་》,ལས།,
,723,303,1,《པེ་》《སྣར་》,ཡིན།,
,,304,2,《པེ་》《སྣར་》,པའི།,
,,305,3,《པེ་》《སྣར་》,བཟུང་།,
,,306,4,《པེ་》《སྣར་》,༼རྣམས།,
,724,307,1,《པེ་》《སྣར་》,༼ན།,
,,308,2,《པེ་》《སྣར་》,༽དེ་དང་།,
,,309,3,《པེ་》《སྣར་》,༼གཞན་པ།,
,,310,4,《སྣར་》,ཅན་གྱིས།,
,725,311,1,《སྣར་》,༽པ།,
,,312,2,《པེ་》《སྣར་》,རྫུན།,
,,313,3,《པེ་》《སྣར་》,༼པ།,
,726,314,1,《པེ་》《སྣར་》,༼པ།,
,,315,2,《པེ་》《སྣར་》,བློ།,
,,316,3,《པེ་》《སྣར་》,འཐུན།,
,,317,4,《པེ་》《སྣར་》,བསྒྱུར།,
,,318,5,《པེ་》,བསྒྱུར།,
,,319,6,《པེ་》《སྣར་》,༼བཙས་པའི་དུས་དང་།,
,727,320,1,《པེ་》《སྣར་》,༼བྱིས་པ།,
,,321,2,《པེ་》《སྣར་》,༼ལ།,
,,322,3,《པེ་》《སྣར་》,བསོ།,
,,323,4,《པེ་》《སྣར་》,རྒོད།,
,728,324,1,《པེ་》《སྣར་》,འཕོངས།,
,,325,2,《པེ་》《སྣར་》,པས།,
,,326,3,《པེ་》《སྣར་》,གི།,
,,327,4,《པེ་》《སྣར་》,དེ།,
,,328,5,《པེ་》《སྣར་》,བཅལ།,
,,329,6,《པེ་》《སྣར་》,རྣམས་ཞེས།,
,,330,7,《པེ་》《སྣར་》,རྣམས་ཞེས།,
,729,331,1,《པེ་》《སྣར་》,༼བ།,
,,332,2,《པེ་》《སྣར་》,བརྩལ།,
,730,333,1,《པེ་》《སྣར་》,བསང་ག,
,731,334,1,《པེ་》《སྣར་》,དོག,
,,335,2,《པེ་》《སྣར་》,༼མེད་པ།,
,,336,3,《པེ་》《སྣར་》,༼མ།,
,,337,4,《པེ་》《སྣར་》,བསད།,
,,338,5,《པེ་》《སྣར་》,གཞུག,
,,339,6,《པེ་》《སྣར་》,རྡེགས།,
,,340,7,《པེ་》《སྣར་》,སྡུས།,
,,341,8,《པེ་》《སྣར་》,པའི།,
,,342,9,《པེ་》《སྣར་》,རྟེན།,
,,343,10,《པེ་》《སྣར་》,བསྐྱེད།,
,732,344,1,《པེ་》《སྣར་》,ཏེ།,
,,345,2,《པེ་》《སྣར་》,པར།,
,,346,3,《པེ་》,པ།,
,733,347,1,《པེ་》《སྣར་》,༼ཡན་ལག་དང་བཅས་པ།,
,,348,2,《པེ་》《སྣར་》,འདུད།,
,,349,3,《པེ་》《སྣར་》,༼མི།,
,,350,4,《པེ་》《སྣར་》,པོ།,
,734,351,1,《པེ་》《སྣར་》,༼ཆོས།,
,,352,2,《པེ་》《སྣར་》,ཉིད།,
,,353,3,《པེ་》《སྣར་》,༼དེ།,
,735,354,1,《པེ་》《སྣར་》,སོར།,
,,355,2,《པེ་》《སྣར་》,ནི་རླུང་།,
,,356,3,《པེ་》《སྣར་》,༼གྱིས།,
,,357,4,《པེ་》《སྣར་》,དམིགས་པ།,
,,358,5,《པེ་》《སྣར་》,ཁོང་།,
,,359,6,《སྣར་》,བསྟན།,
,736,360,1,《པེ་》《སྣར་》,༽མ།,
,,361,2,《པེ་》《སྣར་》,༼མ་ཡིན་པ།,
,,362,3,《སྣར་》,ཡིན།,
,,363,4,《སྣར་》,ལྟ།,
,,364,5,《པེ་》《སྣར་》,དེ།,
,,365,6,《པེ་》《སྣར་》,རྐྱང་པོ་རྐྱང་།,
,737,366,1,《པེ་》《སྣར་》,རྟས།,
,,367,2,《པེ་》《སྣར་》,འཐུན།,
,,368,3,《པེ་》《སྣར་》,འཐུན།,
,,369,4,《པེ་》《སྣར་》,འགྱུར་བའི།,
,,370,5,《པེ་》《སྣར་》,ལས།,
,,371,6,《པེ་》《སྣར་》,པ།,
,,372,7,《སྣར་》,ཀྱིས།,
,738,373,1,《པེ་》《སྣར་》,༽ཐམས་ཅད་དུ་ཡང་མ་ཡིན།,
,,374,2,《པེ་》《སྣར་》,དཔྱོད།,
,,375,3,《སྣར་》,ས།,
,,376,4,《པེ་》《སྣར་》,སྒྲིབས།,
,,377,5,《པེ་》《སྣར་》,ཡིད།,
,,378,6,《པེ་》《སྣར་》,༽དུ།,
,739,379,1,《པེ་》《སྣར་》,༼དུ།,
,,380,2,《པེ་》《སྣར་》,རྣམས།,
,,381,3,《པེ་》《སྣར་》,བ་ཡང་མེད་དོ།,
,,382,4,《པེ་》《སྣར་》,འབྱུང་།,
,,383,5,《པེ་》《སྣར་》,༽དེ།,
,,384,6,《པེ་》《སྣར་》,འགྱུར།,
,,385,7,《པེ་》《སྣར་》,༼ཀྱིས།,
,740,386,1,《པེ་》《སྣར་》,པས།,
,,387,2,《པེ་》《སྣར་》,གཞག,
,,388,3,《པེ་》《སྣར་》,༽གིས།,
,,389,4,《སྣར་》,འགྱུར་བ།,
,,390,5,《པེ་》《སྣར་》,བྱ་སྟེ།,
,,391,6,《པེ་》《སྣར་》,༼ལ།,
,,392,7,《ཅོ་》,པ་ལས།,
,741,393,1,《པེ་》《སྣར་》,བསྒྲུབས།,
,,394,2,《པེ་》《སྣར་》,འདུན།,
,,395,3,《སྣར་》,།། །།,
,,396,4,《པེ་》《སྣར་》,རིག,
,742,397,1,《པེ་》《སྣར་》,སྲེད།,
,,398,2,《པེ་》《སྣར་》,༼ལས།,
,,399,3,《པེ་》《སྣར་》,པ།,
,743,400,1,《པེ་》《སྣར་》,ལྡན་མ།,
,,401,2,《པེ་》《སྣར་》,བའོ།,
,,402,3,《པེ་》《སྣར་》,བའི།,
,,403,4,《པེ་》《སྣར་》,༼བ།,
,,404,5,《པེ་》《སྣར་》,ལས།,
,744,405,1,《པེ་》《སྣར་》,འཐུན།,
,,406,2,《པེ་》《སྣར་》,བ།,
,745,407,1,《པེ་》《སྣར་》,བསམ།,
,,408,2,《པེ་》《སྣར་》,སྡོགས།,
,,409,3,《པེ་》《སྣར་》,དང་།,
,,410,4,《པེ་》《སྣར་》,བསྒྱུར།,
,,411,5,《པེ་》《སྣར་》,བའི།,
,746,412,1,《པེ་》《སྣར་》,༼རོ།།,
,,413,2,《པེ་》《སྣར་》,འགྱུར་བ།,
,,414,3,《པེ་》《སྣར་》,མ།,
,,415,4,《པེ་》《སྣར་》,གི།,
,,416,5,《སྣར་》,བསྟན།,
,747,417,1,《པེ་》《སྣར་》,ནི།,
,,418,2,《པེ་》《སྣར་》,ལ།,
,,419,3,《པེ་》《སྣར་》,བླགས།,
,,420,4,《པེ་》《སྣར་》,རྣ།,
,748,421,1,《པེ་》《སྣར་》,༼འཇིག་རྟེན་པ་དང་།,
,,422,2,《པེ་》《སྣར་》,ཐོག,
,749,423,1,《པེ་》《སྣར་》,པ་དང་།,
,,424,2,《པེ་》《སྣར་》,༼པ།,
,,425,3,《པེ་》《སྣར་》,བཞིར།,
,,426,4,《པེ་》《སྣར་》,བཟུང་།,
,,427,5,《པེ་》《སྣར་》,༼གནས།,
,750,428,1,《སྣར་》,བྱུང་།,
,,429,2,《སྣར་》,མ།,
,,430,3,《པེ་》《སྣར་》,༽པ་མ་ཡིན།,
,,431,4,《པེ་》《སྣར་》,༼ཤེས་པར་རྣམ་པར།,
,,432,5,《པེ་》《སྣར་》,མ།,
,751,433,1,《པེ་》《སྣར་》,མ།,
,,434,2,《པེ་》《སྣར་》,གིས།,
,,435,3,《པེ་》《སྣར་》,དང་།,
,,436,4,《པེ་》《སྣར་》,དང་།,
,,437,5,《པེ་》《སྣར་》,ཀའི།,
,,438,6,《པེ་》《སྣར་》,ཙའི།,
,752,439,1,《སྣར་》,འབྱུང་།,
,,440,2,《པེ་》《སྣར་》,ཕྱིས།,
,,441,3,《པེ་》《སྣར་》,བསྣབས།,
,,442,4,《སྣར་》,༽གྱི་རོལ།,
,,443,5,《པེ་》《སྣར་》,རོ་དང་།,
,,444,6,《པེ་》《སྣར་》,བཞིབ།,
,,445,7,《པེ་》《སྣར་》,རྟས།,
,753,446,1,《པེ་》《སྣར་》,བྱའི།,
,,447,2,《པེ་》《སྣར་》,༼འདི་ལྟ་སྟེ།,
,,448,3,《པེ་》《སྣར་》,༼ཚ་བའི་འདུས་ཏེ་རེག་པ་དང་།,
,,449,4,《པེ་》《སྣར་》,༽པ་དང་། ཚ་བའི་འདུས་ཏེ་རེག,
,,450,5,《སྣར་》,བསྟན།,
,754,451,1,《པེ་》《སྣར་》,༼ཉིད།,
,,452,2,《པེ་》《སྣར་》,༼ལས།,
,755,453,1,《པེ་》《སྣར་》,བྱུང་།,
,,454,2,《པེ་》《སྣར་》,༼ལྡན།,
,,455,3,《སྣར་》,པར།,
,,456,4,《སྣར་》,འདུ།,
,,457,5,《པེ་》《སྣར་》,མ།,
,,458,6,《པེ་》《སྣར་》,༼དང་བྲལ།,
,756,459,1,《པེ་》《སྣར་》,༼དེ།,
,,460,2,《པེ་》《སྣར་》,༽ན།,
,,461,3,《སྣར་》,བྱེད།,
,,462,4,《པེ་》《སྣར་》,༼བདག་གིའོ། །འདི་ནི་ང་།,
,,463,5,《པེ་》《སྣར་》,མི།,
,,464,6,《སྣར་》,འཇིགས།,
,,465,7,《པེ་》《སྣར་》,ཀྱིས།,
,,466,8,《པེ་》《སྣར་》,འཐུན།,
,,467,9,《པེ་》《སྣར་》,༼ནི་ཆོས་རྣམས།,
,,468,10,《པེ་》《སྣར་》,༼རིག་པར།,
,757,469,1,《པེ་》《སྣར་》,ལྔའོ།,
,,470,2,《སྣར་》,༽ལ།,
,758,471,1,《པེ་》《སྣར་》,༼འཁོར།,
,,472,2,《པེ་》《སྣར་》,༼ཀྱི།,
,,473,3,《པེ་》《སྣར་》,༽ཡང་།,
,,474,4,《པེ་》《སྣར་》,༼པ།,
,759,475,1,《སྣར་》,མ་ཏོགས།,
,,476,2,《པེ་》《སྣར་》,ན།,
,,477,3,《པེ་》《སྣར་》,ལ།,
,,478,4,《པེ་》《སྣར་》,དཔྱོད།,
