མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།
,,462,3,《སྣར་》,བསྐྱེད།,
,,463,4,《པེ་》《སྣར་》,བསྐྱེད།,
,,464,5,《པེ་》《སྣར་》,པ།,
,,465,6,《པེ་》《སྣར་》,སྐྱེ་བས།,
,522,466,1,《པེ་》《སྣར་》,སྐྱེད།,
,,467,2,《པེ་》《སྣར་》,དེའི།,
,,468,3,《པེ་》《སྣར་》,བསྐྱེད།,
,,469,4,《པེ་》《སྣར་》,བསྐྱེད།,
,,470,5,《པེ་》《སྣར་》,བསྐྱེད།,
,,471,6,《པེ་》《སྣར་》,བསྐྱེད།,
,,472,7,《པེ་》《སྣར་》,པའོ།,
,,473,8,《པེ་》《སྣར་》《ཅོ་》,གྲང་།,
,523,474,1,《པེ་》《སྣར་》,བསྐྱེད་པ།,
,,475,2,《པེ་》《སྣར་》,༼གང་།,
,,476,3,《པེ་》《སྣར་》,༽གང་།,
,,477,4,《པེ་》《སྣར་》,༽ཡང་སྐྱེ་བས།,
,,478,5,《པེ་》《སྣར་》,བསྐྱེད།,
,,479,6,《པེ་》《སྣར་》,སྐྱེས་པ།,
,,480,7,《པེ་》《སྣར་》,བསྐྱེད།,
,,481,8,《པེ་》《སྣར་》,སྐྱེས།,
,,482,9,《པེ་》《སྣར་》,བསྐྱེད།,
,,483,10,《པེ་》《སྣར་》,བསྐྱེད།,
,524,484,1,《པེ་》《སྣར་》,བརྟགས།,
,,485,2,《པེ་》《སྣར་》《ཅོ་》,༼དེ།,
,,486,3,《སྣར་》,དེའི།,
,,487,4,《པེ་》《སྣར་》,དེ་དང་དེ།,
,,488,5,《པེ་》《སྣར་》,ཀྱིས།,
,525,489,1,《པེ་》《སྣར་》,༽ཀྱིས།,
,,490,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,491,3,《པེ་》《སྣར་》,བུའིའོ།,
,,492,4,《པེ་》《སྣར་》,སྔོན།,
,,493,5,《པེ་》《སྣར་》,༼དེ།,
,,494,6,《པེ་》《སྣར་》,བསྐྱེད།,
,,495,7,《པེ་》《སྣར་》,སྐྱེད་པར།,
,,496,8,《པེ་》《སྣར་》,༽དེ།,
,,497,9,《སྣར་》,བརྟེན།,
,526,498,1,《པེ་》《སྣར་》,༼པ།,
,,499,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,500,3,《པེ་》《སྣར་》,བསྐྱེད།,
,,501,4,《པེ་》《སྣར་》,གྱི་བསྐྱེད།,
,,502,5,《པེ་》《སྣར་》,བསྐྱེད།,
,,503,6,《པེ་》《སྣར་》,བསྐྱེད་པ་ནི་བསྐྱེད་པ།,
,,504,7,《པེ་》《སྣར་》,བསྐྱེད།,
,,505,8,《པེ་》《སྣར་》,༼མེད་པ།,
,,506,9,《པེ་》《སྣར་》,བསྐྱེད།,
,,507,10,《པེ་》《སྣར་》,བསྐྱེད།,
,,508,11,《པེ་》《སྣར་》,པ།,
,,509,12,《པེ་》《སྣར་》,༽པར་བྱེད།,
,,510,13,《པེ་》《སྣར་》,༽གལ་ཏེ།,
,,511,14,《པེ་》《སྣར་》,བ།,
,527,512,1,《པེ་》《སྣར་》,༽ཡང་།,
,,513,2,《པེ་》《སྣར་》《ཅོ་》,བ།,
,,514,3,《པེ་》《སྣར་》,རིག,
,,515,4,《པེ་》《སྣར་》,ནར།,
,,516,5,《པེ་》《སྣར་》,ཏེ།,
,,517,6,《པེ་》《སྣར་》,པས།,
,528,518,1,《པེ་》《སྣར་》,ན།,
,,519,2,《པེ་》《སྣར་》,མི།,
,,520,3,《སྣར་》,དོ།,
,,521,4,《པེ་》《སྣར་》,༼པས།,
,,522,5,《པེ་》《སྣར་》,༽གང་དང་ལྡན་པས་གནས་པ་ཞེས་བྱ་བར་འགྱུར་བ་དང་།,
,,523,6,《པེ་》《སྣར་》,༼པ།,
,,524,7,《པེ་》《སྣར་》,༽པ།,
,529,525,1,《པེ་》,གཏང་།,《སྣར་》,བཏང་།
,,526,2,《པེ་》《སྣར་》,༽དེ།,
,,527,3,《པེ་》《སྣར་》,༼བ།,
,,528,4,《པེ་》《སྣར་》,༼སུ།,
,,529,5,《པེ་》《སྣར་》,གནས།,
,,530,6,《སྣར་》,ད།,
,,531,7,《པེ་》,༽མ།,
,,532,8,《པེ་》《སྣར་》,གི།,
,530,533,1,《པེ་》,༽སོ།,
,,534,2,《པེ་》《སྣར་》,སྐྱེས།,
,,535,3,《པེ་》《སྣར་》,བསྐྱེད།,
,,536,4,《པེ་》《སྣར་》,མ།,
,,537,5,《པེ་》《སྣར་》,པས།,
,531,538,1,《པེ་》《སྣར་》,བསྐྱེད།,
,,539,2,《པེ་》《སྣར་》,དོ།,
,,540,3,《པེ་》《སྣར་》,གནས།,
,532,541,1,《པེ་》《སྣར་》,པ་ཞིག,
,,542,2,《པེ་》《སྣར་》,འགགས།,
,,543,3,《པེ་》,འགགས།,
,,544,4,《པེ་》《སྣར་》,འགག,
,,545,5,《པེ་》《སྣར་》,འགག,
,,546,6,《པེ་》《སྣར་》,འགག,
,,547,7,《པེ་》《སྣར་》,འགག,
,,548,8,《སྣར་》,འགག,
,,549,9,《སྣར་》,༽ནི།,
,,550,10,《པེ་》《སྣར་》,༼དེ།,
,,551,11,《པེ་》《སྣར་》,༼ནི།,
,,552,12,《པེ་》《སྣར་》,༽གང་།,
,,553,13,《པེ་》《སྣར་》,འགགས་པ་དེ་ནི་འགག་པ་དེས།,
,,554,14,《པེ་》《སྣར་》,༽ཡང་།,
,,555,15,《པེ་》《སྣར་》,དེས།,
,533,556,1,《པེ་》《སྣར་》,འགག,
,,557,2,《པེ་》《སྣར་》《ཅོ་》,༼དུ།,
,,558,3,《པེ་》《སྣར་》,འགགས།,
,,559,4,《པེ་》《སྣར་》,གང་།,
,,560,5,《པེ་》《སྣར་》,པ་དེ་ཡང་ཡང་འགགས་པས་འགགས།,
,,561,6,《པེ་》《སྣར་》,འགགས།,
,,562,7,《པེ་》《སྣར་》,པས།,
,,563,8,《པེ་》《སྣར་》,ཚེ།,
,,564,9,《པེ་》《སྣར་》,༼བ་དང་།,
,534,565,1,《པེ་》《སྣར་》,༼མི།,
,,566,2,《པེ་》,༼པ།,
,,567,3,《པེ་》,བ།,
,,568,4,《པེ་》《སྣར་》,༼དུ།,
,,569,5,《པེ་》《སྣར་》,འགགས།,
,,570,6,《པེ་》《སྣར་》,ཡིས།,
,,571,7,《པེ་》《སྣར་》,བརྟག་པ།,
,535,572,1,《པེ་》《སྣར་》,ཀྱིས།,
,,573,2,《པེ་》《སྣར་》,བསྟན།,
,,574,3,《པེ་》,ལ་བརྟག,
,,575,4,《པེ་》《སྣར་》,འགག,
,,576,5,《པེ་》《སྣར་》,ན།,
,536,577,1,《སྣར་》,གིས།,
,,578,2,《པེ་》《སྣར་》,བསྐྱེད། །ཅི་སྟེ་བསྐྱེད།,
,,579,3,《པེ་》《སྣར་》,པར།,
,,580,4,《པེ་》《སྣར་》,འགག,
,,581,5,《པེ་》《སྣར་》,འགྱུར།,
,,582,6,《པེ་》《སྣར་》,༼འགག་པ།,
,,583,7,《པེ་》《སྣར་》,དོ།,
,,584,8,《པེ་》《སྣར་》,བསྐྱེད།,
,537,585,1,《སྣར་》,དགག,
,,586,2,《པེ་》《སྣར་》,དོ།,
,,587,3,《པེ་》《སྣར་》,འགག,
,,588,4,《པེ་》《སྣར་》,འགག,
,,589,5,《པེ་》《སྣར་》,འགག,
,,590,6,《པེ་》《སྣར་》,༽དོན།,
,,591,7,《པེ་》《སྣར་》,༽དེ་ཡང་།,
,,592,8,《པེ་》《སྣར་》,དོ།,
,,593,9,《པེ་》《སྣར་》,ནོག,
,,594,10,《སྣར་》,རཱའི།,
,538,595,1,《པེ་》《སྣར་》,ཕྱིར།,
,,596,2,《པེ་》《སྣར་》,༽དག,
,,597,3,《པེ་》《སྣར་》,འགྲུབ།,
,,598,4,《སྣར་》,གྲུབ།,
,,599,5,《པེ་》《སྣར་》,འགྲུབ།,
,,600,6,《པེ་》《སྣར་》,པས།,
,539,601,1,《པེ་》《སྣར་》,སྐྱེ་བ།,
,,602,2,《པེ་》《སྣར་》,ཕུང་།,
,,603,3,《པེ་》《སྣར་》,༼མ།,
,,604,4,《པེ་》《སྣར་》,རྫུན།,
,,605,5,《པེ་》《སྣར་》,ལ།,
,,606,6,《པེ་》《སྣར་》,དེས།,
,,607,7,《སྣར་》,ཉམས་ལ་འབད།,
,540,608,1,《པེ་》《སྣར་》,པར།,
,,609,2,《སྣར་》,༽དག,
,,610,3,《པེ་》《སྣར་》,ལས།,
,541,611,1,《པེ་》《སྣར་》,༽ན།,
,,612,2,《པེ་》《སྣར་》,འགྱུར།,
,,613,3,《པེ་》《སྣར་》,ལྟར།,
,,614,4,《པེ་》《སྣར་》,༽པར་གྱུར།,
,542,615,1,《པེ་》《སྣར་》,༽དེ་ལྟ་ན།,
,,616,2,《པེ་》《སྣར་》,༽དག,
,,617,3,《པེ་》《སྣར་》,བར།,
,,618,4,《པེ་》《སྣར་》,༼དུ།,
,,619,5,《པེ་》《སྣར་》,༽འདི་ནི་མ་ཡིན་ནོ།།,
,,620,6,《པེ་》《སྣར་》,དོ།,
,,621,7,《པེ་》《སྣར་》,ཞེ།,
,543,622,1,《པེ་》《སྣར་》,ལ་བཅད།,
,,623,2,《པེ་》《སྣར་》,བཅད།,
,,624,3,《པེ་》《སྣར་》,བཅད།,
,,625,4,《པེ་》《སྣར་》,བཅད།,
,,626,5,《པེ་》《སྣར་》,བཅད།,
,,627,6,《པེ་》《སྣར་》,བཅད།,
,,628,7,《པེ་》《སྣར་》,དོ། །བཅད།,
,,629,8,《པེ་》《སྣར་》,བཅད།,
,,630,9,《པེ་》《སྣར་》,བཅད།,
,,631,10,《པེ་》《སྣར་》,བཅད།,
,544,632,1,《པེ་》《སྣར་》,༼རོ།,
,,633,2,《པེ་》《སྣར་》,བ།,
,545,634,1,《པེ་》《སྣར་》,བར།,
,,635,2,《པེ་》《སྣར་》,༼ཡིན་པར་གྱུར་པ་ལས།,
,,636,3,《པེ་》《སྣར་》,༽དེ།,
,,637,4,《པེ་》《སྣར་》,༼པར།,
,,638,5,《པེ་》《སྣར་》,༽ཏུ།,
,,639,6,《སྣར་》,༽ལ།,
,546,640,1,《པེ་》,ཡང་།,
,,641,2,《པེ་》《སྣར་》,དོ།,
,,642,3,《པེ་》,༼མ།,
,,643,4,《པེ་》《སྣར་》,གང་།,
,,644,5,《པེ་》《སྣར་》,དང་།,
,547,645,1,《པེ་》《སྣར་》,༽མི་བྱེད་པ།,
,,646,2,《པེ་》《སྣར་》,༼དོ།,
,,647,3,《པེ་》《སྣར་》,༼ན།,
,,648,4,《པེ་》《སྣར་》,༽པ།,
,,649,5,《པེ་》《སྣར་》,རྟོག,
,548,650,1,《སྣར་》,བ།,
,,651,2,《པེ་》《སྣར་》,བྱུང་།,
,,652,3,《པེ་》《སྣར་》,བཟུང་།,
,,653,4,《པེ་》《སྣར་》,༽ལས།,
,,654,5,《པེ་》《སྣར་》,༽པ།,
,,655,6,《པེ་》《སྣར་》,བསལ།,
,,656,7,《པེ་》《སྣར་》,བསལ།,
,,657,8,《པེ་》《སྣར་》,གི།,
,,658,9,《པེ་》《སྣར་》,༼ལ།,
,549,659,1,《པེ་》《སྣར་》,གོ་དེ་ལ།,
,,660,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,661,3,《པེ་》《སྣར་》,བསྐྱེད།,
,,662,4,《པེ་》《སྣར་》,བསྐྱེད།,
,,663,5,《པེ་》《སྣར་》,བསྐྱེད།,
,,664,6,《སྣར་》,མ།,
,,665,7,《པེ་》《སྣར་》,འགྱུར་བ།,
,,666,8,《པེ་》《སྣར་》,འགྱུར་བའོ།,
,,667,9,《པེ་》《སྣར་》,ལྟ།,
,550,668,1,《པེ་》《སྣར་》,པར།,
,551,669,1,《པེ་》《སྣར་》,༼དབུ་མ་རྩ་བའི་འགྲེལ་བ་བུད་ངྷ་པཱ་ལི་ཏ།,
,,670,2,《པེ་》《སྣར་》,དོ།,
,,671,3,《པེ་》,༼དེ།,
,552,672,1,《པེ་》,༼རོ།,
,553,673,1,《པེ་》《སྣར་》,ལ།,
,,674,2,《པེ་》《སྣར་》,༼གནས་པས།,
,,675,3,《པེ་》《སྣར་》,༽ལྟར།,
,,676,4,《པེ་》《སྣར་》,པ།,
,554,677,1,《པེ་》《སྣར་》,༼དེ།,
,,678,2,《པེ་》《སྣར་》,ཕྱིར།,
,555,679,1,《པེ་》《སྣར་》,༽བ།,
,,680,2,《སྣར་》,དེ།,
,556,681,1,《པེ་》《སྣར་》,ཀྱི།,
,,682,2,《པེ་》《སྣར་》,གང་།,
,,683,3,《སྣར་》,པའི།,
,,684,4,《སྣར་》,དང་།,
,,685,5,《པེ་》《སྣར་》,༽པོ།,
,,686,6,《པེ་》《སྣར་》,པོ།,
,,687,7,《པེ་》《སྣར་》,པར།,
,557,688,1,《སྣར་》,ཕ།,
,,689,2,《པེ་》,༼མེད་དོ།,
,,690,3,《པེ་》《སྣར་》,༽དེ།,
,,691,4,《པེ་》《སྣར་》,༼གི།,
,,692,5,《པེ་》《སྣར་》,༽དང་།,
,,693,6,《པེ་》《སྣར་》,གལ་ཏེ་ཤིང་།,
,558,694,1,《པེ་》《སྣར་》,སྲེག,
,,695,2,《པེ་》《སྣར་》,༽དུ།,
,,696,3,《པེ་》《སྣར་》,པ།,
,,697,4,《པེ་》《སྣར་》,༽མི།,
,,698,5,《པེ་》《སྣར་》,བ།,
,559,699,1,《པེ་》《སྣར་》,འགྱུར།,
,,700,2,《པེ་》《སྣར་》,འགྱུར།,
,,701,3,《པེ་》《སྣར་》,དབྱུང་བ་དང་སྤང་།,
,,702,4,《པེ་》《སྣར་》,བས།,
,,703,5,《པེ་》《སྣར་》,པ།,
,,704,6,《པེ་》《སྣར་》,སྲེག,
,,705,7,《པེ་》《སྣར་》,རྩམ།,
,,706,8,《སྣར་》,སྲེག,
,560,707,1,《པེ་》《སྣར་》,གི་སྲེག,
,,708,2,《པེ་》《སྣར་》,སྲེག,
,,709,3,《པེ་》《སྣར་》,སྲེག,
,,710,4,《པེ་》《སྣར་》,སྲེག,
,,711,5,《པེ་》《སྣར་》,༼སོ།,
,,712,6,《པེ་》《སྣར་》,འཆི་བ།,
,,713,7,《པེ་》《སྣར་》,སྲེག,
,,714,8,《པེ་》《སྣར་》,སྲེག,
,,715,9,《པེ་》《སྣར་》,བརྟགས།,
,,716,10,《པེ་》《སྣར་》,༽པ།,
,561,717,1,《པེ་》《སྣར་》,གསལ།,
,,718,2,《པེ་》《སྣར་》,བསམ།,
,,719,3,《པེ་》《སྣར་》,སྲེག,
,,720,4,《པེ་》《སྣར་》,༽གང་ཡིན་པ།,
,,721,5,《པེ་》《སྣར་》,༼གོ།,
,,722,6,《པེ་》《སྣར་》,བལྟོས་ནས་མེར།,
,562,723,1,《པེ་》《སྣར་》,༽བུད།,
,,724,2,《པེ་》《སྣར་》,ལྟ།,
,,725,3,《པེ་》《སྣར་》,དེ།,
,,726,4,《པེ་》《སྣར་》,༼པ།,
,563,727,1,《པེ་》《སྣར་》,སྒྲུབ།,
,,728,2,《པེ་》《སྣར་》,སྒྲུབ།,
,,729,3,《པེ་》《སྣར་》,༽བ།,
,,730,4,《པེ་》《སྣར་》《ཅོ་》,གྲུ་རྟོན།,
,,731,5,《པེ་》《སྣར་》,བལྟོས།,
,,732,6,《པེ་》《སྣར་》,བལྟོས།,
,,733,7,《པེ་》《སྣར་》,བལྟོས།,
,564,734,1,《པེ་》《སྣར་》,བལྟོས།,
,,735,2,《པེ་》《སྣར་》,རྟག,
,,736,3,《པེ་》《སྣར་》,སྲེག,
,565,737,1,《པེ་》《སྣར་》,འོང་།,
,,738,2,《པེ་》《སྣར་》,༽བ་དེ་དག་ཉིད་དུ་འགྱུར།,
,,739,3,《པེ་》《སྣར་》,མར།,
,,740,4,《པེ་》《སྣར་》,མར།,
,,741,5,《པེ་》《སྣར་》,སྲེག,
,,742,6,《པེ་》《སྣར་》,༼དོན།,
,,743,7,《པེ་》《སྣར་》,སྲེག,
,,744,8,《པེ་》《སྣར་》,པ།,
,566,745,1,《པེ་》《སྣར་》,༽རོ།,
,,746,2,《པེ་》《སྣར་》,༽མེ།,
,,747,3,《པེ་》《སྣར་》,གི།,
,,748,4,《པེ་》《སྣར་》,ལ་སོགས།,
,567,749,1,《པེ་》《སྣར་》,པར།,
,,750,2,《པེ་》《སྣར་》,༽ནོ།,
,,751,3,《པེ་》《སྣར་》,༼ལ།,
,,752,4,《པེ་》,སྲེག,《སྣར་》,
,,753,5,《པེ་》《སྣར་》,སྲེག,
,,754,6,《པེ་》《སྣར་》,སྲེག,
,,755,7,《པེ་》《སྣར་》,སྲེག,
,,756,8,《སྣར་》,༽ཉེ་བར་བླང་བ།,
,568,757,1,《པེ་》《སྣར་》,༼གིས།,
,,758,2,《པེ་》,དོ།,
,,759,3,《པེ་》《སྣར་》,༼ལ།,
,569,760,1,《པེ་》《སྣར་》,བལྟོས་པར།,
,,761,2,《པེ་》《སྣར་》,དག་བལྟོས།,
,,762,3,《པེ་》《སྣར་》,༼ཇི།,
,570,763,1,《པེ་》《སྣར་》,བདག,
,,764,2,《པེ་》《སྣར་》,༼དང་།,
,,765,3,《པེ་》《སྣར་》,༼དངོས་པོ་ཡང་།,
,,766,4,《ཅོ་》,དང་།,
,,767,5,《པེ་》,༼པ།,
,,768,6,《པེ་》《སྣར་》,༼ཡང་།,
,572,769,1,《པེ་》《སྣར་》,ཀྱི།,
,,770,2,《པེ་》《སྣར་》,བའི།,
,,771,3,《པེ་》《སྣར་》,ན།,
,,772,4,《པེ་》《སྣར་》,༼ན།,
,,773,5,《པེ་》《སྣར་》,༼དེ་ལ་སྔོན་མེད་ཕྱི་མ་མེད།།,
,,774,6,《པེ་》《སྣར་》,དེ།,
,,775,7,《སྣར་》,འབའ།,
,,776,8,《པེ་》《སྣར་》,༼པ།,
,573,777,1,《པེ་》《སྣར་》,༽པ།,
,,778,2,《སྣར་》,བ།,
,,779,3,《པེ་》《སྣར་》,དེ།,
,,780,4,《པེ་》《སྣར་》,རྣམས།,
,574,781,1,《པེ་》《སྣར་》,འཕྱིས་རྒ་ཤི།,
,,782,2,《པེ་》《སྣར་》,༼པར་གྱུར།,
,,783,3,《པེ་》《སྣར་》,བརྟག,
,,784,4,《པེ་》《སྣར་》,དེར།,
,,785,5,《སྣར་》,བའི་ཕྱི།,
,,786,6,《པེ་》《སྣར་》,༼གཞི།,
,575,787,1,《པེ་》《སྣར་》,ལས།,
,,788,2,《པེ་》《སྣར་》,མི།,
,,789,3,《སྣར་》,༼བ།,
,,790,4,《པེ་》《སྣར་》,༼གི།,
,,791,5,《པེ་》《སྣར་》,ནི།,
,576,792,1,《པེ་》,དང་།,《སྣར་》,གང་ན།
,,793,2,《པེ་》《སྣར་》,བརྗོད།,
,,794,3,《པེ་》《སྣར་》,པས།,
,,795,4,《པེ་》《སྣར་》,བརྗོད།,
,,796,5,《པེ་》《སྣར་》,མཐོང་ཞིག,
,,797,6,《སྣར་》,ཡང་།,
,577,798,1,《པེ་》《སྣར་》,༽དེ་ལྟ་ན།,
,,799,2,《པེ་》《སྣར་》,༼ན།,
,,800,3,《སྣར་》,༽བ་དང་། འབྲས་བུ་ཡང་རྒྱུ་ལ་མི་བལྟོས་པ་ཁོ་ནར་རང་ལས་གྲུབ་པར་འགྱུར།,
,,801,4,《པེ་》《སྣར་》,ཇི།,
,,802,5,《པེ་》《སྣར་》,༽ལ།,
,578,803,1,《པེ་》《སྣར་》,༼པ།,
,,804,2,《པེ་》《སྣར་》,༼ཡང་།,
,,805,3,《པེ་》《སྣར་》,ནང་།,
,,806,4,《པེ་》《སྣར་》,༼དེ་ཡང་མི་འཐད།,
,,807,5,《པེ་》《སྣར་》,དེ།,
,579,808,1,《པེ་》《སྣར་》,འཕྱིས།,
,,809,2,《པེ་》《སྣར་》,འཕྱིས།,
,,810,3,《པེ་》《སྣར་》,༼ཡང་།,
,,811,4,《པེ་》《སྣར་》,པ་མ་ཡིན།,
,,812,5,《པེ་》《སྣར་》,༼གི,
,,813,6,《པེ་》《སྣར་》,༼དབུ་མའི་རྩ་བའི་འགྲེལ་པ་བུད་ངྷ་པཱ་ལི་ཏ།,
,580,814,1,《པེ་》《སྣར་》,གང་།,
,,815,2,《པེ་》《སྣར་》,གང་།,
,,816,3,《པེ་》《སྣར་》,པས།,
,,817,4,《པེ་》《སྣར་》,༼ནི།,
,,818,5,《པེ་》《སྣར་》,དེ།,
,,819,6,《པེ་》《སྣར་》,པས།,
,581,820,1,《པེ་》,༼ཐལ་བར།,
,,821,2,《པེ་》《སྣར་》,ལས།,
,,822,3,《པེ་》《སྣར་》,ལྟར།,
,582,823,1,《པེ་》《སྣར་》,ཏེ།,
,,824,2,《པེ་》《སྣར་》,པར།,
,,825,3,《པེ་》《སྣར་》,ལས།,
,,826,4,《པེ་》《སྣར་》,སྨྲའོ།,
,,827,5,《པེ་》《སྣར་》,སྨྲའི།,
,,828,6,《པེ་》《སྣར་》,༼སྡུག་བསྔལ་གང་ཟག་བདག་གིས་བྱས་པས་དེའི་ཕྱིར་རེ་ཞིག་སྡུག་བསྔལ་བདག་གིས་བྱས་སོ་ཞེས་ཀྱང་སྨྲ་ལ།,
,,829,7,《པེ་》《སྣར་》,དག,
,583,830,1,《པེ་》《སྣར་》,གང་།,
,,831,2,《པེ་》《སྣར་》,གི།,
,,832,3,《པེ་》《སྣར་》,ཏེ།,
,,833,4,《པེ་》《སྣར་》,༼འདི།,
,,834,5,《པེ་》《སྣར་》,གྱི།,
,584,835,1,《པེ་》《སྣར་》,པར།,
,,836,2,《པེ་》《སྣར་》,གི།,
,,837,3,《པེ་》《སྣར་》,གྱིས།,
,,838,4,《པེ་》《སྣར་》,གྱི།,
,,839,5,《པེ་》《སྣར་》,རྟོག,
,,840,6,《པེ་》《སྣར་》,སྨྲས་ཏེ།,
,,841,7,《པེ་》《སྣར་》,དེ།,
,585,842,1,《པེ་》《སྣར་》,༽ཞེས།,
,,843,2,《སྣར་》,འགའ།,
,,844,3,《པེ་》《སྣར་》,༽ཀྱང་སྨྲའོ་ཞེས།,
,586,845,1,《པེ་》《སྣར་》,དེ།,
,,846,2,《པེ་》《སྣར་》,བསམ།,
,,847,3,《པེ་》《སྣར་》,སོས།,
,,848,4,《པེ་》《སྣར་》,༼ཉིད།,
,,849,5,《པེ་》《སྣར་》,༼དེ།,
,,850,6,《པེ་》《སྣར་》,པ།,
,,851,7,《པེ་》《སྣར་》,གཉིས།,
,587,852,1,《པེ་》《སྣར་》,༼པ།,
,,853,2,《པེ་》《སྣར་》,སུ།,
,,854,3,《པེ་》《སྣར་》,༽ངོ་།,
,588,855,1,《པེ་》《སྣར་》,༼སུ།,
,,856,2,《པེ་》《སྣར་》,བདག,
,,857,3,《པེ་》《སྣར་》,ལས།,
,,858,4,《པེ་》《སྣར་》,འབྱུང་།,
,,859,5,《པེ་》《སྣར་》,ལྟ།,
,589,860,1,《པེ་》《སྣར་》,བསླུ་བ་དེ་རྫུན།,
,,861,2,《པེ་》《སྣར་》,བསླུ།,
,,862,3,《པེ་》《སྣར་》,རྫུན།,
,,863,4,《པེ་》《སྣར་》,བསླུ་བ་དེ་ནི་རྫུན།,
,,864,5,《པེ་》《སྣར་》,བསླུ།,
,,865,6,《པེ་》《སྣར་》,བསླུ།,
,,866,7,《པེ་》《སྣར་》,བསླུ།,
,,867,8,《པེ་》《སྣར་》,རྫུན།,
,,868,9,《པེ་》《སྣར་》,རྫུན།,
,,869,10,《པེ་》《སྣར་》,རྫུན།,
,,870,11,《པེ་》《སྣར་》,བསླུ།,
,,871,12,《པེ་》《སྣར་》,རྫུན།,
,,872,13,《པེ་》《སྣར་》,བསླུ།,
,,873,14,《པེ་》《སྣར་》,བསླུ།,
,,874,15,《པེ་》《སྣར་》,རྫུན།,
,,875,16,《པེ་》《སྣར་》,བསླུ།,
,,876,17,《པེ་》《སྣར་》,བསླུ།,
,590,877,1,《པེ་》《སྣར་》,བསླུ།,
,,878,2,《པེ་》《སྣར་》,བསླུ།,
,,879,3,《པེ་》《སྣར་》,བསླུ།,
,,880,4,《པེ་》《སྣར་》,རྫུན།,
,,881,5,《པེ་》《སྣར་》,བསླུ།,
,,882,6,《པེ་》《སྣར་》,རྫུན།,
,,883,7,《པེ་》《སྣར་》,རྫུན།,
,,884,8,《པེ་》《སྣར་》,ཀྱིས།,
,,885,9,《པེ་》《སྣར་》,རྫུན།,
,,886,10,《པེ་》《སྣར་》,བྱའི།,
,591,887,1,《པེ་》《སྣར་》,མེད།,
,,888,2,《པེ་》《སྣར་》,༼ཡང་།,
,,889,3,《པེ་》《སྣར་》,དོ།,
,,890,4,《པེ་》《སྣར་》,ནུ་ལང་ཚོའི།,
,,891,5,《པེ་》《སྣར་》,ལ།,
,592,892,1,《པེ་》《སྣར་》,༼ཡང་།,
,,893,2,《པེ་》《སྣར་》,༼བར།,
,,894,3,《པེ་》《སྣར་》,གིས།,
,,895,4,《པེ་》《སྣར་》,༼སྐབས།,
,,896,5,《པེ་》《སྣར་》,ལྟ།,
,,897,6,《པེ་》《སྣར་》,༽རོ།,
,,898,7,《སྣར་》,ཞེ།,
,,899,8,《པེ་》《སྣར་》,༼དངོས་པོ།,
,,900,9,《སྣར་》,ཀྱིས།,
,593,901,1,《པེ་》《སྣར་》,སྨྲ།,
,,902,2,《པེ་》《སྣར་》,རྫུན།,
,,903,3,《པེ་》《སྣར་》,གྱིས།,
,,904,4,《པེ་》《སྣར་》,ན།,
,,905,5,《པེ་》《སྣར་》,ཡོད།,
,,906,6,《པེ་》《སྣར་》,༼ནི།,
,,907,7,《པེ་》《སྣར་》,པ།,
,,908,8,《པེ་》《སྣར་》,༼ཡང་།,
,,909,9,《པེ་》《སྣར་》,ཅིག་རབ་ཏུ་གྲུབ།,
,,910,10,《པེ་》《སྣར་》,པར།,
,,911,11,《པེ་》《སྣར་》,སྟོང་པ།,
,,912,12,《པེ་》《སྣར་》,ད།,
,,913,13,《པེ་》《སྣར་》,༽ཅུང་ཟད།,
,,914,14,《པེ་》《སྣར་》,གཟུང་ཞིག,
,594,915,1,《པེ་》《སྣར་》,༼སྟོང་པ་ཉིད།,
,,916,2,《པེ་》《སྣར་》,བ།,
,,917,3,《པེ་》《སྣར་》,དེ།,
,,918,4,《པེ་》《སྣར་》,བའི།,
,,919,5,《པེ་》《སྣར་》,གྱིས།,
,,920,6,《པེ་》《སྣར་》,གདགས།,
,595,921,1,《སྣར་》,ནི།,
,,922,2,《པེ་》《སྣར་》,དག,
,,923,3,《པེ་》《སྣར་》,ཀྱི།,
,,924,4,《པེ་》《སྣར་》,༽ཡང་།,
,596,925,1,《པེ་》《སྣར་》,བལྟ།,
,,926,2,《པེ་》《སྣར་》,༽བ།,
,,927,3,《པེ་》《སྣར་》,བལྟ།,
,,928,4,《པེ་》《སྣར་》,༽ཐམས་ཅད།,
,,929,5,《པེ་》《སྣར་》,༼དེ།,
,,930,6,《པེ་》《སྣར་》,ཡང་།,
,,931,7,《པེ་》《སྣར་》,༼དག,
,,932,8,《པེ་》《སྣར་》,ན།,
,597,933,1,《པེ་》《སྣར་》,འགྱུར།,
,,934,2,《པེ་》《སྣར་》,ལ།,
,,935,3,《སྣར་》,པའི།,
,,936,4,《པེ་》《སྣར་》,༼ཡང་།,
,,937,5,《སྣར་》《ཅོ་》,ཀྱི།,
,,938,6,《པེ་》《སྣར་》,ལས།,
,598,939,1,《པེ་》《སྣར་》,ལས།,
,,940,2,《པེ་》《སྣར་》《ཅོ་》,ལས།,
