མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,
ཕྱག་འཚལ་བའི་བསྟོད་པ།,258,2,1,《སྣར་》,ཕྱག་འཚལ་བའི་བསྟོད་པ།,《པེ་》,ཕྱག་འཚལ་བསྟོད་པ་ཞེས་བྱ་བ།
,,3,2,《སྣར་》,བནྡ།,,
,,4,3,《པེ་》《སྣར་》,བྱེད་འདྲ།,,
