མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,
,,400,4,《པེ་》《སྣར་》,pམ།,,,,,
,,401,5,《པེ་》《སྣར་》,mམི།,,,,,
,,402,6,《པེ་》《སྣར་》,པར།,,,,,
,,403,7,《པེ་》,ལྟར།,,,,,
,,404,8,《པེ་》《སྣར་》,འོངས་པས།,,,,,
,868,405,1,《པེ་》《སྣར་》,པ་གནོད་པ་ཡོད་ན།,,,,,
,,406,2,《པེ་》《སྣར་》,ལོགས།,,,,,
,,407,3,《པེ་》《སྣར་》,mཡང་།,,,,,
,,408,4,《པེ་》《སྣར་》,པས།,,,,,
,,409,5,《པེ་》《སྣར་》,བྱེད་པ།,,,,,
,,410,6,《པེ་》《སྣར་》,ཁྱབ།,,,,,
,,411,7,《པེ་》《སྣར་》,གཞན།,,,,,
,,412,8,《པེ་》《སྣར་》,mནི།,,,,,
,,413,9,《པེ་》,དུ་བརྗོད་པ་མི།,《སྣར་》,,,,
,869,414,1,《པེ་》《སྣར་》,mཡང་།,,,,,
,,415,2,《པེ་》《སྣར་》,mཡང་།,དུ་བརྗོད་པར་མི།,,,,
,,416,3,《པེ་》《སྣར་》,mཡིན།,,,,,
,,417,4,《པེ་》《སྣར་》,ཚུངས།,,,,,
,,418,5,《པེ་》《སྣར་》,དེའི།,,,,,
,,419,6,《པེ་》《སྣར་》,གསལ།,,,,,
,,420,7,《པེ་》《སྣར་》,རོ།།,,,,,
,870,421,1,《པེ་》《སྣར་》,པར།,,,,,
,,422,2,《པེ་》《སྣར་》,mདུ།,,,,,
,,423,3,《པེ་》《སྣར་》,དངོས།,,,,,
,,424,4,《པེ་》,དེ།,,,,,
,,425,5,《སྣར་》,pརོ། །,,,,,
,,426,6,《པེ་》《སྣར་》,pམི།,,,,,
,,427,7,《པེ་》《སྣར་》,འདི།,,,,,
,,428,8,《པེ་》《སྣར་》,pའོན་ཏེ་ཟླ་བོ།,,,,,
,,429,9,《སྣར་》,འབའ།,,,,,
,,430,10,《པེ་》《སྣར་》,འགལ།,,,,,
,,431,11,《པེ་》《སྣར་》,mརང་གིས།,,,,,
,,432,12,《སྣར་》,མཐོང་།,,,,,
,,433,13,《པེ་》,བུ་ནི་སྤོབས་པར།,《སྣར་》,,,,
,871,434,1,《པེ་》《སྣར་》,mཡིན་པ་ཞིག,,,,,
,,435,2,《པེ་》《སྣར་》,གི།,བུ་ནི་སྤོབས་པས།,,,,
,,436,3,《པེ་》《སྣར་》,གི།,,,,,
,,437,4,《པེ་》《སྣར་》,pན།,,,,,
,,438,5,《པེ་》《སྣར་》,བ།,,,,,
,,439,6,《པེ་》《སྣར་》,mརོ།,,,,,
,,440,7,《ཅོ་》,pམཚན་ཉིད།,,,,,
,,441,8,《པེ་》《སྣར་》,pརོ།།,,,,,
,,442,9,《པེ་》《སྣར་》,བསླུ།,,,,,
,,443,10,《པེ་》《སྣར་》,mགི་ངོ་བོ།,,,,,
,,444,11,《པེ་》《སྣར་》,pལ།,,,,,
,,445,12,《པེ་》《སྣར་》,pཉིད།《པེ་》བྱ་བ་ཆ།,,,,,
,,446,13,《སྣར་》,བྱ་བ།,,,,,
,,447,14,《པེ་》《སྣར་》,pཞེ་ན།,,,,,
,,448,15,《པེ་》《སྣར་》,ཞེས་པར།,《ཅོ་》,,,,
,,449,16,《པེ་》《སྣར་》,པར་དག་གི།,,,,,
,872,450,1,《པེ་》《སྣར་》,ཁྱབ།,ཤེས་པར།,,,,
,,451,2,《པེ་》《སྣར་》,mདེ།,,,,,
,,452,3,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,453,4,《པེ་》《སྣར་》,mལ།,,,,,
,,454,5,《པེ་》《སྣར་》,mཔ་ཡོད།,,,,,
,,455,6,《པེ་》《སྣར་》,ཅན།,,,,,
,,456,7,《པེ་》《སྣར་》,ནི།,,,,,
,,457,8,《པེ་》《སྣར་》,mདག,,,,,
,,458,9,《པེ་》《སྣར་》,mདེ།,,,,,
,,459,10,《པེ་》《སྣར་》,pདག,,,,,
,,460,11,《པེ་》《སྣར་》,mདེ་སྒྲུབ་པའི།,,,,,
,873,461,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,462,2,《པེ་》《སྣར་》,གཞན།,,,,,
,,463,3,《པེ་》《སྣར་》,གཉིས།,,,,,
,,464,4,《པེ་》《སྣར་》,པས།,,,,,
,,465,5,《པེ་》《སྣར་》,pདེ།,,,,,
,,466,6,《པེ་》《སྣར་》,སྔོན།,,,,,
,,467,7,《པེ་》《སྣར་》,ཚིགས།,,,,,
,,468,8,《པེ་》《སྣར་》,mགཉི་ག,,,,,
,,469,9,《སྣར་》,ན།,,,,,
,,470,10,《པེ་》,ཡང་།,《སྣར་》,,,,
,,471,11,《པེ་》《སྣར་》,mཀྱི།,ལང་།,,,,
,,472,12,《པེ་》《སྣར་》,pཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,,,,,
,,473,13,《པེ་》《སྣར་》,པའོ།,,,,,
,,474,14,《པེ་》《སྣར་》,mརྒྱ་གར་གྱི་མཁན་པོ་…...གཏན་ལ་ཕབ་པ།། །།,,,,,
