མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,
,,30,4,《པེ་》《སྣར་》,pརྣམ་པ་ཐམས་ཅད།,,,,,
,,31,5,《པེ་》《སྣར་》,mའདས།,,,,,
,1014,32,1,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,33,2,《པེ་》《སྣར་》,གཙོ་བོར།,,,,,
,,34,3,《པེ་》《སྣར་》,ན།,,,,,
,,35,4,《པེ་》《སྣར་》,mདུ།,,,,,
,,36,5,《པེ་》《སྣར་》,གྱི།,,,,,
,,37,6,《པེ་》《སྣར་》,ཉིད།,,,,,
,1015,38,1,《པེ་》《སྣར་》,བྱས་ཏེ།,,,,,
,,39,2,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,40,3,《པེ་》《སྣར་》,གདམ།,,,,,
,,41,4,《པེ་》《སྣར་》,གདམ།,,,,,
,,42,5,《པེ་》《སྣར་》,པར།,,,,,
,,43,6,《པེ་》《སྣར་》,སཱི་ཏ།,,,,,
,1016,44,1,《སྣར་》,མེད་པའི།,,,,,
,,45,2,《སྣར་》,འཚལ།,,,,,
,,46,3,《པེ་》《སྣར་》,སྟེ།,,,,,
,,47,4,《པེ་》《སྣར་》,mདེ།,,,,,
,,48,5,《པེ་》《སྣར་》,གང་།,,,,,
,,49,6,《པེ་》《སྣར་》,འབེབས།,,,,,
,,50,7,《པེ་》《སྣར་》,རིག,,,,,
,,51,8,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,52,9,《པེ་》《སྣར་》,ཞེས་བྱ་བར།,,,,,
,,53,10,《པེ་》《སྣར་》,པོའི།,,,,,
,1017,54,1,《པེ་》《སྣར་》,གིས།,,,,,
,,55,2,《པེ་》《སྣར་》,pཡིན།,,,,,
,,56,3,《པེ་》《སྣར་》,ཉིད་ཀྱི་བདག་ཉིད།,,,,,
,,57,4,《པེ་》《སྣར་》,གིས།,,,,,
,,58,5,《པེ་》《སྣར་》,པ།,,,,,
,,59,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,60,7,《པེ་》《སྣར་》,བརླབས།,,,,,
,1018,61,1,《པེ་》《སྣར་》,mབ།,,,,,
,,62,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,63,3,《པེ་》《སྣར་》,mཀྱང་།,,,,,
,,64,4,《པེ་》《སྣར་》,mབྱ་བ།,,,,,
,,65,5,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,66,6,《སྣར་》,mདེ།,,,,,
,,67,7,《པེ་》《སྣར་》,སྒོམ།,,,,,
,1019,68,1,《པེ་》《སྣར་》,ནས།,,,,,
,,69,2,《པེ་》《སྣར་》,mཉིད།,,,,,
,,70,3,《པེ་》《སྣར་》,ལ།,,,,,
,,71,4,《པེ་》《སྣར་》,ཡི།,,,,,
,,72,5,《པེ་》《སྣར་》,འདུ་ཤེས།,,,,,
,,73,6,《སྣར་》,སྒོམ།,,,,,
,,74,7,《པེ་》《སྣར་》,mགང་།,,,,,
,,75,8,《པེ་》《སྣར་》,pགང་།,,,,,
,,76,9,《པེ་》《སྣར་》,pན།,,,,,
,1020,77,1,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,78,2,《པེ་》《སྣར་》,རྟོག,,,,,
,,79,3,《པེ་》《སྣར་》,པ།,,,,,
,,80,4,《པེ་》《སྣར་》,པ།,,,,,
,,81,5,《སྣར་》,རྟོགས།,,,,,
,1021,82,1,《པེ་》《སྣར་》,འདི།,,,,,
,,83,2,《པེ་》《སྣར་》,བལྟའོ།,,,,,
,,84,3,《པེ་》《སྣར་》,mཔ།,,,,,
,,85,4,《པེ་》《སྣར་》,པ།,,,,,
,,86,5,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,87,6,《སྣར་》,གཅིག,,,,,
,,88,7,《པེ་》《སྣར་》,རིག,,,,,
,1022,89,1,《པེ་》《སྣར་》,བར་བལྟོས།,,,,,
,,90,2,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,91,3,《པེ་》《སྣར་》,པ།,,,,,
,,92,4,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,93,5,《པེ་》《སྣར་》,བསྟན།,,,,,
,,94,6,《པེ་》《སྣར་》,བྱེད།,,,,,
,,95,7,《པེ་》《སྣར་》,དེང་།,,,,,
,,96,8,《པེ་》《སྣར་》,mཡང་།,,,,,
,,97,9,《པེ་》《སྣར་》,pཡང་།,,,,,
,1023,98,1,《པེ་》《སྣར་》,pབ།,,,,,
,,99,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,100,3,《པེ་》《སྣར་》,འགྲུབ།,,,,,
,,101,4,《པེ་》《སྣར་》,བལྟའོ།,,,,,
,,102,5,《པེ་》《སྣར་》,ཅིག,,,,,
,,103,6,《པེ་》《སྣར་》,ལས་བལྟོས།,,,,,
,1024,104,1,《པེ་》《སྣར་》,བཞག,,,,,
,,105,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,106,3,《པེ་》《སྣར་》,རྣམ།,,,,,
,,107,4,《པེ་》《སྣར་》,།། ། །,,,,,
,,108,5,《པེ་》《སྣར་》,mདང་།,,,,,
,1025,109,1,《སྣར་》,གདམ།,,,,,
,,110,2,《པེ་》《སྣར་》,པ།,,,,,
,,111,3,《པེ་》《སྣར་》,སྐྱེ་བོ།,,,,,
,,112,4,《པེ་》《སྣར་》,pཔ་མེད།,,,,,
,,113,5,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,114,6,《པེ་》《སྣར་》,mཏེ།,,,,,
,,115,7,《པེ་》《སྣར་》,ལྟ།,,,,,
,,116,8,《པེ་》《སྣར་》,ཉིད།,,,,,
,,117,9,《པེ་》《སྣར་》,ཚེ།,,,,,
,,118,10,《པེ་》《སྣར་》,འགལ་བ།,,,,,
,1026,119,1,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,120,2,《པེ་》《སྣར་》,རིག,,,,,
,,121,3,《པེ་》《སྣར་》,མཇེད།,,,,,
,,122,4,《པེ་》《སྣར་》,གཉིས་ཀྱི།,,,,,
,1027,123,1,《པེ་》《སྣར་》,mན།,,,,,
,,124,2,《པེ་》《སྣར་》,ལ།,,,,,
,,125,3,《པེ་》《སྣར་》,pདབུས་དང་།,,,,,
,,126,4,《པེ་》《སྣར་》,ལ།,,,,,
,,127,5,《པེ་》《སྣར་》,བྱ།,,,,,
,,128,6,《པེ་》《སྣར་》,pའགྱུར་བར།,,,,,
,,129,7,《པེ་》《སྣར་》,དེའི་བློ་ལ་འདུག་པ།,,,,,
,1028,130,1,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,131,2,《པེ་》《སྣར་》,བལྟོས།,,,,,
,1029,132,1,《པེ་》《སྣར་》,ལས་བྱུང་བ།,,,,,
,,133,2,《པེ་》《སྣར་》,པས།,,,,,
,,134,3,《པེ་》《སྣར་》,mལ།,,,,,
,,135,4,《པེ་》《སྣར་》,mཀྱང་།,,,,,
,,136,5,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,137,6,《པེ་》《སྣར་》,རྟོགས།,,,,,
,1030,138,1,《པེ་》《སྣར་》,པས།,,,,,
,,139,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,140,3,《པེ་》《སྣར་》,mདེ།,,,,,
,,141,4,《པེ་》《སྣར་》,བ་འཕྲེང་།,,,,,
,,142,5,《པེ་》《སྣར་》,pཡིས།,,,,,
,,143,6,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,144,7,《པེ་》《སྣར་》,ཉིད།,,,,,
,,145,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,1031,146,1,《པེ་》《སྣར་》,mནམ།,,,,,
,,147,2,《པེ་》《སྣར་》,རྟོག,,,,,
,,148,3,《པེ་》《སྣར་》,ལ།,,,,,
,,149,4,《པེ་》《སྣར་》,mཞེས།,,,,,
,,150,5,《པེ་》《སྣར་》,པའོ།,,,,,
,,151,6,《པེ་》《སྣར་》,mབདག,,,,,
,,152,7,《པེ་》《སྣར་》,pཡང་།,,,,,
,,153,8,《པེ་》《སྣར་》,དཔའ།,,,,,
,1032,154,1,《པེ་》《སྣར་》,mཡང་།,,,,,
,,155,2,《པེ་》《སྣར་》,mལ།,,,,,
,,156,3,《པེ་》《སྣར་》,གང་ཞེས།,,,,,
,,157,4,《པེ་》《སྣར་》,བྱ་བ།,,,,,
,,158,5,《སྣར་》,བསྒོ།,,,,,
,,159,6,《སྣར་》,འདིར།,,,,,
,1033,160,1,《པེ་》《སྣར་》,གི།,,,,,
,,161,2,《སྣར་》,རྟོགས།,,,,,
,,162,3,《པེ་》《སྣར་》,ཏེ།,,,,,
,,163,4,《པེ་》《སྣར་》,དཔའ།,,,,,
,,164,5,《པེ་》《སྣར་》,དཔའི།,,,,,
,,165,6,《པེ་》《སྣར་》,pཏེ།,,,,,
,,166,7,《པེ་》《སྣར་》,དཔའི།,,,,,
,,167,8,《པེ་》《སྣར་》,ཏེ།,,,,,
,,168,9,《པེ་》《སྣར་》,གསུང་།,,,,,
,1034,169,1,《པེ་》《སྣར་》,སྤྱོད།,,,,,
,,170,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,171,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,1035,172,1,《པེ་》《སྣར་》,ནའོ།,,,,,
,,173,2,《པེ་》《སྣར་》,mནི།,,,,,
,1036,174,1,《པེ་》《སྣར་》,བཞག,,,,,
,,175,2,《པེ་》《སྣར་》,ནས།,,,,,
,,176,3,《པེ་》《སྣར་》,ཞེ་ན།,,,,,
,,177,4,《པེ་》《སྣར་》,mཔ།,,,,,
,,178,5,《པེ་》《སྣར་》,pསུ།,,,,,
,,179,6,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,180,7,《པེ་》《སྣར་》,mནི།,,,,,
,,181,8,《པེ་》《སྣར་》,རྟེན།,,,,,
,,182,9,《པེ་》《སྣར་》,རྟེན།,,,,,
,1037,183,1,《པེ་》《སྣར་》,གཙོ་བོར།,,,,,
,,184,2,《པེ་》《སྣར་》,རྟེན།,,,,,
,,185,3,《པེ་》《སྣར་》,ལྟ།,,,,,
,,186,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,187,5,《པེ་》《སྣར་》,འགྲེལ།,,,,,
,1038,188,1,《པེ་》《སྣར་》,པ།,,,,,
,,189,2,《པེ་》《སྣར་》,pམི།,,,,,
,,190,3,《པེ་》《སྣར་》,mབྱ་ཞེས།,,,,,
,,191,4,《པེ་》《སྣར་》,ཏེ།,,,,,
,1039,192,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,193,2,《པེ་》《སྣར་》,གཏོགས།,,,,,
,,194,3,《པེ་》《སྣར་》,བསྒྲུབས།,,,,,
,,195,4,《པེ་》《སྣར་》,བརྟགས།,,,,,
,,196,5,《པེ་》《སྣར་》,pཉིད།,,,,,
,,197,6,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,198,7,《པེ་》《སྣར་》,mཔ།,,,,,
,1040,199,1,《པེ་》《སྣར་》,pཏུམ།,,,,,
,,200,2,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,201,3,《པེ་》《སྣར་》,པ།,,,,,
,1041,202,1,《པེ་》《སྣར་》,པས།,,,,,
,,203,2,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,204,3,《པེ་》《སྣར་》,དཔའ།,,,,,
,,205,4,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,206,5,《པེ་》,དཔའ།,《སྣར་》,mཔ།,,,
,,207,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,208,7,《པེ་》《སྣར་》,pམ།,,,,,
,,209,8,《པེ་》《སྣར་》,དམིག་གནས།,,,,,
,1042,210,1,《པེ་》《སྣར་》,སྤྱོད།,,,,,
,,211,2,《པེ་》《སྣར་》,རིག,,,,,
,,212,3,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,213,4,《པེ་》《སྣར་》,ཟློག,,,,,
,,214,5,《པེ་》《སྣར་》,pརྐྱེན།,,,,,
,1043,215,1,《པེ་》《སྣར་》,གྱིས།,,,,,
,,216,2,《པེ་》《སྣར་》,གཙོ་བོར།,,,,,
,,217,3,《སྣར་》,pསླ།,,,,,
,1044,218,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,219,2,《པེ་》《སྣར་》,mཡོངས་སུ།,,,,,
,,220,3,《པེ་》《སྣར་》,བཞག,,,,,
,,221,4,《པེ་》《སྣར་》,mལ།,,,,,
,1045,222,1,《སྣར་》,pབ།,,,,,
,,223,2,《སྣར་》,pཔ།,,,,,
,1046,224,1,《པེ་》《སྣར་》,དད།,,,,,
,,225,2,《པེ་》《སྣར་》,pལ།,,,,,
,,226,3,《པེ་》《སྣར་》,གཞི།,,,,,
,,227,4,《པེ་》《སྣར་》,pསོགས་པ་ལ།,,,,,
,,228,5,《སྣར་》,མོངས།,,,,,
,,229,6,《པེ་》《སྣར་》,འཐོབ།,,,,,
,1047,230,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,231,2,《པེ་》《སྣར་》,རྩེ།,,,,,
,,232,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,1048,233,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,234,2,《པེ་》《སྣར་》,ཚེ།,,,,,
,,235,3,《སྣར་》,འཐོབ།,,,,,
,,236,4,《པེ་》《སྣར་》,pའགྲོ་བར།,,,,,
,,237,5,《པེ་》《སྣར་》,mའགྲོ་བར།,,,,,
,1049,238,1,《པེ་》《སྣར་》,mཅན།,,,,,
,,239,2,《པེ་》《སྣར་》,ལ།,,,,,
,,240,3,《པེ་》《སྣར་》,གཙོ་བོར།,,,,,
,,241,4,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,242,5,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,1050,243,1,《པེ་》《སྣར་》,རིག,,,,,
,,244,2,《པེ་》《སྣར་》,mལས།,,,,,
,,245,3,《པེ་》《སྣར་》,པར།,,,,,
,1051,246,1,《པེ་》《སྣར་》,mལ།,,,,,
,,247,2,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,248,3,《པེ་》《སྣར་》,ཐོབ།,,,,,
,,249,4,《པེ་》《སྣར་》,པ།,,,,,
,,250,5,《པེ་》《སྣར་》,འཐོབ།,,,,,
,,251,6,《པེ་》《སྣར་》,pདུས།,,,,,
,,252,7,《སྣར་》,རྩེ།,,,,,
,,253,8,《པེ་》《སྣར་》,ཡང་།,,,,,
,1053,254,1,《པེ་》《སྣར་》,རིམ།,,,,,
,,255,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,256,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,257,4,《པེ་》《སྣར་》,།། །,,,,,
,,258,5,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,259,6,《པེ་》《སྣར་》,པར།,,,,,
,,260,7,《སྣར་》,སྐྱེད།,,,,,
,1054,261,1,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,262,2,《པེ་》《སྣར་》,རིམ།,,,,,
,,263,3,《པེ་》《སྣར་》,mགཞན་ལ།,,,,,
,,264,4,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,265,5,《པེ་》《སྣར་》,རྟོག,,,,,
,,266,6,《པེ་》《སྣར་》,གིས།,,,,,
,,267,7,《པེ་》《སྣར་》,mདེ།,,,,,
,1055,268,1,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,269,2,《པེ་》《སྣར་》,པས།,,,,,
,,270,3,《པེ་》《སྣར་》,པར།,,,,,
,,271,4,《སྣར་》,ནོ།,,,,,
,1056,272,1,《པེ་》《སྣར་》,བུར།,,,,,
,,273,2,《པེ་》《སྣར་》,mནི།,,,,,
,,274,3,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,275,4,《པེ་》《སྣར་》,པའི་ཐ་ཚིག་ཏེ།,,,,,
,,276,5,《པེ་》《སྣར་》,mཞེས་བྱ།,,,,,
,,277,6,《པེ་》《སྣར་》,pཔ།,,,,,
,1057,278,1,《པེ་》《སྣར་》,mཔ།,,,,,
,,279,2,《པེ་》《སྣར་》,mཔ།,,,,,
,1058,280,1,《པེ་》《སྣར་》,ལྟ་བུ།,,,,,
,,281,2,《པེ་》《སྣར་》,རྟོག,,,,,
,1059,282,1,《པེ་》《སྣར་》,pཔ་དེ།,,,,,
,,283,2,《པེ་》《སྣར་》,mདེ་ཉིད།,,,,,
,,284,3,《པེ་》《སྣར་》,མི་འབྱུང་།,,,,,
,1060,285,1,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,286,2,《པེ་》《སྣར་》,mདེ།,,,,,
,,287,3,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,288,4,《པེ་》《སྣར་》,རྫི།,,,,,
,,289,5,《པེ་》《སྣར་》,mའདི།,,,,,
,,290,6,《པེ་》《སྣར་》,གིས།,,,,,
,,291,7,《པེ་》《སྣར་》,mབདུད་དང་།,,,,,
,,292,8,《པེ་》《སྣར་》,pནི།,,,,,
,,293,9,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,294,10,《པེ་》《སྣར་》,ཡིད།,,,,,
,1061,295,1,《པེ་》《སྣར་》,ལ།,,,,,
,,296,2,《པེ་》《སྣར་》,mལས།,,,,,
,,297,3,《པེ་》《སྣར་》,དེའི།,,,,,
,,298,4,《པེ་》《སྣར་》,mལ།,,,,,
,,299,5,《པེ་》《སྣར་》,pཔ།,,,,,
,,300,6,《པེ་》《སྣར་》,བཟུང་།,,,,,
,,301,7,《པེ་》《སྣར་》,བྱེད་པ།,,,,,
,,302,8,《པེ་》《སྣར་》,ལ་སོགས་པ།,,,,,
,1062,303,1,《སྣར་》,རིགས།,,,,,
,,304,2,《པེ་》《སྣར་》,pཔ།,,,,,
,,305,3,《པེ་》《སྣར་》,mནི།,,,,,
,,306,4,《པེ་》《སྣར་》,mཔ།,,,,,
,,307,5,《པེ་》《སྣར་》,བཤེས།,,,,,
,,308,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,309,7,《པེ་》《སྣར་》,mགསུངས་པ།,,,,,
,,310,8,《སྣར་》,ལོགས།,,,,,
,,311,9,《པེ་》《སྣར་》,pདེ།,,,,,
,,312,10,《པེ་》《སྣར་》,mནོ།,,,,,
,,313,11,《པེ་》《སྣར་》,གྱིས།,,,,,
,1063,314,1,《པེ་》《སྣར་》,mབྱ་བར།,,,,,
,,315,2,《པེ་》《སྣར་》,ཚེའི།,,,,,
,1064,316,1,《པེ་》《སྣར་》,ཚེ།,,,,,
,,317,2,《པེ་》《སྣར་》,mནི།,,,,,
,,318,3,《པེ་》《སྣར་》,རྟོག,,,,,
,,319,4,《པེ་》《སྣར་》,བཟན།,,,,,
,,320,5,《པེ་》《སྣར་》,མ།,,,,,
,,321,6,《པེ་》《སྣར་》,mཡིན།,,,,,
,,322,7,《པེ་》《སྣར་》,ལ།,,,,,
,,323,8,《པེ་》《སྣར་》,མོས།,,,,,
,,324,9,《པེ་》《སྣར་》,རིམ།,,,,,
,,325,10,《པེ་》《སྣར་》,རྟོག,,,,,
,1065,326,1,《པེ་》《སྣར་》,mལ།,,,,,
,,327,2,《པེ་》《སྣར་》,pཀྱི།,,,,,
,,328,3,《པེ་》《སྣར་》,pཏུ།,,,,,
,1066,329,1,《པེ་》《སྣར་》,བརྗོད།,,,,,
,,330,2,《པེ་》《སྣར་》,དང་།,,,,,
,,331,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,332,4,《པེ་》《སྣར་》,mདུ།,,,,,
,,333,5,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,1067,334,1,《པེ་》《སྣར་》,གསུམ་གྱི།,,,,,
,,335,2,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,336,3,《པེ་》《སྣར་》,བཞག,,,,,
,,337,4,《པེ་》《སྣར་》,བྱ་བ་ནི།,,,,,
,,338,5,《པེ་》《སྣར་》,ཅིག,,,,,
,,339,6,《པེ་》《སྣར་》,དོ་ཞེས།,,,,,
,1068,340,1,《པེ་》《སྣར་》,pཀྱིས།,,,,,
,,341,2,《པེ་》《སྣར་》,བ།,,,,,
,,342,3,《པེ་》《སྣར་》,ཆེ།,,,,,
,1069,343,1,《པེ་》《སྣར་》,pདག,,,,,
,,344,2,《པེ་》《སྣར་》,pནི་ཆོས་ཡང་དག་ཡིན་པ་ཞེས་བྱ་བ།,,,,,
,,345,3,《པེ་》《སྣར་》,བསྔོ།,,,,,
,,346,4,《པེ་》《སྣར་》,བསྔོ།,,,,,
,,347,5,《པེ་》《སྣར་》,ལྷ།,,,,,
,,348,6,《པེ་》《སྣར་》,pགསུམ་པོ་དེ་ལ་ཆགས་པ།,,,,,
,,349,7,《པེ་》《སྣར་》,རེ།,,,,,
,1070,350,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,351,2,《པེ་》《སྣར་》,པའི།,,,,,
,,352,3,《པེ་》《སྣར་》,སྣང་།,,,,,
,,353,4,《པེ་》《སྣར་》,སྣང་།,,,,,
,,354,5,《པེ་》《སྣར་》,ལྟས།,,,,,
,,355,6,《པེ་》《སྣར་》,mདེ།,,,,,
,,356,7,《པེ་》《སྣར་》,བསྙེག,,,,,
,1071,357,1,《པེ་》《སྣར་》,mཅན།,,,,,
,,358,2,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,359,3,《པེ་》《སྣར་》,རྟོག,,,,,
,,360,4,《པེ་》《སྣར་》,གི,,,,,
,,361,5,《པེ་》《སྣར་》,བྱ་བ།,,,,,
,,362,6,《པེ་》《སྣར་》,གཞི།,,,,,
,,363,7,《པེ་》《སྣར་》,སུ།,,,,,
,,364,8,《པེ་》《སྣར་》,འཇུག,,,,,
,,365,9,《པེ་》《སྣར་》,མིང་ཞེས།,,,,,
,,366,10,《པེ་》《སྣར་》,མིང་།,,,,,
,,367,11,《པེ་》《སྣར་》,བསྙེག,,,,,
,1072,368,1,《པེ་》《སྣར་》,སྤྱད།,,,,,
,,369,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,370,3,《པེ་》《སྣར་》,mརོ།,,,,,
,,371,4,《པེ་》《སྣར་》,བར།,,,,,
,,372,5,《པེ་》《སྣར་》,mན།,,,,,
,,373,6,《སྣར་》,དཀུར།,,,,,
,1073,374,1,《པེ་》《སྣར་》,mགི།,,,,,
,,375,2,《པེ་》《སྣར་》,བུའི།,,,,,
,,376,3,《པེ་》《སྣར་》,ཏེ།,,,,,
,,377,4,《པེ་》《སྣར་》,ལྟར།,,,,,
,,378,5,《པེ་》《སྣར་》,བཅད།,,,,,
,,379,6,《པེ་》《སྣར་》,རིམ།,,,,,
,,380,7,《པེ་》《སྣར་》,དུ།,,,,,
,,381,8,《པེ་》《སྣར་》,པར།,,,,,
,,382,9,《པེ་》《སྣར་》,པ།,,,,,
,1074,383,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,384,2,《པེ་》《སྣར་》,གསལ།,,,,,
,,385,3,《པེ་》《སྣར་》,པོའོ།,,,,,
,1075,386,1,《པེ་》《སྣར་》,ཡི།,,,,,
,,387,2,《སྣར་》,གིས།,,,,,
,,388,3,《པེ་》《སྣར་》,བར་ཏེ།,,,,,
,,389,4,《པེ་》《སྣར་》,སྐྱབས།,,,,,
,1076,390,1,《པེ་》《སྣར་》,བསྟན།,,,,,
,,391,2,《པེ་》《སྣར་》,སྤྱོད་པ་ཡོངས་དག,,,,,
,,392,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,1077,393,1,《པེ་》《སྣར་》,mནི།,,,,,
,,394,2,《པེ་》《སྣར་》,།། །།,,,,,
,,395,3,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,396,4,《པེ་》《སྣར་》,བཅས།,,,,,
,,397,5,《པེ་》《སྣར་》,དཔའི།,,,,,
,,398,6,《པེ་》《སྣར་》,ལ།,,,,,
,1078,399,1,《པེ་》《སྣར་》,mཔ།,,,,,
,,400,2,《པེ་》《སྣར་》,ལ།,,,,,
,,401,3,《པེ་》《སྣར་》,བའིའོ།,,,,,
,,402,4,《པེ་》《སྣར་》,འཇིག,,,,,
,,403,5,《སྣར་》,སྨོས།,,,,,
,1079,404,1,《པེ་》《སྣར་》,mནི།,,,,,
,,405,2,《པེ་》《སྣར་》,ཏེ།,,,,,
,,406,3,《པེ་》《སྣར་》,འགྱུར་བ།,,,,,
,,407,4,《པེ་》《སྣར་》,mརོ།,,,,,
,,408,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,409,6,《པེ་》《སྣར་》,ཉམས།,,,,,
,1080,410,1,《པེ་》《སྣར་》,pཀྱི།,,,,,
,,411,2,《པེ་》《སྣར་》,mམི།,,,,,
,,412,3,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,
,,413,4,《པེ་》《སྣར་》,རིམ།,,,,,
,,414,5,《པེ་》《སྣར་》,ལ།,,,,,
,1081,415,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,416,2,《པེ་》《སྣར་》,ཞེས།,,,,,
,,417,3,《པེ་》《སྣར་》,གིས།,,,,,
