མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,,,,,
,,2821,3,《པེ་》《སྣར་》,བརྟག།,,,,,
,,2822,4,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2823,5,《སྣར་》,mཔར།,,,,,
,,2824,6,《པེ་》,གྱིས།,,,,,
,,2825,7,《པེ་》《སྣར་》,གྱིས།,,,,,
,545,2826,1,《པེ་》《སྣར་》,པ།,,,,,
,,2827,2,《པེ་》《སྣར་》,བརྟེན།,,,,,
,,2828,3,《པེ་》《སྣར་》,བཟུང་།,,,,,
,,2829,4,《པེ་》《སྣར་》,འཇིགས།,,,,,
,,2830,5,《པེ་》《སྣར་》,རྟེན།,,,,,
,,2831,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2832,7,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,2833,8,《པེ་》《སྣར་》,གྱི།,,,,,
,546,2834,1,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,2835,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,2836,3,《པེ་》《སྣར་》,གིས་ལུས་ཀྱིི།,,,,,
,,2837,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2838,5,《པེ་》《སྣར་》,བཟུང་།,,,,,
,,2839,6,《པེ་》《སྣར་》,mནི།,,,,,
,,2840,7,《པེ་》《སྣར་》,བལྟ།,,,,,
,,2841,8,《སྣར་》,mཡོད་པ་ཉིད།,,,,,
,,2842,9,《པེ་》《སྣར་》,ནས།,,,,,
,,2843,10,《པེ་》《སྣར་》,mནི།,,,,,
,,2844,11,《སྣར་》,འཇིགས།,,,,,
,547,2845,1,《པེ་》《སྣར་》,སྐྱེད།,,,,,
,,2846,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2847,3,《པེ་》《སྣར་》,སྐྱེད།,,,,,
,,2848,4,《པེ་》《སྣར་》,mབ།,,,,,
,,2849,5,《པེ་》《སྣར་》,ཏོ།།,,,,,
,,2850,6,《པེ་》《སྣར་》,བཟུང་།,,,,,
,548,2851,1,《པེ་》《སྣར་》,mཔ།,,,,,
,,2852,2,《པེ་》《སྣར་》,གྱིི།,,,,,
,,2853,3,《པེ་》《སྣར་》,ལ་ཟློག,,,,,
,,2854,4,《པེ་》《སྣར་》,བཟུང་།,,,,,
,,2855,5,《སྣར་》,གི།,,,,,
,,2856,6,《པེ་》《སྣར་》,རེ།,,,,,
,,2857,7,《པེ་》《སྣར་》,ཟློག,,,,,
,,2858,8,《པེ་》《སྣར་》,གཉིས།,,,,,
,549,2859,1,《ཅོ་》,པོའི།,,,,,
,,2860,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2861,3,《པེ་》《སྣར་》,གི།,,,,,
,,2862,4,《པེ་》《སྣར་》,འཇིགས།,,,,,
,,2863,5,《པེ་》《སྣར་》,པར།,,,,,
,,2864,6,《པེ་》《སྣར་》,པོའི།,,,,,
,,2865,7,《པེ་》《སྣར་》,ལ།,,,,,
,,2866,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2867,9,《པེ་》《སྣར་》,བ།,,,,,
,550,2868,1,《པེ་》《སྣར་》,འདི་ལུས་སྡུག,,,,,
,,2869,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,2870,3,《པེ་》《སྣར་》,pདེ།,,,,,
,,2871,4,《པེ་》《སྣར་》,པོ།,,,,,
,,2872,5,《པེ་》《སྣར་》,པ།,,,,,
,,2873,6,《པེ་》《སྣར་》,གྱི།,,,,,
,551,2874,1,《པེ་》《སྣར་》,བསྡུད།,,,,,
,,2875,2,《པེ་》《སྣར་》,mའདི།,,,,,
,,2876,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,552,2877,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2878,2,《པེ་》《སྣར་》,བསྡུད།,,,,,
,,2879,3,《པེ་》《སྣར་》,བསྡུད།,,,,,
,,2880,4,《པེ་》《སྣར་》,ལས།,,,,,
,,2881,5,《པེ་》《སྣར་》,གྱི།,,,,,
,,2882,6,《པེ་》《སྣར་》,བྱ་བའི།,,,,,
,,2883,7,《པེ་》《སྣར་》,བསྡུད།,,,,,
,,2884,8,《པེ་》《སྣར་》,ཤེས་བྱའི།,,,,,
,,2885,9,《པེ་》《སྣར་》,གྱི།,,,,,
,553,2886,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2887,2,《པེ་》《སྣར་》,སྒྲ་ནི་བརྟེན་པར་བྱ་བ།,,,,,
,,2888,3,《པེ་》《སྣར་》,བཟུང་གིས།,,,,,
,,2889,4,《པེ་》《སྣར་》,པའི།,,,,,
,,2890,5,《པེ་》《སྣར་》,གྱི།,,,,,
,,2891,6,《པེ་》《སྣར་》,mརོ།,,,,,
,,2892,7,《པེ་》《སྣར་》,mནི།,,,,,
,,2893,8,《པེ་》《སྣར་》,ཅིའི།,《ཅོ་》,དེའི།,,,
,,2894,9,《པེ་》《སྣར་》,ནི།,,,,,
,,2895,10,《པེ་》《སྣར་》,པ།,,,,,
,,2896,11,《པེ་》《སྣར་》,mདང་།,,,,,
,554,2897,1,《པེ་》《སྣར་》,ནི།,,,,,
,,2898,2,《པེ་》《སྣར་》,pན།,,,,,
,,2899,3,《པེ་》,པ་ཟག,《སྣར་》,པའི་ཟག,,,
,,2900,4,《པེ་》《སྣར་》,mམངོན་པར།,,,,,
,,2901,5,《སྣར་》,mཟག་པ།,,,,,
,,2902,6,《སྣར་》,ངན།,,,,,
,,2903,7,《པེ་》《སྣར་》,གྲོལ།,,,,,
,555,2904,1,《པེ་》《སྣར་》,pཔ།,,,,,
,,2905,2,《པེ་》《སྣར་》,mཕྱིར།,,,,,
,,2906,3,《པེ་》《སྣར་》,mདང་།,,,,,
,,2907,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2908,5,《པེ་》《སྣར་》,ལྷན།,,,,,
,,2909,6,《པེ་》《སྣར་》,བསྟན།,,,,,
,,2910,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2911,8,《པེ་》《སྣར་》,pབསྟེན་པ།,,,,,
,556,2912,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2913,2,《པེ་》《སྣར་》,པར།,,,,,
,,2914,3,《པེ་》《སྣར་》,mཡང་།,,,,,
,,2915,4,《པེ་》《སྣར་》,སྡེ།,,,,,
,,2916,5,《པེ་》《སྣར་》,དམ།,,,,,
,,2917,6,《པེ་》《སྣར་》,གསལ།,,,,,
,,2918,7,《པེ་》《སྣར་》,རྟེན།,,,,,
,,2919,8,《པེ་》《སྣར་》,གི།,,,,,
,,2920,9,《པེ་》《སྣར་》,པས།,,,,,
,,2921,10,《པེ་》《སྣར་》,བརྟེན།,,,,,
,557,2922,1,《པེ་》,བརྟེན།,,,,,
,,2923,2,《པེ་》《སྣར་》,mལས།,,,,,
,,2924,3,《པེ་》,བརྟེན།,,,,,
,,2925,4,《པེ་》,བརྟེན།,,,,,
,,2926,5,《པེ་》,བརྟེན།,,,,,
,,2927,6,《པེ་》《སྣར་》,རྣམས།,,,,,
,,2928,7,《པེ་》《སྣར་》,ཅེས།,,,,,
,,2929,8,《པེ་》《སྣར་》,ཅིག,,,,,
,,2930,9,《པེ་》,བརྟེན།,,,,,
,,2931,10,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2932,11,《སྣར་》,པར།,,,,,
,,2933,12,《པེ་》《སྣར་》,དེ།,,,,,
,,2934,13,《པེ་》《སྣར་》,བསྟེན།,,,,,
,,2935,14,《པེ་》《སྣར་》,མ།,,,,,
,,2936,15,《པེ་》,ཕན་ཚུལ།,《སྣར་》,ཕན་ཚུན།,,,
,,2937,16,《པེ་》《སྣར་》,ཏེ།,,,,,
,558,2938,1,《པེ་》《སྣར་》,པར།,,,,,
,,2939,2,《པེ་》《སྣར་》,pདང་།,,,,,
,,2940,3,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,2941,4,《པེ་》《སྣར་》,བསྟེན།,,,,,
,,2942,5,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2943,6,《སྣར་》,འདྲར།,,,,,
,,2944,7,《པེ་》《སྣར་》,mཔ།,,,,,
,,2945,8,《སྣར་》,བརྟེན།,,,,,
,,2946,9,《པེ་》,བརྟེན།,,,,,
,,2947,10,《པེ་》《སྣར་》,ཀྱི།,,,,,
,559,2948,1,《པེ་》《སྣར་》,pའགག་པའམ།,,,,,
,,2949,2,《པེ་》《སྣར་》,པར།,,,,,
,,2950,3,《པེ་》《སྣར་》,རིགས།,,,,,
,,2951,4,《པེ་》《སྣར་》,གི།,,,,,
,,2952,5,《སྣར་》,mདུ།,,,,,
,,2953,6,《པེ་》《སྣར་》,རིགས།,,,,,
,560,2954,1,《སྣར་》,བསྟན།,,,,,
,,2955,2,《སྣར་》,པའི་མཚུངས་པ།,,,,,
,,2956,3,《པེ་》《སྣར་》,ནི་དེའི།,,,,,
,,2957,4,《པེ་》《སྣར་》,mལ།,,,,,
,561,2958,1,《པེ་》《སྣར་》,mཔ།,,,,,
,,2959,2,《པེ་》《སྣར་》,mནི།,,,,,
,,2960,3,《པེ་》《སྣར་》,གི།,,,,,
,,2961,4,《པེ་》《སྣར་》,བལྟ།,,,,,
,,2962,5,《པེ་》《སྣར་》,གི།,,,,,
,,2963,6,《པེ་》《སྣར་》,བྱས།,,,,,
,,2964,7,《པེ་》,པར་འདྲ་བའི།,《སྣར་》,པར་འདྲ་བར།,,,
,562,2965,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2966,2,《པེ་》《སྣར་》,བསྣམ།,,,,,
,,2967,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2968,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2969,5,《པེ་》《སྣར་》,གི།,,,,,
,,2970,6,《པེ་》《སྣར་》,བསྣམས།,,,,,
,,2971,7,《པེ་》《སྣར་》,གི།,,,,,
,,2972,8,《པེ་》《སྣར་》,གི།,,,,,
,,2973,9,《པེ་》《སྣར་》,གྱི།,,,,,
,,2974,10,《པེ་》《སྣར་》,ཅིག,,,,,
,,2975,11,《པེ་》《སྣར་》,པ།,,,,,
,,2976,12,《པེ་》《སྣར་》,ཐོས།,,,,,
,,2977,13,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2978,14,《པེ་》《སྣར་》,ཡང་།,,,,,
,563,2979,1,《པེ་》《སྣར་》,གི།,,,,,
,,2980,2,《སྣར་》,mཔ།,,,,,
,,2981,3,《པེ་》《སྣར་》,པ་ནི་ཡང་།,,,,,
,,2982,4,《པེ་》《སྣར་》,སྤྱིར།,,,,,
,564,2983,1,《པེ་》《སྣར་》,mཡང་།,,,,,
,,2984,2,《པེ་》《སྣར་》,པ།,,,,,
,,2985,3,《པེ་》《སྣར་》,གྱི།,,,,,
,565,2986,1,《པེ་》《སྣར་》,སྡེ།,,,,,
,,2987,2,《པེ་》《སྣར་》,པ།,,,,,
,,2988,3,《པེ་》《སྣར་》,ལས།,,,,,
,,2989,4,《པེ་》《སྣར་》,mན།,,,,,
,,2990,5,《པེ་》《སྣར་》,པ།,,,,,
,,2991,6,《པེ་》《སྣར་》,mདུ།,,,,,
,,2992,7,《པེ་》《སྣར་》,mདང་།,,,,,
,,2993,8,《པེ་》《སྣར་》,ལྟའོ།,,,,,
,,2994,9,《པེ་》《སྣར་》,བསྟེན།,,,,,
,,2995,10,《པེ་》《སྣར་》,pདབང་པོ།,,,,,
,,2996,11,《པེ་》《སྣར་》,mདབང་པོ།,,,,,
,566,2997,1,《པེ་》《སྣར་》,mདང་།,,,,,
,,2998,2,《པེ་》《སྣར་》,mལ།,,,,,
,,2999,3,《པེ་》《སྣར་》,གིས།,,,,,
,,3000,4,《པེ་》《སྣར་》,རིགས།,,,,,
,,3001,5,《པེ་》《སྣར་》《ཅོ་》,mརྣམ།,,,,,
,,3002,6,《པེ་》《སྣར་》,mཞེས་བྱ་བ།,,,,,
,,3003,7,《པེ་》《སྣར་》,གི།,,,,,
,567,3004,1,《སྣར་》,པ།,,,,,
,,3005,2,《པེ་》《སྣར་》,ལུས།,,,,,
,,3006,3,《པེ་》,mརྣམ་པ།,《སྣར་》,རྣམ་པར་ཤེས་པ།,,,
,,3007,4,《པེ་》《སྣར་》,ཀྱི་བསྟན།,,,,,
,,3008,5,《པེ་》《སྣར་》,mཔར་ཤེས།,,,,,
,,3009,6,《པེ་》《སྣར་》,པའང་།,,,,,
,568,3010,1,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,3011,2,《པེ་》,རྟོགས།,,,,,
,,3012,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,,3013,4,《པེ་》《སྣར་》,pཐ་པ་ནི།,,,,,
,,3014,5,《པེ་》《སྣར་》,བསྟན།,,,,,
,569,3015,1,《པེ་》《སྣར་》,mདང་།,,,,,
,,3016,2,《པེ་》《སྣར་》,གྱི།,,,,,
,570,3017,1,《པེ་》,པ།,,,,,
,,3018,2,《པེ་》《སྣར་》,ནའོ།།,,,,,
,,3019,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3020,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3021,5,《པེ་》《སྣར་》,mན།,,,,,
,,3022,6,《པེ་》《སྣར་》,གྱི།,,,,,
,,3023,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,571,3024,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,3025,2,《པེ་》《སྣར་》,པར།,,,,,
,,3026,3,《སྣར་》,ལས།,,,,,
,,3027,4,《པེ་》《སྣར་》,འགྱུར།,,,,,
,572,3028,1,《པེ་》《སྣར་》,པ།,,,,,
,,3029,2,《པེ་》《སྣར་》,ལས།,,,,,
,,3030,3,《པེ་》《སྣར་》,ལས།,,,,,
,,3031,4,《པེ་》《སྣར་》,བཤད།,,,,,
,,3032,5,《པེ་》《སྣར་》,རྒྱུ།,,,,,
,,3033,6,《པེ་》《སྣར་》,བུ།,,,,,
,,3034,7,《པེ་》《སྣར་》,བུ།,,,,,
,,3035,8,《པེ་》《སྣར་》,mམ།,,,,,
,,3036,9,《པེ་》《སྣར་》,mབྱ་བ།,,,,,
,,3037,10,《པེ་》《སྣར་》,པ་ནི།,,,,,
,573,3038,1,《པེ་》《སྣར་》,དཔེས་སྨོས་ཞེ།,,,,,
,,3039,2,《པེ་》《སྣར་》,གྱིས།,,,,,
,,3040,3,《པེ་》《སྣར་》,དེ།,,,,,
,,3041,4,《པེ་》《སྣར་》,འགྱུར།,,,,,
,574,3042,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3043,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,3044,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3045,4,《པེ་》《སྣར་》,ཏེ།,,,,,
,,3046,5,《པེ་》《སྣར་》,གི།,,,,,
,,3047,6,《པེ་》《སྣར་》,པ།,,,,,
,,3048,7,《པེ་》《སྣར་》,mཔ།,,,,,
,,3049,8,《པེ་》《སྣར་》,གྱི།,,,,,
,,3050,9,《པེ་》《སྣར་》,གྱི།,,,,,
,575,3051,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3052,2,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,3053,3,《པེ་》《སྣར་》,གྱི།,,,,,
,,3054,4,《པེ་》《སྣར་》,གྱིས།,,,,,
,576,3055,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3056,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,3057,3,《པེ་》《སྣར་》,གི།,,,,,
,,3058,4,《པེ་》《སྣར་》,པའི།,,,,,
,,3059,5,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3060,6,《པེ་》《སྣར་》,སོ།,,,,,
,,3061,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3062,8,《པེ་》《སྣར་》,པར།,,,,,
,577,3063,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3064,2,《སྣར་》,ཆུབ།,,,,,
,,3065,3,《པེ་》《སྣར་》,པའི།,,,,,
,,3066,4,《པེ་》《སྣར་》,རྟེན།,,,,,
,,3067,5,《པེ་》《སྣར་》,གི།,,,,,
,578,3068,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3069,2,《པེ་》《སྣར་》,བྱའོ།,,,,,
,,3070,3,《པེ་》《སྣར་》,mནི།,,,,,
,,3071,4,《པེ་》《སྣར་》,གི་རང་གི་རིགས།,,,,,
,,3072,5,《པེ་》《སྣར་》,mདུ།,,,,,
,,3073,6,《པེ་》《སྣར་》,བྱ་བའི།,,,,,
,,3074,7,《པེ་》《སྣར་》,ལས།,,,,,
,579,3075,1,《པེ་》《སྣར་》,བ་ནས།,,,,,
,,3076,2,《པེ་》《སྣར་》,ཞེེས།,,,,,
,,3077,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,580,3078,1,《པེ་》《སྣར་》,mཀྱང་།,,,,,
,,3079,2,《པེ་》《སྣར་》,ལྟར།,,,,,
,,3080,3,《པེ་》《སྣར་》,རྒྱུད།,,,,,
,,3081,4,《པེ་》《སྣར་》,mནི་དེ།,,,,,
,,3082,5,《པེ་》《སྣར་》,ཅེས།,,,,,
,,3083,6,《པེ་》《སྣར་》,གི།,,,,,
,,3084,7,《སྣར་》,ཅིག,,,,,
,,3085,8,《པེ་》《སྣར་》,རྟོག ,,,,,
,,3086,9,《པེ་》《སྣར་》,mཞེས།,,,,,
,581,3087,1,《པེ་》《སྣར་》,གི་བཤད་པས།,,,,,
,,3088,2,《པེ་》《སྣར་》,སོགས།,,,,,
,,3089,3,《པེ་》《སྣར་》,གི།,,,,,
,,3090,4,《པེ་》《སྣར་》,གྱི།,,,,,
,,3091,5,《པེ་》《སྣར་》,བ།,,,,,
,,3092,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3093,7,《སྣར་》,མི།,,,,,
,,3094,8,《པེ་》《སྣར་》,།། །།བམ་པོ་ཉི་ཤུ་གཉིས་པ།,,,,,
,,3095,9,《པེ་》《སྣར་》,mབམ་པོ་ཉི་ཤུ་གཉིས་པ།,,,,,
,,3096,10,《པེ་》《སྣར་》,mམིང་།,,,,,
,582,3097,1,《པེ་》《སྣར་》,mངོ་བོ།,,,,,
,,3098,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3099,3,《པེ་》《སྣར་》,བྱུང་།,,,,,
,,3100,4,《པེ་》《སྣར་》,mརྣམ་པ།,,,,,
,583,3101,1,《ཅོ་》,ནས།,,,,,
,,3102,2,《སྣར་》,གྱིས།,,,,,
,,3103,3,《པེ་》《སྣར་》,འདི།,,,,,
,,3104,4,《པེ་》《སྣར་》,རྟག,,,,,
,,3105,5,《པེ་》《སྣར་》,པའི།,,,,,
,584,3106,1,《པེ་》《སྣར་》,mནི།,,,,,
,,3107,2,《པེ་》《སྣར་》,རིག ,,,,,
,,3108,3,《པེ་》《སྣར་》,mཕྱིར།,,,,,
,,3109,4,《པེ་》,mབསྟན།,,,,,
,,3110,5,《པེ་》《སྣར་》,གྱི།,,,,,
,,3111,6,《པེ་》《སྣར་》,པའི།,,,,,
,585,3112,1,《པེ་》《སྣར་》,mལ།,,,,,
,,3113,2,《པེ་》《སྣར་》,དེ།,,,,,
,,3114,3,《པེ་》《སྣར་》,pབསམ་པ།,,,,,
,,3115,4,《པེ་》《སྣར་》,བརྗོད་པར་བྱ་བའི་དོན་ཞུ་བའོ།,,,,,
,,3116,5,《པེ་》《སྣར་》,བརྗོད།,,,,,
,,3117,6,《པེ་》《སྣར་》,གནད།,,,,,
,,3118,7,《པེ་》《སྣར་》,གྱིས།,,,,,
,586,3119,1,《པེ་》《སྣར་》,རིགས།,,,,,
,,3120,2,《པེ་》《སྣར་》,mནི།,,,,,
,,3121,3,《པེ་》《སྣར་》,གྱི་བརྟག,,,,,
,,3122,4,《པེ་》《སྣར་》,པའོ།,,,,,
,,3123,5,《པེ་》《སྣར་》,mཔར།,,,,,
,587,3124,1,《པེ་》《སྣར་》,བྱའོ།,,,,,
,,3125,2,《པེ་》《སྣར་》,པར།,,,,,
,,3126,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3127,4,《པེ་》《སྣར་》,mབྱ་བ།,,,,,
,,3128,5,《པེ་》《སྣར་》,mནི།,,,,,
,,3129,6,《པེ་》《སྣར་》,བསྡུས།,,,,,
,,3130,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3131,8,《པེ་》《སྣར་》,པ།,,,,,
,,3132,9,《པེ་》《སྣར་》,ཞུ་བ།,,,,,
,,3133,10,《པེ་》《སྣར་》,གཞན་གནས།,,,,,
,,3134,11,《པེ་》《སྣར་》,རིགས།,,,,,
,588,3135,1,《པེ་》《སྣར་》,mབསྡུས་པ།,,,,,
,,3136,2,《པེ་》《སྣར་》,ཡིད།,,,,,
,,3137,3,《པེ་》《སྣར་》,གྱི།,,,,,
,,3138,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3139,5,《པེ་》《སྣར་》,གྱི།,,,,,
,,3140,6,《པེ་》《སྣར་》,mཉིད་ལ།,,,,,
,,3141,7,《པེ་》《སྣར་》,གྱིས།,,,,,
,,3142,8,《པེ་》《སྣར་》,བརྟག,,,,,
,,3143,9,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3144,10,《པེ་》《སྣར་》,mསྟེ།,,,,,
,,3145,11,《སྣར་》,mསོ།,,,,,
,589,3146,1,《པེ་》《སྣར་》,ཕྱིར་མི།,,,,,
,,3147,2,《པེ་》《སྣར་》,བཟུང་།,,,,,
,,3148,3,《པེ་》《སྣར་》,mདང་།,,,,,
,,3149,4,《སྣར་》,བརྟག,,,,,
,,3150,5,《པེ་》《སྣར་》,mཐམས་ཅད།,,,,,
,,3151,6,《པེ་》《སྣར་》,པ།,,,,,
,590,3152,1,《པེ་》《སྣར་》,བརྟག,,,,,
,,3153,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,3154,3,《པེ་》《སྣར་》,mཔ།,,,,,
,,3155,4,《པེ་》《སྣར་》,གི།,,,,,
,,3156,5,《པེ་》《སྣར་》,mདང་། དེ་ཁོ་ནའི་ངོ་བོ་ཉིད།,,,,,
,,3157,6,《པེ་》《སྣར་》,mརྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་ངོ་བོ་ཉིད་དང་།,,,,,
,,3158,7,《པེ་》《སྣར་》,བཟུང་།,,,,,
,,3159,8,《པེ་》《སྣར་》,mངོ་བོ།,,,,,
,,3160,9,《པེ་》《སྣར་》,mཉིད།,,,,,
,,3161,10,《པེ་》《སྣར་》,mདེ་ཇི་ལྟར་གཞན་གྱི་དབང་ཡིན་ན།,,,,,
,,3162,11,《པེ་》,ན།,《སྣར་》,mཡིན།,,,
,591,3163,1,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,3164,2,《པེ་》《སྣར་》,pཞེས་བྱའོ།,,,,,
,,3165,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3166,4,《པེ་》《སྣར་》,mཔར།,,,,,
,,3167,5,《པེ་》《སྣར་》,mཆད།,,,,,
,,3168,6,《པེ་》《སྣར་》,པར་གཞག་པ་ནི།,,,,,
,,3169,7,《པེ་》《སྣར་》,གི།,,,,,
,,3170,8,《པེ་》《སྣར་》,སྐྱེད།,,,,,
,,3171,9,《པེ་》《སྣར་》,སྐྱེད།,,,,,
,,3172,10,《པེ་》《སྣར་》,གི།,,,,,
,592,3173,1,《སྣར་》,།། །།,,,,,
,,3174,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,3175,3,《པེ་》《སྣར་》,mཕྱིར།,,,,,
,,3176,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3177,5,《པེ་》《སྣར་》,རབ་ཏུ།,,,,,
,,3178,6,《པེ་》《སྣར་》,དབྱེ་བ།,,,,,
,,3179,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3180,8,《པེ་》《སྣར་》,དམ།,,,,,
,593,3181,1,《པེ་》《སྣར་》,mཔ་མ་ཡིན།,,,,,
,,3182,2,《པེ་》《སྣར་》,པར།,,,,,
,,3183,3,《པེ་》《སྣར་》,ཁྱད་པར།,,,,,
,,3184,4,《པེ་》《སྣར་》,ཐོས།,,,,,
,,3185,5,《པེ་》《སྣར་》,འཐོབ།,,,,,
,,3186,6,《པེ་》《སྣར་》,རྟགས།,,,,,
,,3187,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,594,3188,1,《པེ་》《སྣར་》,དམ།,,,,,
,,3189,2,《སྣར་》,ལ།,,,,,
,,3190,3,《པེ་》《སྣར་》,པ།,,,,,
,,3191,4,《པེ་》《སྣར་》,པའི།,,,,,
,,3192,5,《པེ་》《སྣར་》,གི།,,,,,
,,3193,6,《སྣར་》,རིགས།,,,,,
,,3194,7,《པེ་》《སྣར་》,དམ།,,,,,
,,3195,8,《པེ་》《སྣར་》,བཏགས།,,,,,
,,3196,9,《པེ་》《སྣར་》,ནང་།,,,,,
,,3197,10,《པེ་》《སྣར་》,བཏགས།,,,,,
,,3198,11,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3199,12,《པེ་》《སྣར་》,སྟོན།,,,,,
,595,3200,1,《པེ་》《སྣར་》,པའི།,,,,,
,,3201,2,《པེ་》《སྣར་》,pམེད་པ།,,,,,
,,3202,3,《པེ་》《སྣར་》,pའདི།,,,,,
,,3203,4,《སྣར་》,རིགས།,,,,,
,,3204,5,《པེ་》《སྣར་》,ཞེ།,,,,,
,596,3205,1,《པེ་》《སྣར་》,གྱིས།,,,,,
,,3206,2,《པེ་》《སྣར་》,བ།,,,,,
,,3207,3,《པེ་》《སྣར་》,གི།,,,,,
,,3208,4,《པེ་》《སྣར་》,བར།,,,,,
,,3209,5,《པེ་》《སྣར་》,ལ།,,,,,
,,3210,6,《པེ་》《སྣར་》,པར།,,,,,
,,3211,7,《པེ་》《སྣར་》,འཇུག,,,,,
,,3212,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3213,9,《པེ་》《སྣར་》,བསྐྱེད་ན།,,,,,
,,3214,10,《པེ་》《སྣར་》,གྱི་སྟོབས་ཀྱིི།,,,,,
,,3215,11,《པེ་》《སྣར་》,pནི།,,,,,
,,3216,12,《པེ་》《སྣར་》,གྱིས་སྟོབས་ཀྱི།,,,,,
,,3217,13,《པེ་》《སྣར་》,ཞིག,,,,,
,,3218,14,《པེ་》《སྣར་》,ཀྱི།,,,,,
,597,3219,1,《པེ་》《སྣར་》,གི།,,,,,
,,3220,2,《པེ་》《སྣར་》,གི།,,,,,
,,3221,3,《པེ་》《སྣར་》,རིག,,,,,
,,3222,4,《པེ་》《སྣར་》,རིགས།,,,,,
,,3223,5,《པེ་》《སྣར་》,pཀྱི།,,,,,
,,3224,6,《པེ་》《སྣར་》,འབྱུང་།,《ཅོ་》,འགྱུར།,,,
,,3225,7,《པེ་》《སྣར་》,mཕྱིར།,,,,,
,,3226,8,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3227,9,《པེ་》《སྣར་》,བྱ་བ།,,,,,
,,3228,10,《པེ་》《སྣར་》,mརྒྱུ་ལས།,,,,,
,598,3229,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,3230,2,《པེ་》《སྣར་》,པས།,,,,,
,,3231,3,《པེ་》《སྣར་》,རིགས།,,,,,
,,3232,4,《པེ་》《སྣར་》,mཔ།,,,,,
,,3233,5,《པེ་》《སྣར་》,བ།,,,,,
,,3234,6,《སྣར་》,རྩམ་དུ་ཟག,,,,,
,,3235,7,《པེ་》《སྣར་》,པོའི།,,,,,
,,3236,8,《པེ་》《སྣར་》,སྲེད།,,,,,
,599,3237,1,《པེ་》《སྣར་》,གྱི།,,,,,
