མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,,,,,
,,865,3,《པེ་》《སྣར་》,སྐྱེ་བའོ།,,,,,
,,866,4,《པེ་》《སྣར་》,བ།,,,,,
,,867,5,《པེ་》《སྣར་》,བ།,,,,,
,,868,6,《པེ་》《སྣར་》,འཇུག་པར།,,,,,
,,869,7,《སྣར་》,མཐུངས།,,,,,
,,870,8,《སྣར་》,ཆོས།,,,,,
,,871,9,《པེ་》《སྣར་》,བཞིབ།,,,,,
,,872,10,《སྣར་》,mཔ།,,,,,
,,873,11,《པེ་》《སྣར་》,བུ་སྟེ།,,,,,
,,874,12,《པེ་》《སྣར་》,pནི།,,,,,
,,875,13,《པེ་》《སྣར་》,mཔ།,,,,,
,,876,14,《པེ་》《སྣར་》,བརྟན།,,,,,
,188,877,1,《པེ་》《སྣར་》,ཅུང་།,,,,,
,,878,2,《སྣར་》,ཚིགས།,,,,,
,,879,3,《སྣར་》,ཚིགས།,,,,,
,,880,4,《པེ་》《སྣར་》,མྱང་།,,,,,
,,881,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,882,6,《པེ་》《སྣར་》,འཆིང་།,,,,,
,189,883,1,《པེ་》《སྣར་》,ནི།,,,,,
,,884,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,885,3,《པེ་》《སྣར་》,བསྟན།,,,,,
,,886,4,《སྣར་》,བསྐྱེད།,,,,,
,,887,5,《པེ་》《སྣར་》,བསླུད།,,,,,
,,888,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,889,7,《སྣར་》,བདག,,,,,
,,890,8,《པེ་》《སྣར་》,pན།,,,,,
,,891,9,《པེ་》《སྣར་》,རིག,,,,,
,,892,10,《པེ་》《སྣར་》,mལ།,,,,,
,190,893,1,《པེ་》《སྣར་》,ནི།,,,,,
,,894,2,《པེ་》《སྣར་》,དེ།,,,,,
,,895,3,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,896,4,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,897,5,《པེ་》《སྣར་》,ལས།,,,,,
,,898,6,《པེ་》《སྣར་》,པ་ནི།,,,,,
,,899,7,《པེ་》《སྣར་》,mནི།,,,,,
,191,900,1,《པེ་》《སྣར་》,mཡང་།,,,,,
,,901,2,《སྣར་》,ཉེས།,,,,,
,,902,3,《པེ་》《སྣར་》,བཞིན།,,,,,
,,903,4,《པེ་》《སྣར་》,ཞིག,,,,,
,,904,5,《པེ་》《སྣར་》,བཞིན།,,,,,
,,905,6,《པེ་》《སྣར་》,འདྲིལ།,,,,,
,192,906,1,《སྣར་》,བ།,,,,,
,,907,2,《ཅོ་》,pཔོ།,,,,,
,,908,3,《པེ་》《སྣར་》,གྱི།,,,,,
,,909,4,《པེ་》《སྣར་》,པའི།,,,,,
,,910,5,《སྣར་》,ལ།,,,,,
,,911,6,《ཅོ་》,པ།,,,,,
,,912,7,《པེ་》《སྣར་》,གཞོག་སློངས།,,,,,
,,913,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,193,914,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,915,2,《པེ་》《སྣར་》,བརྟེན།,,,,,
,,916,3,《པེ་》《སྣར་》,བརྟེན།,,,,,
,,917,4,《པེ་》《སྣར་》,གཞོག་སློངས།,,,,,
,,918,5,《པེ་》《སྣར་》,སློང་བའོ།,,,,,
,,919,6,《པེ་》《སྣར་》,mགང་།,,,,,
,,920,7,《པེ་》《སྣར་》,pལྟར།,,,,,
,194,921,1,《པེ་》《སྣར་》,པ།,,,,,
,,922,2,《པེ་》《སྣར་》,སྦྱོང་།,,,,,
,,923,3,《པེ་》《སྣར་》,བརྒན།,,,,,
,,924,4,《པེ་》《སྣར་》,ཕོ།,,,,,
,,925,5,《པེ་》《སྣར་》,པ།,,,,,
,,926,6,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,927,7,《པེ་》《སྣར་》,རྒྱུ་དེ།,,,,,
,,928,8,《པེ་》《སྣར་》,འཇིག,,,,,
,195,929,1,《སྣར་》,པ།,,,,,
,,930,2,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,
,,931,3,《པེ་》《སྣར་》,འཇིག,,,,,
,,932,4,《སྣར་》,pཔ།,,,,,
,,933,5,《སྣར་》,སྟེང་ཀ,,,,,
,,934,6,《པེ་》《སྣར་》,pབུ།,,,,,
,,935,7,《སྣར་》,པ།,,,,,
,,936,8,《པེ་》《སྣར་》,བ།,,,,,
,,937,9,《ཅོ་》,བཞུགས།,,,,,
,,938,10,《པེ་》《སྣར་》,བླང་།,,,,,
,,939,11,《པེ་》《སྣར་》,pབར་དུ།,,,,,
,,940,12,《པེ་》《སྣར་》,mདུ།,,,,,
,,941,13,《པེ་》《སྣར་》,གྲུབ།,,,,,
,,942,14,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,196,943,1,《པེ་》《སྣར་》,mདྲིས།,,,,,
,,944,2,《པེ་》《སྣར་》,mཡང་།,,,,,
,,945,3,《པེ་》《སྣར་》,སྤང་བ།,,,,,
,,946,4,《པེ་》《སྣར་》,ཐོབ།,,,,,
,197,947,1,《པེ་》《སྣར་》,སོར།,,,,,
,,948,2,《པེ་》《སྣར་》,གི།,,,,,
,,949,3,《པེ་》《སྣར་》,mལས།,,,,,
,,950,4,《སྣར་》,པར།,,,,,
,,951,5,《པེ་》,ཏེ།, 《སྣར་》,ཏོ།,,,
,,952,6,《པེ་》《སྣར་》,ཏོ།,,,,,
,,953,7,《པེ་》《སྣར་》,mདུ།,,,,,
,,954,8,《པེ་》《སྣར་》,pདག,,,,,
,,955,9,《པེ་》《སྣར་》,pདགེ་བ་ཉིད་དང་།,,,,,
,,956,10,《པེ་》《སྣར་》,mདང་།,,,,,
,,957,11,《པེ་》《སྣར་》,བུ་སྟེ།,,,,,
,198,958,1,《པེ་》《སྣར་》,གྲུབ།,,,,,
,,959,2,《པེ་》《སྣར་》,pལས་ཀྱང་།,,,,,
,,960,3,《པེ་》《སྣར་》,འགྱུར་བ་ཉིད་ཀྱི།,,,,,
,,961,4,《པེ་》《སྣར་》,སྤངས་པའི།,,,,,
,,962,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,963,6,《པེ་》《སྣར་》,ནོ།,,,,,
,,964,7,《པེ་》《སྣར་》,སྟེ།,,,,,
,,965,8,《པེ་》,mནི།,,,,,
,199,966,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,967,2,《པེ་》《སྣར་》,ལ།,,,,,
,,968,3,《སྣར་》,རྣམ།,,,,,
,,969,4,《པེ་》《སྣར་》,སྨད།,,,,,
,,970,5,《པེ་》《སྣར་》,དགེ།,,,,,
,,971,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,972,7,《པེ་》《སྣར་》,mཔ།,,,,,
,,973,8,《པེ་》《སྣར་》,ལ།,,,,,
,,974,9,《སྣར་》,གྲུབ།,,,,,
,200,975,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,976,2,《པེ་》《སྣར་》,གདུངས་པར།,,,,,
,,977,3,《པེ་》《སྣར་》,mཔ།,,,,,
,,978,4,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,979,5,《པེ་》《སྣར་》,pགང་།,,,,,
,,980,6,《པེ་》《སྣར་》,ནམས།,,,,,
,,981,7,《པེ་》,སྒྲུབ།,,,,,
,,982,8,《པེ་》《སྣར་》,pདུ།,,,,,
,,983,9,《པེ་》《སྣར་》,ཡིན།,,,,,
,,984,10,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,,985,11,《པེ་》《སྣར་》,བྱ་བའི།,,,,,
,201,986,1,《པེ་》,སྒྲུབ་པར།, 《སྣར་》,བསྒྲུབ་པར།,,,
,,987,2,《པེ་》《སྣར་》,mདུ།,,,,,
,,988,3,《པེ་》《སྣར་》,འདྲིད།,,,,,
,202,989,1,《པེ་》《སྣར་》,འཚོལ།,,,,,
,,990,2,《པེ་》《སྣར་》,འཚོལ།,,,,,
,,991,3,《སྣར་》,ཀྱིས།,,,,,
,,992,4,《སྣར་》,pའདི་ནི།,,,,,
,,993,5,《པེ་》,དབྱིན།,,,,,
,,994,6,《པེ་》《སྣར་》,བཞིན།,,,,,
,203,995,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,996,2,《པེ་》《སྣར་》,མཐུང་བ།,,,,,
,,997,3,《པེ་》《སྣར་》,pདག,,,,,
,,998,4,《པེ་》《སྣར་》,mནོ།,,,,,
,204,999,1,《པེ་》《སྣར་》,སྟོན།,,,,,
,,1000,2,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,
,,1001,3,《པེ་》《སྣར་》,ན།,,,,,
,,1002,4,《པེ་》《སྣར་》,ཡུལ།,,,,,
,,1003,5,《པེ་》《སྣར་》,གཉི།,,,,,
,,1004,6,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,1005,7,《པེ་》《སྣར་》,pབ།,,,,,
,,1006,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1007,9,《པེ་》《སྣར་》,pབ།,,,,,
,,1008,10,《པེ་》《སྣར་》,ཆད།,,,,,
,205,1009,1,《སྣར་》,mདུ།,,,,,
,,1010,2,《པེ་》《སྣར་》,འགག,,,,,
,,1011,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1012,4,《པེ་》《སྣར་》,བཟློག,,,,,
,,1013,5,《པེ་》《སྣར་》,ཞི།,,,,,
,206,1014,1,《པེ་》《སྣར་》《ཅོ་》,གིས།,,,,,
,,1015,2,《པེ་》《སྣར་》,གི།,,,,,
,,1016,3,《པེ་》《སྣར་》,pགི་བདག,,,,,
,,1017,4,《པེ་》《སྣར་》,ནིང་སྲེད།,,,,,
,,1018,5,《ཅོ་》,གིས།,,,,,
,,1019,6,《པེ་》《སྣར་》,mདང་།,,,,,
,,1020,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1021,8,《པེ་》《སྣར་》,མའི་ཀླུང་།,,,,,
,207,1022,1,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1023,2,《པེ་》《སྣར་》,གི།,,,,,
,,1024,3,《པེ་》,pན།,,,,,
,208,1025,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1026,2,《པེ་》《སྣར་》,pའདི།,,,,,
,,1027,3,《ཅོ་》,པར།,,,,,
,,1028,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1029,5,《པེ་》,པ།, 《སྣར་》,mཔར།,,,
,,1030,6,《པེ་》《སྣར་》,mདག,,,,,
,,1031,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,209,1032,1,《པེ་》《སྣར་》,སྡེའི།,,,,,
,,1033,2,《པེ་》《སྣར་》,mཕྱིར།,,,,,
,,1034,3,《པེ་》《སྣར་》,mལ།,,,,,
,,1035,4,《པེ་》《སྣར་》,འཇོམ།,,,,,
,,1036,5,《པེ་》《སྣར་》,བདེ།,,,,,
,210,1037,1,《པེ་》《སྣར་》,འཇོམ།,,,,,
,,1038,2,《སྣར་》,འཇོམ།,,,,,
,,1039,3,《པེ་》《སྣར་》,བརྟག,,,,,
,,1040,4,《པེ་》《སྣར་》,རིག,,,,,
,,1041,5,《པེ་》《སྣར་》,ལེའུ་བཅས།,,,,,
,,1042,6,《པེ་》《སྣར་》,pཡིན།,,,,,
,,1043,7,《སྣར་》,པ།,,,,,
,,1044,8,《ཅོ་》,པར།,,,,,
,,1045,9,《སྣར་》,སོར།,,,,,
,,1046,10,《པེ་》《སྣར་》,རྒྱུ།,,,,,
,,1047,11,《པེ་》《སྣར་》,འདུལ།,,,,,
,,1048,12,《པེ་》《སྣར་》,ལྟས།,,,,,
,,1049,13,《པེ་》《སྣར་》,ལས།,,,,,
,211,1050,1,《པེ་》《སྣར་》,pདག,,,,,
,,1051,2,《པེ་》《སྣར་》,pགཟུགས།,,,,,
,,1052,3,《པེ་》《སྣར་》,pའབྱུང་བ་ཆེན་པོ་བཞི་དག་དང་།,,,,,
,,1053,4,《སྣར་》,ཤི།,,,,,
,,1054,5,《སྣར་》,བྱ་བ།,,,,,
,,1055,6,《པེ་》,པ།,,,,,
,,1056,7,《པེ་》《སྣར་》,mཡང་།,,,,,
,,1057,8,《པེ་》《སྣར་》,བ།,,,,,
,,1058,9,《པེ་》《སྣར་》,mནི།,,,,,
,,1059,10,《པེ་》《སྣར་》,mཞེས་གསུངས་ནས།,,,,,
,212,1060,1,《པེ་》《སྣར་》,འབྱུང་བ་ནི།,,,,,
,,1061,2,《པེ་》,འབྱུང་།,,,,,
,,1062,3,《པེ་》《སྣར་》,mདེ།,,,,,
,,1063,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1064,5,《པེ་》《སྣར་》,སྟེ་རྟོགས་པར།,,,,,
,,1065,6,《པེ་》,mབ།,,,,,
,,1066,7,《པེ་》《སྣར་》,ཀྱིར།,,,,,
,,1067,8,《པེ་》《སྣར་》,mལ།,,,,,
,,1068,9,《པེ་》《སྣར་》,འཚོལ།,,,,,
,213,1069,1,《པེ་》《སྣར་》,འཚོལ།,,,,,
,,1070,2,《ཅོ་》,བསླབས།,,,,,
,,1071,3,《པེ་》,mརྣམ་པ།,,,,,
,,1072,4,《ཅོ་》,སྤོབས་པ།,,,,,
,,1073,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1074,6,《སྣར་》,mཀུན་ནས།,,,,,
,,1075,7,《སྣར་》,འབྲོགས།,,,,,
,,1076,8,《སྣར་》,འདྲེས།,,,,,
,214,1077,1,《པེ་》《སྣར་》,pསྣང་བར་རྣམ་པར།,,,,,
,,1078,2,《སྣར་》,འདྲེས།,,,,,
,,1079,3,《སྣར་》,གནོད།,,,,,
,,1080,4,《པེ་》《སྣར་》,གཅད།,,,,,
,,1081,5,《སྣར་》,mབ།,,,,,
,,1082,6,《སྣར་》,pན།,,,,,
,,1083,7,《པེ་》《སྣར་》,སྡོམས།,,,,,
,,1084,8,《པེ་》《སྣར་》,ལམ།,,,,,
,,1085,9,《པེ་》《སྣར་》,། །,,,,,
,215,1086,1,《པེ་》《སྣར་》,mཞེས་བྱའོ།,,,,,
,,1087,2,《པེ་》《སྣར་》,ལས་བལྟོས།,,,,,
,,1088,3,《པེ་》《སྣར་》,སྐྱེ་བོ།,,,,,
,,1089,4,《པེ་》《སྣར་》,རིག,,,,,
,,1090,5,《པེ་》《སྣར་》《ཅོ་》,མཁར།,,,,,
,,1091,6,《པེ་》《སྣར་》,གསུངས།,,,,,
,216,1092,1,《པེ་》,དོགས།,,,,,
,217,1093,1,《པེ་》《སྣར་》,སྟེ།,,,,,
,,1094,2,《པེ་》《སྣར་》,mནི།,,,,,
,,1095,3,《པེ་》《སྣར་》,mདེ།,,,,,
,,1096,4,《པེ་》《སྣར་》,mཡང་།,,,,,
,218,1097,1,《པེ་》《སྣར་》,ན།,,,,,
,,1098,2,《པེ་》《སྣར་》,mབ།,,,,,
,,1099,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1100,4,《པེ་》《སྣར་》,ལྟས།,,,,,
,,1101,5,《པེ་》《སྣར་》,ལྟས།,,,,,
,,1102,6,《པེ་》《སྣར་》,mནི།,,,,,
,,1103,7,《པེ་》《སྣར་》,pདེ་ལ།,,,,,
,,1104,8,《པེ་》《སྣར་》,པའོ།,,,,,
,,1105,9,《སྣར་》,mན།,,,,,
,,1106,10,《པེ་》《སྣར་》,mདེ།,,,,,
,,1107,11,《པེ་》《སྣར་》,རྟས།,,,,,
,,1108,12,《པེ་》《སྣར་》,mབྱ།,,,,,
,,1109,13,《པེ་》《སྣར་》,རྟས།,,,,,
,219,1110,1,《པེ་》《སྣར་》,ཡིན་ནོ།,,,,,
,,1111,2,《པེ་》《སྣར་》,ལྟར།,,,,,
,,1112,3,《སྣར་》,རྣམས།,,,,,
,,1113,4,《པེ་》《སྣར་》,རིག,,,,,
,,1114,5,《པེ་》《སྣར་》,mདེ།,,,,,
,,1115,6,《པེ་》《སྣར་》,གི།,,,,,
,220,1116,1,《པེ་》《སྣར་》,pའདོད་ཆགས་དང་བྲལ་བ་དེ་ནི་སྲིད་པ་བར་མ་དོ་ལས་ཀྱང་གདོན་མི་ཟ་བར།,,,,,
,,1117,2,《པེ་》,བཅད།,,,,,
,,1118,3,《པེ་》,བཅད།,,,,,
,,1119,4,《པེ་》,རུང་།,,,,,
,,1120,5,《པེ་》《སྣར་》,ཏེ།,,,,,
,221,1121,1,《ཅོ་》,ཀྱིས།,,,,,
,,1122,2,《སྣར་》,mབ།,,,,,
,,1123,3,《ཅོ་》,mབཟོད།,,,,,
,,1124,4,《པེ་》《སྣར་》,གྱི།,,,,,
,,1125,5,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1126,6,《སྣར་》,mབྱ་བ།,,,,,
,,1127,7,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,222,1128,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1129,2,《སྣར་》,ལ།,,,,,
,,1130,3,《པེ་》,mསྡེ་ནི།,,,,,
,,1131,4,《པེ་》《སྣར་》,mའདི།,,,,,
,,1132,5,《ཅོ་》,བར།,,,,,
,,1133,6,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,,1134,7,《པེ་》《སྣར་》,མཆིའོ།,,,,,
,,1135,8,《པེ་》《སྣར་》,pནི།,,,,,
,,1136,9,《པེ་》《སྣར་》,དེ།,,,,,
,223,1137,1,《པེ་》《སྣར་》,ཡོད།,,,,,
,,1138,2,《པེ་》《སྣར་》,ཞེས་ནི།,,,,,
,,1139,3,《པེ་》《སྣར་》,mཡང་།,,,,,
,,1140,4,《པེ་》《སྣར་》,mཅེ།,,,,,
,,1141,5,《སྣར་》,pབ།,,,,,
,,1142,6,《པེ་》《སྣར་》,གིས།,,,,,
,,1143,7,《པེ་》《སྣར་》,pབ།,,,,,
,224,1144,1,《པེ་》《སྣར་》,ཞན།,,,,,
,,1145,2,《པེ་》《སྣར་》,mལ།,,,,,
,,1146,3,《པེ་》《སྣར་》,གི།,,,,,
,,1147,4,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,1148,5,《པེ་》《སྣར་》,mཕྱིར།,,,,,
,,1149,6,《སྣར་》,mདེ།,,,,,
,,1150,7,《པེ་》《སྣར་》,ནི།,,,,,
,,1151,8,《པེ་》《སྣར་》,བརྗོད།,,,,,
,,1152,9,《པེ་》《སྣར་》,བསམས།,,,,,
,,1153,10,《པེ་》《སྣར་》,mདེ།,,,,,
,,1154,11,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1155,12,《པེ་》《སྣར་》,pཇི་ལྟར།,,,,,
,,1156,13,《པེ་》《སྣར་》,ན།,,,,,
,,1157,14,《སྣར་》,བཞི།,,,,,
,225,1158,1,《པེ་》《སྣར་》,mདེ།,,,,,
,,1159,2,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,1160,3,《པེ་》《སྣར་》,གིས།,,,,,
,,1161,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1162,5,《པེ་》,ཐོག,,,,,
,,1163,6,《པེ་》,pཀ,,,,,
,,1164,7,《པེ་》《སྣར་》,pདེ།,,,,,
,,1165,8,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,1166,9,《པེ་》《སྣར་》,mཞིག,,,,,
,,1167,10,《པེ་》《སྣར་》,དེ།,,,,,
,,1168,11,《པེ་》《སྣར་》,མིན།,,,,,
,,1169,12,《པེ་》《སྣར་》,དཔའ།,,,,,
,,1170,13,《པེ་》《སྣར་》,གི།,,,,,
,226,1171,1,《སྣར་》,འདོང་བ་གཞིན།,,,,,
,,1172,2,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,1173,3,《པེ་》《སྣར་》,བྱུང་།,,,,,
,,1174,4,《སྣར་》,འཕྲུལ།,,,,,
,,1175,5,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,1176,6,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,1177,7,《པེ་》《སྣར་》,མ་བལྟོས།,,,,,
,,1178,8,《པེ་》,ལ་བལྟོས།, 《སྣར་》,ལྟ་ལྟོས།,,,
,,1179,9,《པེ་》《སྣར་》,དང་།,,,,,
,,1180,10,《པེ་》《སྣར་》,pདེ།,,,,,
,,1181,11,《པེ་》《སྣར་》,བརྟག,,,,,
,,1182,12,《པེ་》《སྣར་》,mམ།,,,,,
,,1183,13,《སྣར་》,ལས།,,,,,
,,1184,14,《པེ་》,mལ།,,,,,
,,1185,15,《པེ་》《སྣར་》,pཡང་།,,,,,
,,1186,16,《པེ་》《སྣར་》,mཡང་།,,,,,
,,1187,17,《པེ་》《སྣར་》,དེའི།,,,,,
,227,1188,1,《པེ་》《སྣར་》,pཔ།,,,,,
,,1189,2,《པེ་》《སྣར་》,ལ།,,,,,
,,1190,3,《པེ་》《སྣར་》,རིག,,,,,
,,1191,4,《པེ་》《སྣར་》,mདུ།,,,,,
,228,1192,1,《པེ་》,སྐྱེ་བོ།,,,,,
,,1193,2,《སྣར་》,སྐྱེས།,,,,,
,,1194,3,《པེ་》《སྣར་》,ཁྱེད།,,,,,
,,1195,4,《པེ་》《སྣར་》,pམ།,,,,,
,,1196,5,《པེ་》《སྣར་》,ཞེས།,,,,,
,,1197,6,《པེ་》《སྣར་》,འཐུང་།,,,,,
,,1198,7,《པེ་》,གདང་བའམ།,,,,,
,,1199,8,《པེ་》,གདང་བའམ།,,,,,
,,1200,9,《པེ་》《སྣར་》,འཛུམས།,,,,,
,,1201,10,《པེ་》《སྣར་》,འདིར།,,,,,
,,1202,11,《པེ་》《སྣར་》,དེ།,,,,,
,,1203,12,《པེ་》《སྣར་》,གི།,,,,,
,229,1204,1,《པེ་》《སྣར་》,mསྔར།,,,,,
,,1205,2,《པེ་》《སྣར་》,པ།,,,,,
,,1206,3,《པེ་》《སྣར་》,ཁྲོལ།,,,,,
,,1207,4,《པེ་》《སྣར་》,བར་ལྟུང་།,,,,,
,,1208,5,《པེ་》《སྣར་》,བརྒྱ་བའི།,,,,,
,,1209,6,《པེ་》《སྣར་》,འཆར།,,,,,
,,1210,7,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1211,8,《པེ་》《སྣར་》,mདག,,,,,
,,1212,9,《སྣར་》,ན་དེ།,,,,,
,,1213,10,《པེ་》,མ།,,,,,
,,1214,11,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1215,12,《པེ་》,pནི།,,,,,
,,1216,13,《པེ་》《སྣར་》,ན།,,,,,
,,1217,14,《སྣར་》,བ།,,,,,
,,1218,15,《པེ་》,གྱི།,,,,,
,230,1219,1,《པེ་》《སྣར་》,སྤྱད།,,,,,
,,1220,2,《པེ་》《སྣར་》,བཟུང་།,,,,,
,,1221,3,《པེ་》,སྐྱེ་བ།,,,,,
,,1222,4,《པེ་》《སྣར་》,མེད།,,,,,
,,1223,5,《པེ་》《སྣར་》,mདེ།,,,,,
,231,1224,1,《པེ་》《སྣར་》,དེ།,,,,,
,,1225,2,《པེ་》《སྣར་》,pནི།,,,,,
,,1226,3,《པེ་》,ཐུབ།,,,,,
,,1227,4,《པེ་》《སྣར་》,mདེ་ལ།,,,,,
,,1228,5,《པེ་》《སྣར་》,རུས།,,,,,
,,1229,6,《པེ་》《སྣར་》,ན།,,,,,
,,1230,7,《པེ་》《སྣར་》,mཔ།,,,,,
,,1231,8,《སྣར་》,མངོན།,,,,,
,,1232,9,《པེ་》《སྣར་》,པུ།,,,,,
,,1233,10,《པེ་》《སྣར་》,mདེ།,,,,,
,,1234,11,《པེ་》《སྣར་》,བཤད།,,,,,
,,1235,12,《པེ་》,བྱ།, 《སྣར་》,pབྱ་བ།,,,
,232,1236,1,《པེ་》,བརྟགས།,,,,,
,,1237,2,《པེ་》《སྣར་》,གི།,,,,,
,,1238,3,《པེ་》《སྣར་》,གི།,,,,,
,,1239,4,《པེ་》《སྣར་》,སྟབས།,,,,,
,,1240,5,《པེ་》《སྣར་》,mགཞན།,,,,,
,233,1241,1,《སྣར་》,mཔ་མེད།,,,,,
,,1242,2,《པེ་》《སྣར་》,པ།,,,,,
,,1243,3,《པེ་》《སྣར་》,དག་ཏུ།,,,,,
,,1244,4,《པེ་》《སྣར་》,རྣམ་པ།,,,,,
,,1245,5,《པེ་》《སྣར་》,བཞག,,,,,
,,1246,6,《པེ་》《སྣར་》,བཞག,,,,,
,,1247,7,《པེ་》《སྣར་》,pགཟུགས།,,,,,
,,1248,8,《པེ་》,ངེས་པ།, 《སྣར་》,ངེས།,,,
,,1249,9,《པེ་》《སྣར་》,mཔ།,,,,,
,,1250,10,《པེ་》《སྣར་》,གྱི།,,,,,
,,1251,11,《པེ་》《སྣར་》,པ།,,,,,
,,1252,12,《པེ་》《སྣར་》,mཔ།,,,,,
,,1253,13,《སྣར་》,mསུ།,,,,,
,,1254,14,《སྣར་》,ཡིན་གྱི།,,,,,
,,1255,15,《སྣར་》,pརྟེན་གྱི།,,,,,
,,1256,16,《སྣར་》,སྡུས།,,,,,
,,1257,17,《པེ་》《སྣར་》,mནི།,,,,,
,234,1258,1,《པེ་》《སྣར་》,པ།,,,,,
,,1259,2,《སྣར་》,pགང་།,,,,,
,,1260,3,《སྣར་》,མེད།,,,,,
,,1261,4,《པེ་》《སྣར་》,mབ།,,,,,
,,1262,5,《པེ་》《སྣར་》,pཡང་།,,,,,
,,1263,6,《པེ་》《སྣར་》,དེ།,,,,,
,,1264,7,《པེ་》《སྣར་》,pཔ།,,,,,
,,1265,8,《སྣར་》,ཡུལ།,,,,,
,,1266,9,《པེ་》《སྣར་》,ཟེ།,,,,,
,235,1267,1,《པེ་》《སྣར་》,པ།,,,,,
,,1268,2,《ཅོ་》,པར།,,,,,
,,1269,3,《སྣར་》,mཀྱིས།,,,,,
,,1270,4,《པེ་》,བ་བསྟེགས།,,,,,
,,1271,5,《པེ་》《སྣར་》,པའི།,,,,,
,,1272,6,《པེ་》《སྣར་》,བ་ནི།,,,,,
,,1273,7,《པེ་》《སྣར་》,རྒྱུ།,,,,,
,236,1274,1,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1275,2,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,1276,3,《པེ་》《སྣར་》,ཅིའང་།,,,,,
,,1277,4,《པེ་》《སྣར་》,འདི་ལ་ཅི།,,,,,
,,1278,5,《པེ་》,ལྟར།,,,,,
,,1279,6,《པེ་》《སྣར་》,པར།,,,,,
,,1280,7,《སྣར་》,པ་ནི།,,,,,
,,1281,8,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,1282,9,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,237,1283,1,《པེ་》《སྣར་》,པའི།,,,,,
,,1284,2,《པེ་》《སྣར་》,mདེ།,,,,,
,,1285,3,《པེ་》《སྣར་》,པ།,,,,,
,,1286,4,《སྣར་》,འོང་བར།,,,,,
,,1287,5,《པེ་》《སྣར་》,བྱིན།,,,,,
,,1288,6,《པེ་》《སྣར་》,རིག,,,,,
,,1289,7,《པེ་》《སྣར་》,རེད།,,,,,
,,1290,8,《སྣར་》,བརྟག,,,,,
,,1291,9,《པེ་》《སྣར་》,འགག,,,,,
,238,1292,1,《སྣར་》,ཀྱིས།,,,,,
,,1293,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,1294,3,《པེ་》《སྣར་》,mལ།,,,,,
,,1295,4,《པེ་》《སྣར་》,འདི།,,,,,
,,1296,5,《པེ་》《སྣར་》,དེ་ལ།,,,,,
,,1297,6,《པེ་》《སྣར་》,mན།,,,,,
,,1298,7,《པེ་》《སྣར་》,པ་ཡིན་ནོ།,,,,,
,239,1299,1,《པེ་》《སྣར་》,བརྟེན།,,,,,
