མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,
,,62,3,《པེ་》《སྣར་》,ག,,,,,
,,63,4,《པེ་》《སྣར་》,བརྡའ།,,,,,
,,64,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,65,6,《པེ་》《སྣར་》,པའི།,,,,,
,14,66,1,《པེ་》《སྣར་》,བོའི།,,,,,
,,67,2,《པེ་》《སྣར་》,mལྟ།,,,,,
,15,68,1,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,69,2,《པེ་》《སྣར་》,བ།,,,,,
,,70,3,《པེ་》《སྣར་》《ཅོ་》,pཀྱི།,,,,,
,,71,4,《པེ་》《སྣར་》,ཐུག་པའི་བར།,,,,,
,,72,5,《སྣར་》,གསལ།,,,,,
,,73,6,《པེ་》《སྣར་》,pདོན།,,,,,
,16,74,1,《པེ་》《སྣར་》,རིམ། ,,,,,( འདིའི་འོག་གི་རིམས་ཅེས་པ་རྣམས་《པེ་》《སྣར་》ལ་རིམ་ཞེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།)
,,75,2,《སྣར་》,pཀྱི་གནས་སྐབས་རྟོགས་པ་དེ་ཉིད།,,,,,
,,76,3,《པེ་》《སྣར་》,pམ།,,,,,
,,77,4,《པེ་》《སྣར་》,mསུམ།,,,,,
,,78,5,《སྣར་》,པ།,,,,,
,,79,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,80,7,《སྣར་》,mཡང་།,,,,,
,17,81,1,《པེ་》《སྣར་》,བའི།,,,,,
,,82,2,《པེ་》《སྣར་》,ལས།,,,,,
,,83,3,《པེ་》《སྣར་》,mཔ།,,,,,
,,84,4,《པེ་》《སྣར་》,mགི་ཕྱིར།,,,,,
,,85,5,《པེ་》《སྣར་》,mན།,,,,,
,,86,6,《པེ་》《སྣར་》,བའི།,,,,,
,,87,7,《པེ་》《སྣར་》,pན།,,,,,
,,88,8,《པེ་》《སྣར་》,pསྣང་བ།,,,,,
,,89,9,《པེ་》《སྣར་》,གྱི།,,,,,
,,90,10,《པེ་》,རྟོགས་གམ།,《སྣར་》,ཏོགས་གི།,,,
,18,91,1,《པེ་》《སྣར་》,mའགའ་ཞིག,,,,,
,,92,2,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,93,3,《པེ་》《སྣར་》,བའི།,,,,,
,,94,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,95,5,《པེ་》《སྣར་》,mསྒྱུ་མ་ཉིད།,,,,,
,,96,6,《པེ་》《སྣར་》,mཞེས།,,,,,
,,97,7,《པེ་》《སྣར་》,mཞེས་པ།,,,,,
,,98,8,《པེ་》《སྣར་》,རིགས།,,,,,
,,99,9,《པེ་》《སྣར་》,བསྒྲུབས།,,,,,
,,100,10,《པེ་》《སྣར་》,mམ།,,,,,
,19,101,1,《པེ་》《སྣར་》,ལྡང་བའི།,,,,,
,,102,2,《པེ་》《སྣར་》,པ་ལས།,,,,,
,,103,3,《པེ་》《སྣར་》,ཏེ།,,,,,
,,104,4,《པེ་》《སྣར་》,སོགས།,,,,,
,,105,5,《པེ་》《སྣར་》,pདང་།,,,,,
,,106,6,《པེ་》《སྣར་》,ཅིག,,,,,
,,107,7,《པེ་》《སྣར་》,པར།,,,,,
,,108,8,《པེ་》《སྣར་》《ཅོ་》,བཞག,,,,,
,,109,9,《པེ་》《སྣར་》,ཞེས།,,,,,
,,110,10,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,111,11,《པེ་》《སྣར་》,mཅན།,,,,,
,,112,12,《པེ་》《སྣར་》,mདག,,,,,
,,113,13,《པེ་》《སྣར་》,ཝ།,,,,,
,20,114,1,《པེ་》《སྣར་》,རིགས་པ།,,,,,
,,115,2,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,116,3,《སྣར་》,བསྟེན།,,,,,
,21,117,1,《པེ་》《སྣར་》,རླབས།,,,,,
,,118,2,《པེ་》《སྣར་》,སྐྱེད།,,,,,
,,119,3,《པེ་》《སྣར་》,mརྟོགས་པས།,,,,,
,,120,4,《པེ་》《སྣར་》,པར།,,,,,
,,121,5,《པེ་》《སྣར་》,དབང་།,,,,,
,,122,6,《པེ་》《སྣར་》,པར་གྱུར་པ།,,,,,
,,123,7,《པེ་》《སྣར་》,པར།,,,,,
,22,124,1,《པེ་》《སྣར་》,བསླབ།,,,,,
,,125,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,126,3,《པེ་》《སྣར་》,བ།,,,,,
,,127,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,128,5,《པེ་》《སྣར་》,བྱའོ།,,,,,
,,129,6,《པེ་》《སྣར་》,ཞར།,,,,,
,,130,7,《སྣར་》,དེ།,,,,,
,,131,8,《པེ་》《སྣར་》,སྤྱིར།,,,,,
,,132,9,《པེ་》《སྣར་》,གྱི།,,,,,
,,133,10,《པེ་》《སྣར་》,mཤེས་རབ་ཀྱི།,,,,,
,,134,11,《པེ་》《སྣར་》,mདེ་ལྟར་ན།,,,,,
,23,135,1,《པེ་》《སྣར་》,ཁང་།,,,,,
,24,136,1,《པེ་》《སྣར་》,སྟེ།,,,,,
,,137,2,《པེ་》《སྣར་》,mཚིག་གི།,,,,,
,,138,3,《པེ་》《སྣར་》,པར།,,,,,
,,139,4,《པེ་》《སྣར་》,mཔར་ལྡོག,,,,,
,,140,5,《པེ་》《སྣར་》《ཅོ་》,སྟེ།,,,,,
,,141,6,《པེ་》《སྣར་》,mལ།,,,,,
,25,142,1,《པེ་》《སྣར་》,pགང་།,,,,,
,,143,2,《པེ་》《སྣར་》,བས།,,,,,
,,144,3,《པེ་》《སྣར་》,བཏགས།,,,,,
,,145,4,《པེ་》《སྣར་》,སྟེ།,,,,,
,,146,5,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,147,6,《པེ་》,པ།,,,,,
,,148,7,《སྣར་》,pལས།,,,,,
,,149,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,26,150,1,《པེ་》《སྣར་》,རིགས།,,,,,
,,151,2,《པེ་》《སྣར་》,པར།,,,,,
,27,152,1,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,153,2,《པེ་》《སྣར་》,རྟོག,,,,,
,,154,3,《པེ་》《སྣར་》,pཡང་།,,,,,
,28,155,1,《པེ་》《སྣར་》,གཡེང་།,,,,,
,,156,2,《པེ་》《སྣར་》《ཅོ་》,mསྐྱེ་མེད་བློ་ལྡན་ཞེས་བྱ་བ་ལ་སོགས་པ་གསུངས་ཏེ།,,,,,
,,157,3,《པེ་》《སྣར་》,mདེའི།,,,,,
,,158,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,159,5,《པེ་》《སྣར་》,གྱི།,,,,,
,,160,6,《པེ་》《སྣར་》,འམ།,,,,,
,29,161,1,《པེ་》《སྣར་》,mཕྱེ་བས།,,,,,
,,162,2,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,163,3,《པེ་》《སྣར་》,ས།,,,,,
,,164,4,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,165,5,《པེ་》《སྣར་》,པར།,,,,,
,,166,6,《སྣར་》,རྟོག,,,,,
,30,167,1,《པེ་》《སྣར་》,mངེ་།,,,,,
,,168,3,《པེ་》《སྣར་》,བརྟན།,,,,,
,,169,4,《པེ་》《སྣར་》,pཡོད་པར།,,,,,
,,170,5,《པེ་》《སྣར་》,པོའི།,,,,,
,31,171,1,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,172,2,《པེ་》《སྣར་》,གྱིས།,,,,,
,,173,3,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,174,4,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,175,5,《པེ་》《སྣར་》,mབར་འགྱུར།,,,,,
,,176,6,《པེ་》《སྣར་》,བརྗོད།,,,,,
,32,177,1,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,178,2,《པེ་》《སྣར་》,ལྟ།,,,,,
,,179,3,《པེ་》《སྣར་》,པ།,,,,,
,,180,4,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,
,,181,5,《པེ་》《ཅོ་》,བུ་བཞག,《སྣར་》,བུར་གཞག,,,
,,182,6,《པེ་》《སྣར་》,འཇུག,,,,,
,,183,7,《པེ་》《སྣར་》,ནི།,,,,,
,,184,8,《པེ་》《སྣར་》,རིག,,,,,
,33,185,1,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,186,2,《པེ་》《སྣར་》,འཐུན་པར་དེ་བྱེད་པ་ནི།,,,,,
,,187,3,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,188,4,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,189,5,《པེ་》《སྣར་》,བརྫུན།,,,,,
,,190,6,《པེ་》《སྣར་》,པར།,,,,,
,,191,7,《པེ་》《སྣར་》,གིས།,,,,,
,,192,8,《པེ་》《སྣར་》,བལྟོས།,,,,,
,34,193,1,《པེ་》《སྣར་》,བརྫུན།,,,,,
,,194,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,195,3,《པེ་》《སྣར་》,གཙོ་བོ།,,,,,
,35,196,1,《པེ་》《སྣར་》,གཟུང་བའི།,,,,,
,,197,2,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,198,3,《པེ་》《སྣར་》,ཐོས།,,,,,
,,199,4,《པེ་》《སྣར་》,pཔར་བྱེད།,,,,,
,36,200,1,《པེ་》《སྣར་》,ལས།,,,,,
,,201,2,《པེ་》《སྣར་》,སྤངས་པ་བྱེད།,,,,,
,,202,3,《པེ་》《སྣར་》,pཏེ།,,,,,
,,203,4,《པེ་》《སྣར་》,ཅིའི།,,,,,
,,204,5,《པེ་》《སྣར་》,པར།,,,,,
,,205,6,《པེ་》《སྣར་》,mཀྱི།,,,,,
,37,206,1,《པེ་》《སྣར་》,mཡིན།,,,,,
,,207,2,《པེ་》《སྣར་》,སྤངས།,,,,,
,,208,3,《པེ་》《སྣར་》,པ།,,,,,
,,209,4,《པེ་》《སྣར་》,པ།,,,,,
,38,210,1,《པེ་》《སྣར་》,ཞེས།,,,,,
,,211,2,《པེ་》《སྣར་》,བསམ།,,,,,
,,212,3,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,213,4,《པེ་》《སྣར་》,pནོ།,,,,,
,,214,5,《པེ་》《སྣར་》,བརྟགས།,,,,,
,39,215,1,《པེ་》《སྣར་》,ཞུགས།,,,,,
,,216,2,《པེ་》《སྣར་》,དེས།,,,,,
,,217,3,《པེ་》《སྣར་》,པའི།,,,,,
,,218,4,《སྣར་》,དེ།,,,,,
,,219,5,《པེ་》《སྣར་》,mསྒྲུབ་པ།,,,,,
,,220,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,40,221,1,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,222,2,《པེ་》《སྣར་》,བརྩེ་བ།,,,,,
,,223,3,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,224,4,《པེ་》《སྣར་》,སྟེ་རབ་ཏུ།,,,,,
,,225,5,《པེ་》《སྣར་》,ཏེ།,,,,,
,,226,6,《པེ་》《སྣར་》,སྟོང་པ།,,,,,
,,227,7,《པེ་》《སྣར་》,mན།,,,,,
,,228,8,《པེ་》《སྣར་》,pབྱས་པ།,,,,,
,41,229,1,《པེ་》《སྣར་》,པ་ནས།,,,,,
,,230,2,《པེ་》《སྣར་》,mདང་།,,,,,
,,231,3,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,232,4,《པེ་》《སྣར་》,བའི་ཕྱིར།,,,,,
,,233,5,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,234,6,《པེ་》,པ་ན་དགོས།,《སྣར་》,པ་ན་དགོངས།,,,
,,235,7,《པེ་》《སྣར་》,mཔའི།,,,,,
,,236,8,《པེ་》《སྣར་》,pམང་།,,,,,
,,237,9,《པེ་》《སྣར་》,ཕྱིར།,,,,,
,,238,10,《པེ་》《སྣར་》,པ།,,,,,
,42,239,1,《པེ་》《སྣར་》,དང་།,,,,,
,,240,2,《པེ་》《སྣར་》,pཔ།,,,,,
,,241,3,《སྣར་》,pན།,,,,,
,,242,4,《པེ་》《སྣར་》,བརྟགས།,,,,,
,,243,5,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,244,6,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,245,7,《པེ་》,pབ།,,,,,
,43,246,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,247,2,《པེ་》《སྣར་》,ཏེ།,,,,,
,,248,3,《པེ་》《སྣར་》,pཐམས་ཅད།,,,,,
,,249,4,《པེ་》《སྣར་》,pའདས།,,,,,
,,250,5,《པེ་》《སྣར་》,pནི།,,,,,
,44,251,1,《པེ་》《སྣར་》,mན།,,,,,
,,252,2,《པེ་》《སྣར་》,བརྗོད།,,,,,
,,253,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,254,4,《པེ་》《སྣར་》,རྟོག,,,,,
,45,255,1,《པེ་》,pཏུ།,,,,,
,,256,2,《པེ་》《སྣར་》,ཅན།,,,,,
,,257,3,《པེ་》《སྣར་》,བརྡ།,,,,,
,,258,4,《པེ་》《སྣར་》,པ།,,,,,
,,259,5,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,260,6,《པེ་》《སྣར་》,སྐྱེད།,,,,,
,,261,7,《པེ་》《སྣར་》《ཅོ་》,བསྐྱེད,,,,,
,,262,8,《པེ་》,mནི།,,,,,
,,263,9,《པེ་》《སྣར་》,pཀྱི།,,,,,
,46,264,1,《པེ་》《སྣར་》,འདྲར།,,,,,
,,265,2,《སྣར་》,རྟོག,,,,,
,,266,3,《པེ་》,ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ།,《སྣར་》,ཕ་རོལ་ཕྱིན་པ།,,,
,,267,4,《སྣར་》,mསུ།,,,,,
,,268,5,《པེ་》《སྣར་》,སྒྲགས།,,,,,
,,269,6,《པེ་》《སྣར་》,བརྗོད།,,,,,
,,270,7,《པེ་》《སྣར་》,pཡིན་པ།,,,,,
,,271,8,《པེ་》《སྣར་》,གཉིས།,,,,,
,47,272,1,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,273,2,《པེ་》《སྣར་》,རབ་བྱ་བ།,,,,,
,,274,3,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,275,4,《པེ་》《སྣར་》,གཞིར།,,,,,
,,276,5,《པེ་》《སྣར་》,བཅས།,,,,,
,,277,6,《པེ་》《སྣར་》,pཐ་མ།,,,,,
,48,278,1,《པེ་》《སྣར་》,པའི།,,,,,
,,279,2,《པེ་》《སྣར་》,པ།,,,,,
,,280,3,《སྣར་》,བསྒོམས།,,,,,
,,281,4,《པེ་》《སྣར་》,བྱས་པའི།,,,,,
,,282,5,《པེ་》,ཡོངས་པ།,,,,,
,,283,6,《པེ་》《སྣར་》,pདེ།,,,,,
,49,284,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,285,2,《པེ་》《སྣར་》,བར་དུ།,,,,,
,,286,3,《པེ་》《སྣར་》,གྱི།,,,,,
,,287,4,《པེ་》,ཟུང་།,《སྣར་》,གཟུང་།,,,
,,288,5,《པེ་》《སྣར་》,པའི།,,,,,
,,289,6,《སྣར་》,སྡུས།,,,,,
,,290,7,《པེ་》《སྣར་》,པའོ།,,,,,
,,291,8,《པེ་》《སྣར་》,པ།,,,,,
,,292,9,《པེ་》《སྣར་》,དུ།,,,,,
,50,293,1,《པེ་》《སྣར་》,pཔ།,,,,,
,,294,2,《པེ་》《སྣར་》,གཉིས།,,,,,
,,295,3,《པེ་》《སྣར་》《ཅོ་》,ནི།,,,,,
,51,296,1,《པེ་》《སྣར་》,བལྟོས།,,,,,
,,297,2,《པེ་》《སྣར་》,mགི།,,,,,
,,298,3,《པེ་》《སྣར་》,འཐོབ།,,,,,
,,299,4,《པེ་》《སྣར་》,pདོན་དེ་ཁྱབ་པའི།,,,,,
,,300,5,《པེ་》《སྣར་》,སྤངས།,,,,,
,52,301,1,《པེ་》,pཡིན།,,,,,
,,302,2,《པེ་》《སྣར་》,པ།,,,,,
,,303,3,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,304,4,《པེ་》《སྣར་》,ངེ་།,,,,,
,,305,5,《པེ་》《སྣར་》,གི།,,,,,
,,306,6,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,307,7,《པེ་》《སྣར་》,བརྫུན།,,,,,
,,308,8,《པེ་》《སྣར་》,འབྲེལ།,,,,,
,,309,9,《པེ་》《སྣར་》,ཀྱང་།,,,,,
,,310,10,《པེ་》,པས།,,,,,
,,311,11,《པེ་》《སྣར་》,གང་ཞིག་འབྲས་བུ།,,,,,
,53,312,1,《པེ་》《སྣར་》,pབདག་དང་གཞན་གྱི།,,,,,
,,313,2,《པེ་》《སྣར་》,pན།,,,,,
,,314,3,《པེ་》《སྣར་》《ཅོ་》,དུ།,,,,,
,,315,4,《པེ་》《སྣར་》,mཔོ།,,,,,
,,316,5,《པེ་》《སྣར་》,བརྡར།,,,,,
,,317,6,《པེ་》《སྣར་》,བུར།,,,,,
,,318,7,《པེ་》《སྣར་》,pརོ།,,,,,
,,319,8,《པེ་》《སྣར་》,འཐོབ།,,,,,
,54,320,1,《པེ་》《སྣར་》,གིས།,,,,,
,,321,2,《པེ་》《སྣར་》,དཔའ།,,,,,
,,322,3,《པེ་》,སྤོངས་པ།,,,,,
,,323,4,《པེ་》,mལྷག་པ་མཐོང་བ་ཉིད།,,,,,
,,324,5,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,325,6,《པེ་》《སྣར་》,པའི།,,,,,
,,326,7,《པེ་》《སྣར་》,སློབ།,,,,,
,,327,8,《པེ་》《སྣར་》,pརྐྱེན་རྟོགས་ས་ལ་སྟེ་རང་སངས་རྒྱས་ཀྱི་ཡེ་ཤེས་ཕུན་སུམ་ཚོགས་པ་ལའང་མིན་ནོ།།,,,,,
,,328,9,《པེ་》《སྣར་》,mཔ།,,,,,
,,329,10,《པེ་》《སྣར་》,pཔ།,,,,,
,,330,11,《པེ་》《སྣར་》,pསློབ།,,,,,
,,331,12,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,332,13,《སྣར་》,སླབ།,,,,,
,55,333,1,《སྣར་》,འབྱུང་།,,,,,
,,334,2,《པེ་》《སྣར་》,པས།,,,,,
,,335,3,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,336,4,《པེ་》《སྣར་》,བརྟེན།,,,,,
,,337,5,《པེ་》《སྣར་》,བསླབས་ཏེ།,,,,,
,,338,6,《པེ་》《སྣར་》,རིམས་ཀྱིས་ཞེས།,,,,,
,,339,7,《པེ་》,སྤོངས་པ།,,,,,
,,340,8,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,341,9,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,342,10,《པེ་》《སྣར་》,ཀྱི།,,,,,
,56,343,1,《པེ་》《སྣར་》,ན།,,,,,
,,344,2,《པེ་》《སྣར་》,ལམ་པའི།,,,,,
,,345,3,《པེ་》《སྣར་》,pལ།,,,,,
,,346,4,《པེ་》,པས།,,,,,
,,347,5,《པེ་》《སྣར་》,བརྒྱ་བཅུ།,,,,,
,,348,6,《པེ་》《སྣར་》,ལྟར།,,,,,
,,349,7,《སྣར་》,སྤངས་པར།,,,,,
,,350,8,《པེ་》《སྣར་》,བྱད་པ།,,,,,
,57,351,1,《པེ་》《སྣར་》,pམཐའ་ནི།,,,,,
,,352,2,《པེ་》《སྣར་》,སྟེ།,,,,,
,,353,3,《པེ་》《སྣར་》《ཅོ་》,བརྟེན།,,,,,
,,354,4,《པེ་》《སྣར་》,དག་ཐམས་ཅད་མིང་ཙམ།,,,,,
,,355,5,《པེ་》《སྣར་》,pནི།,,,,,
,58,356,1,《པེ་》,pདེ་མ་ཐག,,,,,
,,357,2,《པེ་》《སྣར་》,བརྟེན།,,,,,
,,358,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,59,359,1,《པེ་》《སྣར་》,mང་།,,,,,
,,360,2,《པེ་》《སྣར་》,བ་གསུང་ངོ་།,,,,,
,,361,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,,362,4,《པེ་》《སྣར་》,pདག་པ།,,,,,
,,363,5,《སྣར་》,mལམ།,,,,,
,,364,6,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,365,7,《པེ་》《སྣར་》,སྒོམ།,,,,,
,60,366,1,《པེ་》《སྣར་》,བསྲེག,,,,,
,,367,2,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,368,3,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,369,4,《པེ་》《སྣར་》,སྦྲམ།,,,,,
,,370,5,《པེ་》《སྣར་》,pཔ།,,,,,
,61,371,1,《པེ་》《སྣར་》,ལས་ཏེ།,,,,,
,,372,2,《པེ་》《སྣར་》,བྱེད།,,,,,
,,373,3,《པེ་》《སྣར་》,mཔ།,,,,,
,,374,4,《པེ་》《སྣར་》,དབྱེ།,,,,,
,,375,5,《པེ་》,བརྟག་པ་བཟུང་།,《སྣར་》,བརྟག་པ་གཟུང་།,,,
,,376,6,《པེ་》《སྣར་》,pལས།,,,,,
,,377,7,《པེ་》《སྣར་》,པར།,,,,,
,,378,8,《སྣར་》,mགིས།,,,,,
,62,379,1,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,380,2,《པེ་》《སྣར་》,བས།,,,,,
,,381,3,《པེ་》,པོ།,,,,,
,,382,4,《པེ་》《སྣར་》,ཞེ་བྱེད་ནི་བསལ།,,,,,
,,383,5,《པེ་》《སྣར་》,དཔའི།,,,,,
,,384,6,《པེ་》《སྣར་》,ཞེ་ན།,,,,,
,,385,7,《པེ་》《སྣར་》,བཅས།,,,,,
,63,386,1,《པེ་》《སྣར་》,mལ།,,,,,
,,387,2,《པེ་》《སྣར་》,ཉུང་།,,,,,
,,388,3,《པེ་》《སྣར་》,གིས།,,,,,
,,389,4,《པེ་》,mཔར་བྱེད།,,,,,
,,390,5,《པེ་》《སྣར་》,པ་ལས་སྐྱེ།,,,,,
,64,391,1,《པེ་》《སྣར་》,ལོ།,,,,,
,,392,2,《པེ་》《སྣར་》,ལོ།,,,,,
,,393,3,《པེ་》《སྣར་》,mམ།,,,,,
,,394,4,《པེ་》《སྣར་》,པའི།,,,,,
,,395,5,《པེ་》《སྣར་》,ཡུམ།,,,,,
,,396,6,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,397,7,《པེ་》《སྣར་》,མོས།,,,,,
,,398,8,《པེ་》《སྣར་》,སྨྲས།,,,,,
,65,399,1,《པེ་》《སྣར་》,པ་དེའི།,,,,,
,,400,2,《པེ་》《སྣར་》,པའི།,,,,,
