རྩེ་,མོ་,མཐར་གྱིས་སྐད་ཅིག་,146,ཤེར་ཕྱིན། ཐ།.txt
རྩེ་,མོ་,མ་ཐོབ་ཐོབ་བྱེད་,163,ཤེར་ཕྱིན། ཐ།.txt
རྩེ་,མོ་,ཐོབ་པར་བྱེད་པ་,172,ཤེར་ཕྱིན། ཐ།.txt
མཚན་མ་ཕྲ་,མོ་,ཡོད་པས་སུ་,437,ཤེར་ཕྱིན། ཐ།.txt
ཕན་པར་བྱེད་པ་ཁོ་ནའོརྩེ་,མོ་,ཆུང་ངུའི་མི་དགེ་,652,ཤེར་ཕྱིན། ཐ།.txt
བསྒོམ་ལམ་རྟགས་ནི་ཟབ་,མོ་,བརྒྱད་,713,ཤེར་ཕྱིན། ཐ།.txt
ཟབ་,མོ་,རེ་རེ་ཡིན་ཟེར་,715,ཤེར་ཕྱིན། ཐ།.txt
རྩེ་,མོ་,བདུན་ལ་དྲོད་ཀྱི་,759,ཤེར་ཕྱིན། ཐ།.txt
རྩེ་,མོ་,བརྟགས་གཉིས་སོ་སོ་,762,ཤེར་ཕྱིན། ཐ།.txt
རྟགས་ཀྱི་རྩེ་,མོ་,དཔག་ཅེས་སུ་,763,ཤེར་ཕྱིན། ཐ།.txt
ཁ་ཅིག་རྟགས་གཉིས་རྩེ་,མོ་,རུ་,765,ཤེར་ཕྱིན། ཐ།.txt
རྣམ་འཕེལ་བཅུ་དྲུག་རྩེ་,མོ་,ཡི་,769,ཤེར་ཕྱིན། ཐ།.txt
རྩེ་,མོ་,ཡིན་ཞེས་ལ་ལ་,775,ཤེར་ཕྱིན། ཐ།.txt
བཅུ་དྲུག་ཉིད་ནི་རྩེ་,མོ་,ཞེས་,776,ཤེར་ཕྱིན། ཐ།.txt
རྩེ་,མོ་,ཐོབ་ནས་ཡོད་པས་,779,ཤེར་ཕྱིན། ཐ།.txt
བཟོད་པའི་རྩེ་,མོ་,ཀུན་མཁྱེན་ཉིད་,781,ཤེར་ཕྱིན། ཐ།.txt
རྩེ་,མོ་,ས་དགུ་ཡན་ཆད་,790,ཤེར་ཕྱིན། ཐ།.txt
ཆོས་མཆོག་རྩེ་,མོ་,དཔག་མེད་ཀྱང༌་,797,ཤེར་ཕྱིན། ཐ།.txt
རྩེ་,མོ་,རུ་ནི་བཤད་པ་,800,ཤེར་ཕྱིན། ཐ།.txt
མཐོང་ལམ་རྩེ་,མོ་,སྤངས་པ་དང༌་,801,ཤེར་ཕྱིན། ཐ།.txt
རྟོགས་དང་ཡོན་ཏན་རྩེ་,མོ་,ཞེས་,802,ཤེར་ཕྱིན། ཐ།.txt
རྩེ་,མོ་,དངོས་ནི་ཕ་རོལ་,804,ཤེར་ཕྱིན། ཐ།.txt
དེས་ན་མཐོང་ལམ་རྩེ་,མོ་,ནི་,807,ཤེར་ཕྱིན། ཐ།.txt
སྒོམ་པ་ལམ་གྱི་རྩེ་,མོ་,སྟེ་,838,ཤེར་ཕྱིན། ཐ།.txt
བར་ཆད་མེད་པའི་རྩེ་,མོ་,ནི་,851,ཤེར་ཕྱིན། ཐ།.txt
པོའི་རླུང་གི་དཀྱིལ་འཁོར་སོར་,མོ་,གཅིག་གི་རྩེ་མོས་,178,ཤེར་ཕྱིན། ཀ.txt
ཙམ་པ་དེ་ཐམས་ཅད་སྐྱིལ་,མོ་,ཀྲུང་གཅིག་གིས་རྒྱས་,178,ཤེར་ཕྱིན། ཀ.txt
མི་བྱཕ་ལ་ཡང་མ་ཡིནསྲིང་,མོ་,ལ་ཡང་མ་ཡིནཉེ་,227,ཤེར་ཕྱིན། ཀ.txt
བདག་ལ་རྒྱལ་པོ་ཆེ་གེ་,མོ་,ཞེས་བྱ་བའམ་དམ་,232,ཤེར་ཕྱིན། ཀ.txt
རྣམ་པར་གཞག་སྟེའདི་ལྟར་རྩེ་,མོ་,ཐོབ་པ་རྣམས་ཀྱི་,347,ཤེར་ཕྱིན། ཀ.txt
རྩེ་,མོ་,བཤད་པར་བྱ་སྟེདེ་,636,ཤེར་ཕྱིན། ཀ.txt
རྩེ་,མོ་,རྣམས་ལ་ཇི་ལྟ་,637,ཤེར་ཕྱིན། ཀ.txt
ནི་མེད་པ་ཡིན་ཏེདཔེར་ན་,མོ་,གཤམ་གྱི་བུ་བཞིན་,1159,ཤེར་ཕྱིན། ཀ.txt
དེ་ལ་ཡེ་ཤེས་ཟབ་,མོ་,ནི་འདི་ཡིན་ཏེཀྱེ་,1691,ཤེར་ཕྱིན། ཀ.txt
དང༌རྐྱེན་ཉིད་འདི་ལ་ཟབ་,མོ་,རྗེས་སུ་རྟོགས་པས་,1693,ཤེར་ཕྱིན། ཀ.txt
མི་འགལ་ལ་ཆོས་ཉིད་ཟབ་,མོ་,སྟོན་པ་ནི་ཤེས་,1715,ཤེར་ཕྱིན། ཀ.txt
ཕ་རོལ་ཏུ་ཕྱིན་པ་ཟབ་,མོ་,འདི་བྲིས་ཤིང་གླེགས་,1819,ཤེར་ཕྱིན། ཀ.txt
ཀྱི་བུ་འམ་རིགས་ཀྱི་བུ་,མོ་,གང་དག་གིས་ཇི་,1984,ཤེར་ཕྱིན། ཀ.txt
གྱིས་བརླབས་པ་དང༌ཆོས་ཟབ་,མོ་,ལ་མོས་པ་དང༌,1988,ཤེར་ཕྱིན། ཀ.txt
རིགས་ཀྱི་བུའམ་རིགས་ཀྱི་བུ་,མོ་,ཐབས་མི་མཁས་པས་,2077,ཤེར་ཕྱིན། ཀ.txt
རིགས་ཀྱི་བུའམ་རིགས་ཀྱི་བུ་,མོ་,སེམས་སུ་ཤེས་པ་,2092,ཤེར་ཕྱིན། ཀ.txt
བ་རྣམས་ནི་ཆགས་པ་ཕྲ་,མོ་,ཉིད་དུ་གང་གསུངས་,2099,ཤེར་ཕྱིན། ཀ.txt
པ་དང་འདྲ་བ་ཆོས་ཟབ་,མོ་,འདི་བསྟན་པ་དང་,2135,ཤེར་ཕྱིན། ཀ.txt
རིགས་ཀྱི་བུའམ་རིགས་ཀྱི་བུ་,མོ་,སྲུང་བ་ལ་སོགས་,2143,ཤེར་ཕྱིན། ཀ.txt
