སྟོན་ཅིང༌ཚེ་དང་ལྡན་པ་,ལམ་,གང་དང་ནན་ཏན་,5099,ཤེར་ཕྱིན། ང་།.txt
གང་ཕྱིར་སངས་རྒྱས་,ལམ་,གང་ཡིན་པར་བློས་,4202,ཤེར་ཕྱིན། ཀ.txt
ཞེས་བྱ་བ་ལ་སོགས་པ་,ལམ་,གཅིག་པུ་ཁོ་ན་,4763,ཤེར་ཕྱིན། ཇ།.txt
ཤེས་པ་དག་,ལམ་,གཏོགས་པར་,1070,ཤེར་ཕྱིན། མ།.txt
ཁྱད་པར་དུཉོན་མོངས་ཤེས་བྱ་,ལམ་,གསུམ་གྱི་,2320,ཤེར་ཕྱིན། ཇ།.txt
ཡང་ཉན་ཐོས་ལ་སོགས་པ་,ལམ་,གསུམ་གྱི་བྱེ་བྲག་,4716,ཤེར་ཕྱིན། ཇ།.txt
མཚན་ཉིད་,ལམ་,གསུམ་སྐྱེ་མེད་ཤེས་,107,ཤེར་ཕྱིན། ཐ།.txt
པར་སངས་རྒྱས་ནས་སེམས་ཅན་,ལམ་,ངན་པར་ཞུགས་པའི་,4394,ཤེར་ཕྱིན། ང་།.txt
པ་དང༌ད་ལྟར་བྱུང་བ་,ལམ་,ཆགས་མ་ཐོགས་པའི་,2477,ཤེར་ཕྱིན། ཇ།.txt
པའི་སངས་རྒྱས་བཅོམ་ལྡན་འདས་,ལམ་,ཆད་པའཇུག་པ་ཆད་,1972,ཤེར་ཕྱིན། ང་།.txt
ཆེན་པོའི་ཆུང་ངུའི་གཉེན་པོ་,ལམ་,ཆུང་ངུའི་ཆེན་པོས་,1533,ཤེར་ཕྱིན། ཀ.txt
བྱ་བར་གཟུང་སྟེདེ་ལྟ་བུ་,ལམ་,ཆེན་པོ་ལ་མི་,1072,ཤེར་ཕྱིན། ཇ།.txt
ཆུབ་ཀྱི་ཕྱོགས་དང་ལྡན་པ་,ལམ་,ཆེན་པོ་ལྟ་བུའོ་,479,ཤེར་ཕྱིན། ག.txt
དང་པོ་ཉིད་,ལམ་,ཆེན་པོ་སྐྱེ་བའི་,2939,ཤེར་ཕྱིན། ཁ།.txt
ཆུང་ངུའི་ཆེན་པོའི་གཉེན་པོ་,ལམ་,ཆེན་པོའི་ཆུང་ངུས་,1536,ཤེར་ཕྱིན། ཀ.txt
ཀྱིས་སྟོང་པའི་ཕྱིརསྐྱེ་བའམའགག་པ་,ལམ་,ཆེན་པོའི་ཆེན་པོར་,2938,ཤེར་ཕྱིན། ཁ།.txt
བྱ་བ་ཉིད་ཀྱི་ཕྱིརསེམས་ཅན་,ལམ་,ཇི་ལྟ་བ་བཞིན་,3710,ཤེར་ཕྱིན། ཁ།.txt
སྦྱོར་བར་མི་བྱེད་དེའདི་ལྟར་,ལམ་,ཉིད་ཡང་དག་པར་,870,ཤེར་ཕྱིན། ག.txt
རྨོངས་པ་ནི་གང༌རབ་འབྱོར་,ལམ་,ཐམས་ཅད་བྱང་ཆུབ་,3607,ཤེར་ཕྱིན། ཁ།.txt
དཔའ་སེམས་དཔའ་ཆེན་པོ་ཡང་,ལམ་,ཐམས་ཅད་བསྐྱེད་ནས་,3615,ཤེར་ཕྱིན། ཀ.txt
ཞེས་བྱ་བ་ནི་ཇི་ལྟར་,ལམ་,ཐམས་ཅད་མི་དམིགས་,3948,ཤེར་ཕྱིན། ཆ།.txt
སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་,ལམ་,ཐམས་ཅད་ཡོངས་སུ་,4343,ཤེར་ཕྱིན། ཕ།.txt
སྟེ་དཔེར་ནདགྲ་བཅོམ་པ་ཉིད་,ལམ་,ཐམས་ཅད་ལ་བསླབས་,3614,ཤེར་ཕྱིན། ཀ.txt
འགྲོ་བའི་དོན་བྱེད་པ་རྣམས་,ལམ་,ཐམས་ཅད་སྐྱེ་བ་,1727,ཤེར་ཕྱིན། ཇ།.txt
གཞུང་,ལམ་,དག་ལ་དེ་སྒྲ་,382,ཤེར་ཕྱིན། ཆ།.txt
འདི་ལྟར་ཆུ་མ་དངས་པ་,ལམ་,དངས་པའི་གནས་སྐབས་,1744,ཤེར་ཕྱིན། ཕ།.txt
སོགས་པའི་ཡེ་ཤེས་ཀྱི་རྟེན་,ལམ་,དམ་པ་ལས་ངེས་,867,ཤེར་ཕྱིན། ཇ།.txt
མཐུན་པའི་ཕྱོགས་ཡིན་པའི་ཕྱིར་,ལམ་,དུ་གཏོགས་པ་ཁོ་,4078,ཤེར་ཕྱིན། ཇ།.txt
པོའི་མཆན་བུ་མཁས་པ་ཞིག་,ལམ་,པོ་ཆེའི་བཞི་མདོར་,3488,ཤེར་ཕྱིན། ག.txt
ན་སྐྱོན་དེ་སྤོང་བར་ནུས་,ལམ་,བྱས་ན་སྐྱོན་ནོ་,3797,ཤེར་ཕྱིན། ཀ.txt
བག་ཆགས་འབྱུང་ན་ནི་སྣང་,ལམ་,བྱུང་ན་མི་སྣང་,395,ཤེར་ཕྱིན། ཕ།.txt
མངོན་པར་རྫོགས་པར་སངས་རྒྱས་,ལམ་,བྱོན་པ་དང༌ད་,965,ཤེར་ཕྱིན། ང་།.txt
བསྒོམ་པ་ནི་ཐབས་མཁས་པ་,ལམ་,བརྟེན་པས་ཉན་ཐོས་,4865,ཤེར་ཕྱིན། ང་།.txt
ངེ་འཛིན་གྱི་ཞེས་བྱ་བ་,ལམ་,བསྒོམ་པ་ལ་སྦྱོར་,5056,ཤེར་ཕྱིན། ཇ།.txt
ནི་རང་བྱང་ཆུབ་ཀྱི་དོན་,ལམ་,བསྒོམ་པར་བྱཅིའི་ཕྱིར་,5706,ཤེར་ཕྱིན། ག.txt
སྦྱོར་བ་ལྔ་སྤང་བའི་ཕྱིར་,ལམ་,བསྒོམ་པར་བྱདགྲ་བཅོམ་,5706,ཤེར་ཕྱིན། ག.txt
རབ་འབྱོར་,ལམ་,བསྒོམས་པ་གང་ལ་,5127,ཤེར་ཕྱིན། ཕ།.txt
བབ་སྟེབཅོམ་ལྡན་འདས་ཅི་ལགས་,ལམ་,བསྒོམས་པས་འབྲས་བུ་,4385,ཤེར་ཕྱིན། ཕ།.txt
