འཕགས་པ་,གྱིས་,ཤེས་རབ་ཀྱི་ཕ་,2,ཤེར་ཕྱིན། ཀ.txt
ཡུན་རིང་,གྱིས་,གིས་ནི་འཕེལ་མཛད་,2763,བསྟོད་ཚོགས། ཀ.txt
སྐད་བདག་གིས་ཐོས་པ་ཞེས་,གྱིས་,ལ་དམ་པའི་ཆོས་,90,ཤེར་ཕྱིན། ཆ།.txt
རྣམ་པ་ཐམས་ཅད་མངོན་དུ་,གྱིས་,ཤིག་ཅེས་པའོ་,370,ཤེར་ཕྱིན། ཆ།.txt
བ་འདིས་ནི་སྨོན་ལམ་ཀྱིས་,གྱིས་,འཕངས་པའི་རྗེས་སུ་,7124,ཤེར་ཕྱིན། ཆ།.txt
ཤིན་ཏུ་ཡིད་ལ་བཟུང་བ་,གྱིས་,ཤིག་,1380,ཤེར་ཕྱིན། ཅ།.txt
འཇིག་རྟེན་ལས་འདས་པའི་ལས་,གྱིས་,དེ་རྟོགས་ནས་དག་,1348,ཤེར་ཕྱིན། ཉ།.txt
,,,,
པར་རིག་པ་བཞི་མངོན་དུ་,,ཤིག་ཅེས་དེ་ལྟར་,389,ཤེར་ཕྱིན། ཆ།.txt
ན་དོན་རྟོགས་པའི་གོ་རིམས་,,ཇི་སྐད་དུ་བཤད་,448,ཤེར་ཕྱིན། ཆ།.txt
རྣལ་འབྱོར་དུ་,,ཤིག་ཅེས་བྱ་བ་,5693,ཤེར་ཕྱིན། ཆ།.txt
མདུན་དུ་ཡང་ཁ་ཏོན་དུ་,,ཤིག་དང༌དེ་དག་,1150,ཤེར་ཕྱིན། ང་།.txt
ཕྱིན་པ་ལ་ནན་ཏན་དུ་,,ཤིག་ཅེས་བསྒོ་ན་,1802,ཤེར་ཕྱིན། ང་།.txt
ཕྱིན་པ་ལ་ནན་ཏན་དུ་,,ཤིག་ཅེས་བསྒོ་ནཆེས་,1816,ཤེར་ཕྱིན། ང་།.txt
ཕྱིན་པ་ལ་ནན་ཏན་དུ་,,ཤིག་,1847,ཤེར་ཕྱིན། ང་།.txt
ཏུ་ཕྱིན་པ་ནན་ཏན་དུ་,,ཤིག་,1857,ཤེར་ཕྱིན། ང་།.txt
བ་ཡོངས་སུ་མི་བཏང་བ་,,ཤིག་,1390,ཤེར་ཕྱིན། ཅ།.txt
