གྱི་བཤད་པ་འདི་སྦྱར་བར་,དམ་,བཅའ་བ་ཡིན་ནོ་,11,ཤེར་ཕྱིན། ཀ.txt
པར་རྫོགས་པར་སངས་རྒྱས་ཞེས་,དམ་,བཅའས་ནདེ་ལ་ཆོས་,4017,ཤེར་ཕྱིན། ཁ།.txt
གྱི་མན་ངག་དེ་བཤད་པར་,དམ་,བཅའས་ནསའདི་ལྟར་རྣམ་,8,ཤེར་ཕྱིན། ཁ།.txt
པ་གང་ཡིན་པ་དེ་ནི་,དམ་,བཅའས་པ་ཇི་ལྟ་,2424,ཤེར་ཕྱིན། ཁ།.txt
མཆོག་རླབས་པོ་ཆེའི་གནས་སུ་,དམ་,བཅའོ་,4047,ཤེར་ཕྱིན། ག.txt
བདག་ཟག་པ་ཟད་དོ་ཞེས་,དམ་,བཅས་ནའདིར་ང་ལ་,4049,ཤེར་ཕྱིན། ག.txt
ཏུ་སེམས་བསྐྱེད་ལདེ་ནས་ཡི་,དམ་,བླངས་པ་སྟེཡོངས་སུ་,1986,ཤེར་ཕྱིན། ཕ།.txt
ཡི་,དམ་,མ་ཉམས་པའི་ཞེས་,4984,ཤེར་ཕྱིན། ཆ།.txt
མོ་གཤམ་ཡིན་པ་ཉིད་དུ་,དམ་,འཆའ་བ་དང་འདྲ་,6109,ཤེར་ཕྱིན། ཆ།.txt
སྔོན་གྱི་ལས་བསྟན་པ་ལཡི་,དམ་,ལ་བརྟན་པས་ཞེས་,4972,ཤེར་ཕྱིན། ཕ།.txt
ཡི་,དམ་,ལ་ཤིན་ཏུ་བརྟན་,3979,ཤེར་ཕྱིན། ཀ.txt
,,,,
འདི་ནི་དོན་,,ཆ་ནས་ཏེ་,253,ཤེར་ཕྱིན། ཐ།.txt
དབྱེ་བ་དོན་,,ཀུན་རྫོབ་ཏུ་,471,ཤེར་ཕྱིན། ཐ།.txt
མེད་པར་དོན་,,ཁ་ཆེན་གྱི་,212,ཤེར་ཕྱིན། ཇ།.txt
དོན་,,གྱི་ནི་བདེན་པ་,897,ཤེར་ཕྱིན། ཐ།.txt
ཡུན་རིང་ས་སྟེང་,,ཆོས་བཤད་,2908,བསྟོད་ཚོགས། ཀ.txt
རྣམ་པར་འདྲེན་པ་རྣམས་ཀྱི་,,ཆོས་ཟད་པའི་དུས་,662,ཤེར་ཕྱིན། ཇ།.txt
སྟོན་པའི་,,ཆོས་རྣམ་གཉིས་ཏེ་,5699,ཤེར་ཕྱིན། ཇ།.txt
དེས་ན་ཆོས་རྣམས་དོན་,,དུ་,5519,ཤེར་ཕྱིན། ཕ།.txt
དོན་,,དོན་བྱེད་ནུས་པ་,8616,ཤེར་ཕྱིན། ཆ།.txt
སྐལ་ཅན་རྣམས་ལ་དོན་,,པ་,2412,བསྟོད་ཚོགས། ཀ.txt
ཐོབ་པར་འགྱུར་ཏེདེའི་དབང་གིས་,,པ་ཁྱད་པར་ཅན་,200,ཤེར་ཕྱིན། ཕ།.txt
ཅི་དོན་,,པ་ཁོ་ནར་དེ་,1950,ཤེར་ཕྱིན། མ།.txt
པ་དང་ལྡན་པའི་ཕྱིར་དོན་,,པ་ཁོ་ནར་རྣམ་,5985,ཤེར་ཕྱིན། ཆ།.txt
པས་ཕ་རོལ་ཏུ་ཕྱིན་པ་,,པ་གང་གསུངས་པ་,2364,ཤེར་ཕྱིན། མ།.txt
པར་རྫོགས་པའི་སངས་རྒྱས་གདུགས་,,པ་གང་ན་བ་,254,ཤེར་ཕྱིན། ག.txt
ཕྱིར་ཕ་རོལ་ཏུ་ཕྱིན་པ་,,པ་གང་ཞེས་བྱ་,3461,ཤེར་ཕྱིན། མ།.txt
ཅི་ཞིག་མེད་པ་ཡིན་ན་,,པ་གང་ཡིན་པ་,269,ཤེར་ཕྱིན། མ།.txt
དེས་ཅི་བསྟན་ཞེ་ན་དོན་,,པ་གཅིག་ཁོ་ན་,3113,ཤེར་ཕྱིན། ཕ།.txt
ལ་སོགས་པའི་ཚིག་གིས་དོན་,,པ་གཅིག་སྟེ་གཉིས་,3113,ཤེར་ཕྱིན། ཕ།.txt
རེ་ཞིག་སྲིད་པར་རྒྱུ་བའི་,,པ་གཞན་དག་སྙིང་,2144,ཤེར་ཕྱིན། ཆ།.txt
དགེ་སློང་,,པ་གཞན་ཚོགས་བརྒྱ་,3154,བསྟོད་ཚོགས། ཀ.txt
ཏེགལ་ཏེ་ཀུན་རྫོབ་ལས་དོན་,,པ་གཞན་ཞིག་ཡིན་,5344,ཤེར་ཕྱིན། ཕ།.txt
འདིས་ནི་ཆོས་རྣམས་ཀྱི་དོན་,,པ་གཟུང་དུ་མེད་,3268,ཤེར་ཕྱིན། མ།.txt
མཚན་ཉིད་དང་དོན་,,པ་ངོ་བོ་ཉིད་,2361,ཤེར་ཕྱིན། མ།.txt
སྐྱེས་བུ་,,པ་ཆོས་ཉིད་ཀྱིས་,6548,ཤེར་ཕྱིན། ཆ།.txt
ན་ཇི་ལྟ་བུ་ཞེ་ནདོན་,,པ་ཆོས་ཉིད་དུ་,3394,ཤེར་ཕྱིན། མ།.txt
ལས་འདས་པའི་མཚན་ཉིད་དོན་,,པ་ཆོས་ཐམས་ཅད་,4818,ཤེར་ཕྱིན། ཕ།.txt
དེ་ཡང་དེ་ལ་དོན་,,པ་ཇི་ལྟ་བ་,5172,ཤེར་ཕྱིན། ཕ།.txt
དོན་,,པ་ཉིད་ཀྱི་དབང་,7713,ཤེར་ཕྱིན། ཆ།.txt
