དེ་ལྟར་,དེ་,ནི་གོ་རིམས་སོ་,68,ཤེར་ཕྱིན། ཐ།.txt
ཆོས་སྟོན་པ་ན་འདུ་ཤེས་,དེ་,ཀུན་ཏུ་འབྱུང་ནཇི་,4130,ཤེར་ཕྱིན། མ།.txt
གང་,དེ་,ཁ་བ་ཅན་པའི་,2551,ཤེར་ཕྱིན། མ།.txt
རྟེན་གྱི་ཁམས་གང་ལགས་པ་,དེ་,ཁམས་མ་མཆིས་པར་,2344,ཤེར་ཕྱིན། མ།.txt
དེ་བས་ན་,དེ་,ཁམས་མ་མཆིས་པར་,4093,ཤེར་ཕྱིན། མ།.txt
བཤད་པའི་འགལ་བ་ཡོད་ཀྱང་,དེ་,ཁྱད་དུ་བསད་ནས་,8681,ཤེར་ཕྱིན། ཆ།.txt
གནས་,དེ་,ཁྱད་པར་ཅན་དུ་,2904,ཤེར་ཕྱིན། ཆ།.txt
ཇི་སྟེ་འོ་ན་,དེ་,ཁྱད་པར་དུ་བརྗོད་,1384,ཤེར་ཕྱིན། ཆ།.txt
གང་,དེ་,ཁྱེད་ཀྱང་བདག་ལ་,1484,བསྟོད་ཚོགས། ཀ.txt
ཆུ་,དེ་,ཁྱེར་ན་ཞེས་བྱ་,5674,ཤེར་ཕྱིན། ཆ།.txt
ལྟར་བཤད་པའི་སྐབས་ཕྱེ་བ་,དེ་,ཁྱོད་ཀྱི་བྱིན་གྱི་,3367,ཤེར་ཕྱིན། ཕ།.txt
བཙལ་བར་བྱའོ་ཞེས་ཟེར་བ་,དེ་,ཁྱོད་ཀྱི་མཐུ་ཡིན་,602,ཤེར་ཕྱིན། ང་།.txt
ཆོས་,དེ་,ཁྱོད་ཀྱིས་བསྟན་པ་,1128,བསྟོད་ཚོགས། ཀ.txt
ཕྱིན་པ་ལ་སྤྱོད་པའི་ཆོས་,དེ་,ཁྱོད་ཀྱིས་མཐོང་ངམགསོལ་,583,ཤེར་ཕྱིན། ཅ།.txt
དུ་སེམསསྒྱུ་མ་ལྟ་བུའི་སེམས་,དེ་,ཁྱོད་ཀྱིས་ཡང་དག་,3272,ཤེར་ཕྱིན། ཀ.txt
དགྲ་བཅོམ་པར་བརྗོད་པའི་ཆོས་,དེ་,ཁྱོད་ཀྱིས་ཡང་དག་,4557,ཤེར་ཕྱིན། ཕ།.txt
སྒྱུ་མ་ལྟ་བུའི་སེམས་,དེ་,ཁྱོད་ཀྱིས་ཡང་དག་,4633,ཤེར་ཕྱིན། ཕ།.txt
དགྲ་བཅོམ་པར་བརྗོད་པའི་ཆོས་,དེ་,ཁྱོད་ཀྱིས་ཡང་དག་,182,ཤེར་ཕྱིན། ཅ།.txt
མ་ལྟ་བུའི་སེམས་,དེ་,ཁྱོད་ཀྱིས་ཡང་དག་,929,ཤེར་ཕྱིན། ཅ།.txt
རྫོགས་པར་འཚང་རྒྱ་བའི་ཆོས་,དེ་,ཁྱོད་ཀྱིས་ཡང་དག་,933,ཤེར་ཕྱིན། ཅ།.txt
པ་དེའི་ཕྱིར་དོན་,དེ་,ཁྱོད་ཉིད་ལ་དྲིས་,5336,ཤེར་ཕྱིན། ཕ།.txt
བྱེད་ཀྱི་མཚན་མའི་དངོས་པོ་,དེ་,ཁྱོད་ལ་སྣང་ངམའོན་,5337,ཤེར་ཕྱིན། ཕ།.txt
ཞེན་པའི་ལིང་ཏོག་སྟུག་པོས་,དེ་,ཁེབས་པའི་ཕྱིར་རོ་,176,ཤེར་ཕྱིན། མ།.txt
དེ་དངོས་པོའི་,དེ་,ཁོ་ན,3310,ཤེར་ཕྱིན། མ།.txt
བ་དང་བླང་བར་བྱ་བའི་,དེ་,ཁོ་ན་ཐབས་བཅས་,3532,ཤེར་ཕྱིན། མ།.txt
པས་གོ་བ་ཉིད་ཡིན་པས་,དེ་,ཁོང་དུ་ཆུད་པའི་,5211,ཤེར་ཕྱིན། ཆ།.txt
དག་མ་བསལ་བ་ཡོད་པ་,དེ་,ག་ལ་འདི་འབྱུང་,481,ཤེར་ཕྱིན། མ།.txt
བྱུང་བ་ཉིད་ཡིན་པའི་ཕྱིར་,དེ་,གང་གི་ཕྱིར,3291,ཤེར་ཕྱིན། ཆ།.txt
མཚན་ཉིད་ཀྱི་གཞི་མེད་པར་,དེ་,གང་གི་མཚན་ཉིད་,1078,ཤེར་ཕྱིན། ཕ།.txt
རྨི་ལམ་ཞེས་བགྱི་བའི་མིང་,དེ་,གང་གིས་ཀྱང་བརྗོད་,2350,ཤེར་ཕྱིན། ག.txt
