གི་དབང་,པོ,འི་ནང་དུ་དབང་
གིས་དབེེན་པའི་ཁྱད་པར་ཕུང་,པོ,་ཙམ་ལ་རྣམ་པར་
གྱུར་བ་ནི་ཕལ་ཆེར་ཕུང་,པོ,་ལ་སོགས་པ་ཙམ་
ངེས་པར་འབྱེད་པའི་ཆ་བཞི་,པོ,་དག་ལ་བལྟ་བར་
ཅད་ཀྱི་བསོད་ནམས་ཀྱི་ཕུང་,པོ,་ལ་རྗེས་སུ་ཡི་
ཆུབ་ཏུ་སེམས་བསྐྱེད་པ་དང་,པོ,་ནས་བཟུང་སྟེ་བླ་
ཇི་ལྟ་བ་བཞིན་རྟོགས་པ་,པོ,་མེད་ན་བསྟན་པ་
ཉམས་པ་ནི་ཁ་ཟས་བཟང་,པོ,་བོར་ནས་ཁ་ཟས་
ཉིད་ཀྱང་མ་ཡིན་ཏེསེམས་དང་,པོ,་ལ་སོགས་པ་དོན་
ཐ་དད་པའི་ཕྱིར་དང་དབང་,པོ,་ཐ་དད་པའི་ཕྱིར་
དག་ལ་གང་ཟག་དང་ཕུང་,པོ,་ལ་སོགས་པར་མངོན་
དད་པ་ལ་སོགས་པའི་དབང་,པོ,་ཆུང་ངུས་རབ་ཏུ་
དུ་འདུས་པ་མིག་གི་དབང་,པོ,་ལ་སོགས་པ་ནུས་
དེ་དང་ལྡན་པའི་བྱེད་པ་,པོ,་ཡང་སྤྱོད་ཅེས་བྱ་
དོན་དུ་བརྩོན་ཡང་དེའི་ཕུང་,པོ,་ལ་སོགས་པའི་མཚན་
ན་ནོར་བུ་མཆིང་བུའི་ཕུང་,པོ,་ནི་ཤིན་ཏུ་ཆེར་
ན་མེ་ལྕེ་ཕྲད་པ་དང་,པོ,་ཁོ་ནས་ཀྱང་སྙིང་
ནས་བསལ་བའི་ཕྱིརགང་འདིར་ཕུང་,པོ,་ལྔ་དག་སྒྱུ་མ་
ནི་གཟུགས་ལ་སོགས་པའི་ཕུང་,པོ,་ལ་དམིགས་པ་ཡིན་
ནི་ཉེ་བར་ལེན་པའི་ཕུང་,པོ,་ལྔ་
ནི་ཟག་པ་མེད་པའི་ཕུང་,པོ,་ཡིན་པར་གཟུང་བའི་
ནི་སེམས་ཅན་གྱི་ཚོགས་མང་,པོ,་ཚད་མེད་པ་སེམས་
པ་ནི་གང་གིས་ན་ཕུང་,པོ,་ལ་སོགས་པ་དངོས་
པ་འདི་སྟོན་ཞེ་ནའཁོར་བཞི་,པོ,་དེ་དག་ཅེས་བྱ་
པ་འབྱུང་བ་ཡིན་ཏེལས་དང་,པོ,་པའི་ས་ནི་མོས་
པ་ཡང་ཆུང་ངུ་དང་འབྲིང་,པོ,་དང་ཆེན་
